job_name,average_execution_time_seconds,std_dev_execution_time_seconds
blackscholes,129.33333333333334,2.886751345948129
canneal,323.3333333333333,37.5410886008029
dedup,28.666666666666668,2.0816659994661326
ferret,277.6666666666667,5.8594652770823155
freqmine,326,13.74772708486752
radix,57,2.6457513110645907
vips,69,4.0
Total,942.2903108596802,24.97842953826711
