job_name,average_execution_time_seconds,std_dev_execution_time_seconds
blackscholes,123.66666666666667,1.1547005383792515
canneal,266.6666666666667,4.041451884327381
dedup,25.333333333333332,2.516611478423583
ferret,260,4.358898943540674
freqmine,289,4.58257569495584
radix,48.666666666666664,0.5773502691896257
vips,61.333333333333336,2.516611478423583
Total,828.6803949673971,21.01591518523278
