timestamp,memcached_cores_usage
1747078388,2
1747078390,2
1747078392,2
1747078394,2
1747078396,2
1747078398,1
1747078401,1
1747078403,2
1747078405,2
1747078407,2
1747078409,2
1747078411,2
1747078414,2
1747078416,2
1747078418,2
1747078420,2
1747078422,2
1747078424,2
1747078426,2
1747078428,2
1747078430,1
1747078432,2
1747078434,2
1747078436,2
1747078439,2
1747078441,2
1747078443,2
1747078445,1
1747078447,2
1747078449,2
1747078451,1
1747078453,2
1747078455,2
1747078457,2
1747078459,2
1747078462,2
1747078464,2
1747078466,2
1747078468,2
1747078470,2
1747078472,2
1747078474,1
1747078476,2
1747078478,2
1747078480,2
1747078482,2
1747078485,2
1747078487,2
1747078489,2
1747078491,1
1747078493,1
1747078495,1
1747078497,2
1747078499,2
1747078501,2
1747078503,2
1747078505,1
1747078507,1
1747078509,1
1747078512,1
1747078514,2
1747078516,2
1747078518,1
1747078520,2
1747078522,2
1747078524,1
1747078526,2
1747078528,2
1747078531,2
1747078533,2
1747078535,2
1747078537,2
1747078539,1
1747078541,1
1747078543,1
1747078545,1
1747078547,2
1747078549,2
1747078551,2
1747078553,1
1747078556,1
1747078558,2
1747078560,2
1747078562,2
1747078564,2
1747078566,2
1747078568,2
1747078570,2
1747078572,2
1747078574,1
1747078577,1
1747078579,1
1747078581,1
1747078583,1
1747078585,1
1747078587,1
1747078589,1
1747078591,1
1747078593,2
1747078595,2
1747078597,2
1747078600,1
1747078602,2
1747078604,2
1747078606,2
1747078608,2
1747078610,1
1747078612,2
1747078614,2
1747078616,1
1747078619,1
1747078621,1
1747078623,1
1747078625,1
1747078627,1
1747078629,1
1747078631,1
1747078633,1
1747078635,1
1747078637,2
1747078640,2
1747078642,2
1747078644,2
1747078646,2
1747078648,2
1747078650,1
1747078652,1
1747078654,1
1747078657,1
1747078659,2
1747078661,2
1747078663,2
1747078665,1
1747078667,1
1747078669,1
1747078671,1
1747078673,1
1747078676,1
1747078678,1
1747078680,1
1747078682,2
1747078684,2
1747078686,2
1747078688,2
1747078690,1
1747078692,1
1747078694,2
1747078696,2
1747078698,2
1747078700,1
1747078702,2
1747078704,2
1747078706,2
1747078708,2
1747078710,1
1747078712,2
1747078714,2
1747078716,2
1747078718,2
1747078720,2
1747078722,2
1747078724,1
1747078726,1
1747078728,1
1747078730,1
1747078732,1
1747078734,1
1747078736,1
1747078739,1
1747078741,1
1747078743,2
1747078745,2
1747078747,2
1747078749,2
1747078751,2
1747078753,2
1747078755,2
1747078757,2
1747078759,2
1747078761,2
1747078763,2
1747078765,1
1747078767,2
1747078770,2
1747078772,2
1747078774,2
1747078776,2
1747078778,2
1747078780,2
1747078782,2
1747078784,2
1747078786,1
1747078788,2
1747078790,2
1747078792,1
1747078794,1
1747078796,1
1747078798,1
1747078800,1
1747078802,2
1747078804,2
1747078806,2
1747078808,2
1747078810,2
1747078812,2
1747078814,2
1747078816,2
1747078818,2
1747078820,1
1747078822,2
1747078824,2
1747078826,2
1747078828,2
1747078830,1
1747078832,1
1747078834,1
1747078836,1
1747078839,2
1747078841,2
1747078843,2
1747078845,2
1747078847,2
1747078849,2
1747078851,2
1747078853,2
1747078855,1
1747078857,2
1747078859,2
1747078861,2
1747078863,2
1747078865,1
1747078867,1
1747078869,1
1747078871,1
1747078873,1
1747078875,1
1747078877,1
1747078879,1
1747078881,1
1747078883,2
1747078885,2
1747078887,2
1747078889,2
1747078891,2
1747078893,2
1747078895,1
1747078897,1
1747078899,1
1747078901,1
1747078904,2
1747078906,2
1747078908,2
1747078910,2
1747078912,2
1747078914,1
1747078916,1
1747078918,1
1747078920,1
1747078922,2
1747078924,2
1747078926,2
1747078928,2
1747078930,2
1747078932,2
1747078934,2
1747078936,2
1747078938,2
1747078940,2
1747078942,2
1747078944,2
1747078946,2
1747078948,2
1747078950,2
1747078952,2
1747078954,2
1747078956,2
1747078958,2
1747078960,2
1747078962,2
1747078964,2
1747078966,2
1747078968,2
1747078970,1
1747078972,2
1747078974,2
1747078977,1
1747078979,1
1747078981,1
1747078983,1
1747078985,1
1747078987,2
1747078989,2
1747078991,2
1747078993,2
1747078995,2
1747078997,2
1747078999,2
1747079001,2
1747079003,2
1747079005,2
1747079007,2
1747079009,1
1747079011,1
1747079013,1
1747079015,1
1747079017,2
1747079020,2
1747079022,2
1747079024,1
1747079027,1
1747079029,2
1747079031,2
1747079033,2
1747079035,2
1747079037,1
1747079039,1
1747079041,1
1747079043,2
1747079045,2
1747079047,2
1747079049,2
1747079051,2
1747079053,2
1747079055,1
1747079057,2
1747079059,2
1747079061,2
1747079063,2
1747079065,2
1747079067,2
1747079069,1
1747079071,1
1747079073,2
1747079078,2
1747079080,2
1747079082,2
1747079084,2
1747079086,2
1747079088,2
1747079090,2
1747079092,2
1747079094,1
1747079097,2
1747079099,2
1747079101,2
1747079103,1
1747079105,1
1747079111,2
1747079113,2
1747079115,2
1747079117,2
1747079119,2
1747079121,2
1747079123,2
1747079125,2
1747079127,2
1747079129,2
1747079131,2
1747079133,2
1747079135,2
1747079137,2
1747079139,2
1747079141,2
1747079143,2
1747079145,2
1747079147,2
1747079149,2
1747079151,2
1747079153,2
1747079155,2
1747079157,2
1747079159,2
1747079161,2
1747079163,2
1747079165,2
1747079167,2
1747079169,2
1747079171,2
1747079173,2
1747079176,1
1747079178,2
1747079180,2
1747079182,2
1747079184,1
1747079186,1
1747079188,2
1747079190,1
1747079192,1
1747079194,1
1747079196,1
1747079198,1
1747079200,1
1747079202,1
1747079204,1
1747079206,1
1747079208,2
1747079210,2
1747079212,2
1747079214,1
1747079216,1
1747079218,1
1747079220,1
1747079222,1
1747079224,1
1747079226,1
1747079228,1
1747079230,1
1747079233,1
1747079235,1
1747079237,1
1747079239,1
1747079241,1
1747079243,1
1747079245,1
1747079247,1
1747079249,1
1747079251,1
1747079253,2
1747079255,2
1747079257,2
1747079259,1
1747079261,1
1747079263,1
1747079265,1
1747079267,1
1747079269,1
1747079271,1
1747079273,1
1747079275,1
1747079277,1
1747079279,1
1747079281,1
1747079283,1
1747079285,1
1747079287,1
1747079289,1
1747079292,1
1747079294,1
1747079296,1
1747079298,2
1747079300,2
1747079302,2
1747079304,1
1747079306,1
1747079308,1
1747079310,1
1747079312,1
1747079314,1
1747079316,1
1747079318,1
1747079320,1
1747079322,2
1747079324,2
1747079326,1
1747079328,1
1747079330,1
1747079332,1
1747079334,1
1747079336,1
1747079338,1
