#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      175.7    56.7    74.4   113.9   123.2   170.7   191.0   202.0   210.4   219.2   231.4   250.4   295.5   442.4  2190.4  29862.9    30000  1744655044532  1744655054665
read      177.2    65.0    80.4   116.4   125.3   172.2   192.4   203.0   211.4   220.3   232.1   250.8   293.3   419.6  3060.8  29872.6    30005  1744655056175  1744655066295
read      176.9    57.4    74.4   115.2   124.5   172.6   192.8   203.4   211.6   220.2   231.7   250.2   293.8   439.8  1979.9  30149.7    30010  1744655067805  1744655077900
read      175.1    61.0    74.4   113.4   122.5   170.9   190.6   201.1   209.2   217.7   229.8   248.7   293.6   429.4  2375.4  30018.3    30015  1744655079410  1744655089507
read      174.4    71.0    74.4   111.6   120.2   169.4   190.3   201.3   209.6   218.3   230.9   250.2   294.6   450.0  2992.8  29998.0    30020  1744655091018  1744655101114
read      175.2    59.9    74.4   113.5   122.4   170.7   190.9   201.5   209.9   218.7   231.0   250.0   294.0   412.0  2118.3  30001.6    30025  1744655102624  1744655112724
read      174.3    67.7    74.4   111.0   119.5   169.9   190.7   201.3   209.6   218.1   230.3   249.3   294.1   460.0  2535.4  29959.7    30030  1744655114234  1744655124328
read      172.7    55.5    68.9   111.1   119.5   168.9   189.6   200.1   208.0   216.6   228.4   246.6   289.7   395.4  2072.5  30149.4    30035  1744655125838  1744655135933
read      172.4    64.9    74.4   109.9   118.6   168.7   188.7   199.1   206.8   215.7   227.6   246.0   290.0   423.2  2536.7  30073.0    30040  1744655137443  1744655147543
read      170.8    61.9    74.4   110.8   119.2   166.7   186.0   196.4   203.4   212.8   224.2   242.0   286.4   434.2  2801.3  30044.3    30045  1744655149053  1744655159150
read      172.6    56.1    74.4   112.3   120.8   168.3   188.1   198.7   206.4   215.4   227.3   245.6   289.6   423.1  2301.6  29948.9    30050  1744655160659  1744655170760
read      171.7    60.9    74.4   110.9   119.1   167.3   188.1   198.9   206.6   215.5   227.2   245.0   287.5   405.5  2368.6  30040.7    30055  1744655172270  1744655182364
read      171.1    56.2    68.9   111.9   120.5   166.8   186.0   196.5   203.4   212.9   224.7   243.5   288.8   406.5  2153.4  29990.9    30060  1744655183873  1744655193970
read      173.7    62.2    74.4   111.1   119.7   169.3   190.0   200.6   208.6   217.2   229.3   248.1   294.4   463.9  2625.2  30107.2    30065  1744655195480  1744655205578
read      178.6    62.0    80.4   117.3   126.2   173.3   194.2   205.4   213.6   222.9   234.2   252.9   296.2   454.4  2565.5  30012.7    30070  1744655207089  1744655217187
read      176.7    55.8    80.4   117.0   126.1   171.7   191.7   202.4   210.6   219.0   231.0   249.4   293.3   400.4  2080.4  30055.4    30075  1744655218697  1744655228795
read      175.7    78.9    80.4   116.5   125.4   170.6   190.0   200.5   208.5   217.1   229.2   247.8   291.5   391.8  2880.8  30019.9    30080  1744655230306  1744655240402
read      173.7    61.6    74.4   112.1   121.4   168.8   188.7   199.8   208.0   216.8   228.9   247.2   290.0   421.6  2619.9  30153.9    30085  1744655241912  1744655252006
read      174.4    63.5    80.4   112.9   121.7   168.6   188.9   200.4   208.9   217.9   230.4   249.7   296.4   496.0  2525.9  30101.6    30090  1744655253516  1744655263611
read      173.9    62.3    74.4   112.5   121.3   168.7   189.3   200.4   208.7   217.6   229.7   248.4   292.1   430.8  2708.9  30120.7    30095  1744655265120  1744655275217
read      176.0    63.5    74.4   116.3   125.3   170.6   190.2   201.0   209.3   218.0   230.5   249.4   293.6   430.2  2651.9  30128.6    30100  1744655276727  1744655286822
read      175.3    60.7    74.4   114.3   123.4   169.8   189.7   201.0   209.6   218.6   231.3   250.7   295.6   450.3  2116.1  30105.8    30105  1744655288332  1744655298427
read      178.2    66.3    80.4   114.1   123.4   172.5   194.0   205.8   214.4   224.4   235.7   255.6   303.2   434.0  2654.9  30131.7    30110  1744655299937  1744655310030
read      173.9    57.3    74.4   114.1   123.0   169.0   188.0   199.0   207.1   216.3   228.7   247.5   291.9   435.2  2124.3  30092.6    30115  1744655311540  1744655321638
read      175.9    63.4    74.4   114.0   123.0   170.0   190.3   201.6   210.4   219.8   232.4   252.0   297.1   465.3  2611.3  30120.0    30120  1744655323149  1744655333251
read      173.6    62.6    74.4   112.0   120.9   168.3   188.2   199.7   208.3   217.8   230.6   250.1   294.8   398.2  2352.6  30053.1    30125  1744655334762  1744655344860
read      174.4    55.0    74.4   114.6   123.8   170.1   189.1   199.6   207.6   216.7   228.8   246.8   287.9   385.9  2149.9  30139.9    30130  1744655346371  1744655356467
read      173.9    58.1    74.4   114.2   123.3   169.4   188.0   198.8   206.6   215.7   227.8   245.8   289.6   418.6  2358.3  30092.9    30135  1744655357976  1744655368071
read      173.4    66.3    74.4   111.9   120.8   168.5   187.6   198.8   207.1   216.6   229.4   248.6   292.5   421.0  2479.8  30165.9    30140  1744655369581  1744655379677
read      176.3    65.5    74.4   114.9   124.3   171.6   191.0   201.4   209.8   218.4   231.1   250.4   294.4   453.3  2814.6  30017.6    30145  1744655381188  1744655391287
read      176.0    61.5    80.4   117.4   126.3   171.1   189.2   199.5   207.3   216.4   228.9   248.3   294.8   458.8  2581.8  30141.9    30150  1744655392796  1744655402892
read      175.3    73.6    74.4   113.3   122.5   170.0   189.7   200.5   209.0   218.1   230.9   250.5   295.5   432.3  3108.5  30197.7    30155  1744655404403  1744655414502
read      177.2    67.2    80.4   117.2   126.3   172.2   191.3   201.6   210.1   219.1   231.9   251.0   294.7   426.2  2352.8  30175.2    30160  1744655416012  1744655426108
read      174.7    57.3    74.4   112.0   121.2   169.3   189.4   200.9   209.9   219.6   232.5   252.2   296.7   442.2  2108.1  30188.6    30165  1744655427618  1744655437714
read      177.3    63.0    80.4   114.2   123.4   172.0   192.6   203.9   212.7   222.5   234.4   253.8   298.2   433.5  2303.4  30162.8    30170  1744655439224  1744655449321
