job_name,average_execution_time_seconds,std_dev_execution_time_seconds
blackscholes,127.66666666666667,5.773502691896258
canneal,273.3333333333333,3.5118845842842465
dedup,25,2.0
ferret,261.3333333333333,8.082903768654761
freqmine,307.3333333333333,14.224392195567912
radix,53,1.7320508075688772
vips,68.66666666666667,4.509249752822894
