#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      196.7   120.5    86.8   138.3   148.9   189.1   205.0   214.5   221.2   229.9   240.6   258.8   313.7  1810.6  5029.6   5047.2     5000  1744877129068  1744877134327
read      197.0    92.1    93.8   132.2   144.2   192.2   209.8   219.1   226.9   234.7   247.2   266.6   315.2   621.3  3633.9   9950.2    10000  1744877135831  1744877141069
read      204.5    72.0    86.8   129.1   142.2   203.4   222.8   232.8   240.5   249.9   262.3   281.5   324.9   473.7  2118.0  15003.8    15000  1744877142572  1744877147768
read      212.7    79.0    86.8   125.4   138.4   212.1   234.5   246.9   254.9   266.1   278.6   299.3   348.0   537.1  3113.1  19978.4    20000  1744877149272  1744877154470
read      219.8    83.5    80.4   123.5   135.6   220.6   246.7   260.5   270.0   281.3   295.0   317.4   369.2   594.0  2431.4  25073.8    25000  1744877155974  1744877161183
read      220.0    83.7    80.4   119.9   131.0   221.6   250.2   264.6   273.9   286.2   300.2   322.5   374.6   508.0  2342.8  29990.8    30000  1744877162686  1744877167886
read      228.7    85.3    80.4   119.7   130.8   230.7   264.2   280.0   291.0   303.8   319.0   344.0   403.1   573.7  2334.0  35016.8    35000  1744877169390  1744877174591
read      232.6    93.8    80.4   119.6   130.5   232.8   270.3   288.2   300.1   314.6   333.2   362.1   424.5   547.3  2703.1  39973.4    40000  1744877176095  1744877181299
read      227.3    84.4    80.4   117.4   128.0   224.8   266.4   285.6   298.1   313.0   331.4   359.9   417.6   509.6  1942.9  44978.4    45000  1744877182802  1744877188007
read      226.0   100.6    80.4   114.5   124.8   220.1   265.2   285.7   299.0   314.5   333.9   363.7   428.1   676.2  3154.3  49952.6    50000  1744877189511  1744877194709
read      227.8    89.0    74.4   114.1   124.0   220.0   270.1   292.5   307.4   323.4   343.7   374.4   437.9   567.0  1390.6  55047.8    55000  1744877196212  1744877201411
read      233.5   100.7    80.4   115.5   125.8   222.1   276.1   300.9   316.9   335.1   357.7   392.0   460.0   587.0  2004.0  60175.6    60000  1744877202915  1744877208119
read      231.2    98.9    80.4   113.9   124.6   217.9   273.0   298.7   315.3   333.9   356.5   390.0   455.5   603.0  2057.5  64728.0    65000  1744877209623  1744877214828
read      234.6   106.5    74.4   113.9   124.4   217.9   276.6   304.0   321.1   341.6   366.8   402.1   490.7   682.1  1473.0  70176.9    70000  1744877216332  1744877221530
read      227.8   101.4    74.4   112.5   122.9   209.9   265.7   293.8   312.2   332.3   356.8   391.7   460.4   632.9  3138.2  75062.0    75000  1744877223033  1744877228232
read      239.9   107.1    80.4   117.3   128.8   220.5   276.7   305.5   325.0   346.7   374.4   416.8   520.9   788.8  2607.9  79893.4    80000  1744877229736  1744877234936
