#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      205.9    70.1    93.8   146.5   160.5   200.0   216.4   226.4   233.2   242.5   253.9   275.0   337.5   616.3  2017.6   5017.2     5000  1744878737396  1744878742654
read      208.7    96.7    86.8   137.5   152.7   203.3   222.1   232.5   240.6   250.5   263.9   285.3   341.2   578.8  3776.5   9957.0    10000  1744878744157  1744878749392
read      215.9    65.9    86.8   136.4   152.1   212.9   233.1   245.1   253.3   264.2   276.2   297.2   351.6   530.8  2018.9  14949.1    15000  1744878750896  1744878756097
read      218.4    67.6    86.8   129.4   143.4   217.9   240.2   252.6   262.1   272.2   286.8   308.8   361.8   487.9  2565.0  20008.8    20000  1744878757601  1744878762802
read      220.9    67.1    80.4   127.3   139.9   221.6   246.5   259.8   269.4   280.7   294.9   317.1   367.3   493.5  1925.8  24944.4    25000  1744878764307  1744878769511
read      227.1    88.2    80.4   124.7   137.2   229.2   256.8   270.5   280.4   291.8   306.9   329.5   382.4   529.3  2606.9  29997.8    30000  1744878771015  1744878776211
read      229.1    88.8    80.4   124.5   135.9   229.9   261.4   276.5   287.7   299.5   315.8   341.2   398.5   626.6  3989.4  35090.6    35000  1744878777715  1744878782915
read      224.6    78.3    86.8   120.3   131.3   226.1   259.9   275.3   286.7   298.4   315.0   339.4   392.8   497.8  1668.5  40007.2    40000  1744878784419  1744878789625
read      228.2    96.0    80.4   119.6   130.7   228.5   266.0   283.0   294.2   307.7   323.1   346.9   402.2   517.5  2538.1  44994.1    45000  1744878791129  1744878796330
read      225.3    87.7    74.4   118.6   129.1   222.6   263.7   281.9   293.7   307.8   324.1   349.4   403.6   575.0  1984.6  50150.6    50000  1744878797834  1744878803034
read      223.9    83.6    80.4   116.3   126.8   219.1   263.9   283.4   295.7   310.4   327.8   354.9   411.5   572.0  1727.5  55188.0    55000  1744878804538  1744878809743
read      223.7   104.7    80.4   114.9   125.2   215.0   263.1   283.7   296.7   311.9   330.3   358.8   423.9   621.2  3804.7  59926.8    60000  1744878811247  1744878816448
read      219.3    95.1    80.4   113.5   123.1   208.0   258.8   280.5   294.3   309.9   328.4   356.8   414.4   557.6  3125.1  65001.6    65000  1744878817951  1744878823150
read      222.9    87.2    80.4   114.0   124.0   208.9   264.2   287.7   302.6   318.4   338.4   367.7   430.9   585.9  1374.6  70029.6    70000  1744878824655  1744878829854
read      218.2    99.7    74.4   112.1   121.5   201.2   256.4   281.5   296.9   313.6   333.5   362.4   423.4   588.8  2947.0  75023.8    75000  1744878831358  1744878836557
read      224.0   108.2    80.4   113.9   123.7   203.0   260.6   288.0   305.4   323.9   346.2   381.7   467.8   695.7  2274.5  80056.8    80000  1744878838062  1744878843262
read      218.2    95.5    80.4   114.4   124.1   197.0   249.8   277.8   295.6   314.6   337.5   370.9   452.9   642.9  2807.0  84859.4    85000  1744878844766  1744878849972
read      221.1    96.2    74.4   114.9   125.2   199.7   253.3   281.8   300.1   319.1   342.4   376.0   455.8   739.4  1487.4  90276.4    90000  1744878851476  1744878856674
read      217.1    99.5    74.4   113.0   122.7   195.6   248.2   277.6   296.2   315.7   338.8   371.3   440.6   618.3  3047.2  94995.2    95000  1744878858177  1744878863375
read      222.3    98.8    74.4   114.3   124.6   199.0   252.6   282.8   302.4   323.1   348.0   386.5   475.5   688.3  1942.9  99961.9   100000  1744878864878  1744878870079
read      212.9    95.5    74.4   113.8   123.7   191.1   237.0   266.4   286.2   307.3   331.7   365.9   433.6   593.4  2484.9 105205.7   105000  1744878871583  1744878876784
read      214.9   100.1    74.4   114.0   124.3   192.8   240.0   270.1   290.4   311.9   336.4   369.7   435.4   576.7  3111.7 110099.0   110000  1744878878288  1744878883491
read      229.7   111.9    80.4   118.5   129.2   201.7   252.3   283.4   305.3   330.0   361.6   412.5   575.1   923.0  2260.0 115104.3   115000  1744878884995  1744878890195
read      223.5   105.9    74.4   116.7   127.6   198.0   247.1   277.6   299.0   322.5   351.7   395.8   507.2   748.7  2440.8 119890.8   120000  1744878891700  1744878896898
read      217.2   103.5    74.4   117.8   128.6   195.1   237.4   265.7   286.0   309.1   336.5   374.3   459.7   706.8  3113.9 124963.3   125000  1744878898402  1744878903603
read      234.3   101.8    74.4   123.8   135.7   209.8   256.8   286.3   307.6   332.3   364.0   414.8   548.3   784.0  1609.1 130093.7   130000  1744878905108  1744878910314
read      227.2   104.0    80.4   120.0   131.3   201.6   246.8   275.2   296.7   321.2   353.6   404.1   549.5   838.4  2030.1 135005.0   135000  1744878911817  1744878917021
read      221.8   101.3    74.4   121.1   132.8   201.0   240.7   266.4   285.6   308.3   337.0   380.5   488.5   791.6  2435.3 139726.8   140000  1744878918524  1744878923724
read      246.6   137.5    74.4   123.9   136.6   212.4   260.5   292.4   317.4   349.1   396.7   487.7   677.2   967.4  3287.6 144565.8   145000  1744878925228  1744878930430
read      227.1   114.7    80.4   124.1   136.6   208.0   247.5   271.9   290.4   312.3   340.3   383.8   484.3   734.6  3997.5 150358.5   150000  1744878931934  1744878937135
