#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      243.4   123.7    74.4   117.7   129.3   218.6   277.4   312.7   336.7   363.0   393.1   433.6   521.1   693.0  2212.6  94833.0    95000  1744877893203  1744877898401
read      245.7   112.7    80.4   119.9   131.9   219.1   277.2   314.0   339.7   367.7   399.4   443.1   536.2   713.8  2058.4 100023.0   100000  1744877899904  1744877905107
read      245.8   126.4    74.4   118.7   130.9   219.3   276.6   313.1   339.0   367.3   399.5   444.2   538.1   714.4  4185.9 104664.8   105000  1744877906611  1744877911811
read      253.8   117.9    80.4   123.2   136.6   226.8   285.4   322.5   349.2   378.1   411.4   458.5   558.4   739.7  1781.6 109977.0   110000  1744877913315  1744877918516
read      256.5   117.1    74.4   125.3   138.9   228.1   286.6   324.4   352.1   382.0   416.8   465.6   571.9   747.4  1827.3 115241.6   115000  1744877920019  1744877925220
read      278.9   137.3    74.4   129.7   144.5   245.5   312.7   355.4   384.9   417.5   458.1   520.6   664.7   903.0  2614.8 120182.0   120000  1744877926723  1744877931925
read      342.3   219.5    80.4   138.2   154.1   276.1   376.0   436.2   480.8   535.7   611.7   738.4  1063.0  1613.6  4451.6 125059.5   125000  1744877933429  1744877938627
read      369.2   280.2    80.4   144.7   161.3   258.5   367.6   459.5   528.0   613.3   725.6   932.6  1351.9  1913.7  4844.9 129968.2   130000  1744877940130  1744877945330
read      444.8   426.7    80.4   156.7   173.1   250.8   321.1   512.9   693.3   894.4  1134.6  1369.3  1734.1  2848.1  7508.9 132041.4   135000  1744877946834  1744877952041
read      490.4   546.2    86.8   170.9   187.8   254.7   299.8   380.1   704.0  1162.1  1363.4  1525.6  2500.3  4204.9  7987.3 130553.5   140000  1744877953545  1744877958750
read      475.4   554.3    86.8   167.9   183.3   243.2   280.3   331.0   604.4  1136.4  1349.7  1517.8  2619.2  4143.0  8023.3 135786.1   145000  1744877960254  1744877965454
read      464.3   560.0    86.8   166.3   180.1   234.5   271.5   324.3   535.6  1027.9  1330.5  1500.3  2718.0  4321.8  8077.1 138776.8   150000  1744877966958  1744877972173
read      485.0   582.4    80.4   166.3   183.1   249.7   291.7   350.3   617.2  1066.1  1347.2  1534.0  2832.1  4581.5  8112.9 133988.8   155000  1744877973677  1744877978876
read      517.6   632.8    80.4   171.5   190.3   267.1   318.7   400.5   653.1  1092.9  1375.8  1587.9  3239.6  5414.4  8927.7 126226.5   160000  1744877980379  1744877985580
read      485.9   590.0    86.8   169.7   183.5   247.4   303.3   369.0   592.3  1018.8  1339.3  1543.9  2964.8  5113.4  8102.4 134109.8   165000  1744877987083  1744877992289
read      509.1   617.1    86.8   167.1   183.3   254.1   313.7   420.2   661.6  1145.0  1370.3  1577.0  3080.6  5361.5  8811.1 128402.7   170000  1744877993793  1744877998996
read      508.1   609.5    80.4   165.7   181.8   252.7   306.0   458.6   704.3  1105.3  1371.2  1591.0  2993.5  4921.9  9259.5 128633.7   175000  1744878000500  1744878005704
read      478.4   598.2    80.4   166.6   182.4   243.3   279.2   322.5   523.4  1038.0  1347.0  1543.6  3005.4  5171.5  8627.3 136508.0   180000  1744878007208  1744878012408
read      491.5   543.4    86.8   159.0   175.9   264.5   336.3   486.8   716.9   980.6  1301.3  1512.1  2634.7  4099.4  8113.6 132282.0   185000  1744878013912  1744878019111
read      489.0   552.7    86.8   163.3   177.8   257.3   340.7   488.7   683.0   948.2  1295.2  1529.5  2672.4  4534.9  8072.1 133173.0   190000  1744878020615  1744878025816
read      513.2   638.5    80.4   177.2   195.9   262.0   299.1   348.8   598.6  1166.6  1393.1  1588.4  3267.1  6032.0  8922.7 127573.1   195000  1744878027320  1744878032521
read      492.1   607.3    80.4   172.8   188.0   249.8   290.1   340.2   561.2  1116.3  1364.5  1552.7  3111.4  5315.5  8090.1 132769.8   200000  1744878034025  1744878039231
read      475.7   600.8    86.8   168.5   183.2   243.8   283.5   336.3   519.0   929.3  1311.5  1531.9  3078.9  5173.2  8089.1 137313.2   205000  1744878040734  1744878045934
read      499.2   592.6    80.4   161.1   178.0   260.7   321.5   418.5   662.3  1021.3  1337.9  1565.1  2912.9  5250.5  8071.8 130759.4   210000  1744878047438  1744878052642
read      512.9   608.4    86.8   169.7   187.8   270.6   318.3   394.5   675.0  1106.2  1380.0  1589.6  2974.3  5199.1  8398.8 127277.3   215000  1744878054146  1744878059345
read      492.3   568.8    86.8   164.4   181.5   257.1   319.4   423.9   674.0  1002.2  1326.6  1533.8  2750.6  4689.5  8089.4 132485.0   220000  1744878060849  1744878066050
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 81.83%,45.50%,100.00%
