#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      190.0    95.9    86.8   132.6   142.2   183.1   198.8   208.3   215.2   224.0   234.8   254.0   314.0  1043.7  3927.3   4957.0     5000  1744875836694  1744875841954
read      195.8    81.5    86.8   130.0   141.8   191.6   209.6   218.9   226.8   234.8   247.3   266.3   312.3   589.4  3636.2   9916.0    10000  1744875843457  1744875848694
read      205.5    73.6    86.8   128.2   140.4   203.7   223.6   233.8   242.1   251.4   264.2   283.1   333.4   506.2  2415.9  15155.8    15000  1744875850198  1744875855398
read      213.5    58.6    86.8   126.0   137.6   214.8   236.0   248.3   256.4   267.0   279.2   298.6   344.2   486.6  1497.5  19994.0    20000  1744875856903  1744875862105
read      216.8    77.5    80.4   122.2   133.9   218.3   243.1   255.9   265.6   275.4   290.4   312.5   364.7   540.7  3054.2  24972.6    25000  1744875863609  1744875868810
read      216.9    82.4    80.4   120.3   130.9   218.1   245.7   259.9   269.5   280.8   294.7   317.4   371.1   554.6  3071.3  30061.2    30000  1744875870313  1744875875515
read      221.9    88.1    80.4   120.0   130.2   222.8   255.7   271.0   281.8   293.7   309.7   333.9   388.4   522.5  1823.5  34893.8    35000  1744875877018  1744875882218
read      227.0   101.3    80.4   116.7   126.4   227.9   264.8   281.8   293.1   306.7   322.4   349.5   408.4   605.7  3427.8  39946.4    40000  1744875883722  1744875888923
read      220.2    98.6    80.4   116.6   126.2   216.2   256.3   274.4   287.0   300.5   317.3   343.8   400.5   553.0  3281.0  44866.8    45000  1744875890427  1744875895634
read      223.2   100.9    80.4   114.7   124.5   217.4   261.1   281.0   294.0   309.4   328.2   357.9   421.6   608.8  2688.2  50039.0    50000  1744875897138  1744875902339
read      234.4   102.8    80.4   118.2   128.4   225.5   275.5   298.4   313.6   330.9   351.9   384.4   452.3   636.2  2716.0  55183.4    55000  1744875903843  1744875909046
read      229.4    98.8    80.4   114.4   124.3   218.9   270.6   294.5   310.3   327.7   348.8   381.6   446.9   581.0  1743.7  60038.6    60000  1744875910550  1744875915759
read      232.9   104.9    74.4   116.2   126.8   217.8   273.0   299.2   316.1   335.5   359.3   393.9   469.4   649.5  2635.4  65286.4    65000  1744875917263  1744875922466
read      230.3   107.3    74.4   113.2   123.3   213.7   270.3   297.1   314.5   334.4   358.7   394.3   470.9   648.5  1961.3  70005.8    70000  1744875923969  1744875929169
read      237.0   131.4    80.4   115.5   126.1   216.8   274.4   302.7   321.0   342.6   368.7   406.1   508.8   943.6  4466.0  74974.4    75000  1744875930672  1744875935874
read      229.1   111.7    80.4   113.6   124.2   209.7   265.3   294.2   313.2   334.5   360.0   395.5   465.5   626.7  2588.9  79971.7    80000  1744875937378  1744875942579
read      232.2   112.9    74.4   115.8   127.0   211.0   266.7   296.7   316.5   339.1   366.1   403.8   489.5   655.2  1922.5  85093.0    85000  1744875944083  1744875949284
read      230.1   114.6    80.4   114.3   125.1   206.8   262.5   293.1   313.8   336.9   364.7   403.5   499.6   708.5  2724.0  90126.0    90000  1744875950788  1744875955988
read      232.1   105.2    80.4   116.6   128.0   210.2   262.4   292.6   313.8   337.8   366.8   407.6   496.6   689.8  2337.4  94967.6    95000  1744875957492  1744875962695
read      238.8   114.0    74.4   119.3   131.5   215.9   268.5   298.6   320.0   344.6   374.4   420.8   526.0   779.5  3163.2 100070.8   100000  1744875964198  1744875969398
read      244.6   118.1    74.4   120.6   133.2   219.2   273.5   305.1   327.6   354.0   387.3   438.5   576.3   812.4  2443.4 105019.6   105000  1744875970902  1744875976110
read      250.8   120.5    80.4   127.2   140.9   228.9   279.6   309.3   330.9   356.2   388.0   435.3   546.3   756.6  3486.5 110165.4   110000  1744875977613  1744875982814
read      263.5   127.0    80.4   129.1   144.0   239.8   294.1   325.0   347.3   373.7   408.3   467.1   616.3   923.0  2692.9 115047.6   115000  1744875984318  1744875989520
read      258.0   117.3    80.4   132.7   148.3   239.3   288.2   316.0   336.2   359.9   389.9   434.7   537.4   758.7  3828.7 120164.7   120000  1744875991023  1744875996225
read      297.1   127.1    80.4   151.4   171.6   281.6   333.4   362.4   383.3   407.1   438.5   489.2   591.3   800.2  4293.9 124612.6   125000  1744875997728  1744876002930
read      311.2   125.3    74.4   158.7   180.4   295.9   348.1   377.9   399.5   425.8   459.7   511.4   629.4   859.5  2316.1 130062.8   130000  1744876004434  1744876009639
read      363.8   159.7    80.4   184.4   211.4   349.3   414.4   448.6   471.5   499.0   532.5   580.6   675.8   869.0  5761.4 134985.0   135000  1744876011143  1744876016344
read      459.9   181.4    86.8   251.0   278.8   416.4   545.3   592.6   620.4   649.3   682.6   730.0   812.6  1003.5  4444.7 133038.3   140000  1744876017847  1744876023047
read      483.0   183.8    93.8   281.3   306.7   412.4   574.6   640.1   669.8   699.4   730.5   773.3   852.5  1010.8  3418.2 132806.0   145000  1744876024550  1744876029753
read      472.9   196.5   101.3   268.7   295.5   409.7   563.0   618.8   648.7   676.8   708.8   746.2   834.4  1123.7  6342.8 135931.2   150000  1744876031256  1744876036459
read      489.1   183.1   101.3   284.7   309.5   415.1   587.3   649.5   678.9   708.7   739.0   785.4   869.5  1066.9  4135.5 131687.5   155000  1744876037962  1744876043162
read      505.9   187.3   101.3   302.2   329.7   431.1   556.6   665.8   709.7   746.1   782.9   829.1   913.7  1074.5  3646.1 127756.9   160000  1744876044665  1744876049866
read      478.2   196.4   101.3   277.0   302.1   406.4   569.1   632.7   662.5   690.4   722.2   760.6   839.4  1056.7  6404.1 135001.2   165000  1744876051369  1744876056572
read      510.4   198.3    86.8   298.0   325.3   434.5   581.3   670.3   710.8   746.9   786.7   840.1   938.5  1145.3  5040.5 126660.9   170000  1744876058075  1744876063276
read      476.8   190.8    86.8   277.5   302.8   406.7   562.4   629.0   660.7   690.0   722.7   763.2   842.8  1010.8  4362.8 135485.4   175000  1744876064779  1744876069983
read      501.3   204.8    93.8   295.6   321.8   423.2   591.3   667.2   701.8   731.2   764.8   804.7   894.4  1120.9  6491.1 128955.9   180000  1744876071486  1744876076688
read      501.2   188.7   109.4   294.5   323.3   430.6   559.4   653.4   697.4   733.9   772.8   817.4   903.9  1079.1  4788.6 128960.2   185000  1744876078191  1744876083392
