#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      195.0   126.8    93.8   133.9   144.1   185.6   201.1   211.2   217.8   228.4   243.1   273.7   359.9  1051.7  4343.2   4998.0     5000  1744879058981  1744879064242
read      195.0    59.2    86.8   134.0   146.5   190.3   205.7   214.8   221.6   230.6   243.2   267.4   333.4   486.4  2040.0   9961.2    10000  1744879065746  1744879070989
read      205.3    71.2    86.8   131.5   144.4   202.2   220.6   230.9   238.2   248.6   262.5   287.6   345.5   508.4  3390.9  15087.6    15000  1744879072492  1744879077699
read      215.6    67.4    86.8   131.9   144.6   214.7   235.0   247.3   255.4   266.5   279.6   302.0   355.3   469.6  2567.5  19983.4    20000  1744879079203  1744879084402
read      219.2    62.7    80.4   126.4   138.5   220.1   243.6   256.2   266.0   276.1   292.1   316.4   372.8   532.2  1239.4  24927.8    25000  1744879085905  1744879091105
read      217.0    79.1    80.4   123.0   134.7   217.9   243.1   256.1   265.9   276.0   291.4   314.4   365.7   527.3  2955.7  30012.4    30000  1744879092608  1744879097809
read      219.9    85.2    80.4   120.8   132.0   220.4   249.4   264.3   273.9   287.0   302.7   328.2   387.4   567.5  2827.3  34958.0    35000  1744879099312  1744879104515
read      221.0    85.8    80.4   119.0   130.2   221.8   253.6   269.2   279.9   292.3   308.6   333.3   389.1   522.7  2268.5  40093.4    40000  1744879106019  1744879111223
read      221.6    78.6    80.4   118.5   129.2   221.8   257.6   273.7   285.4   297.4   314.4   339.2   393.0   483.4  1685.5  44938.8    45000  1744879112726  1744879117933
read      218.4    90.1    80.4   116.1   126.6   214.1   252.1   269.9   282.2   295.7   314.2   341.7   403.2   587.7  2247.5  50032.1    50000  1744879119436  1744879124635
read      225.5   109.2    74.4   115.6   126.1   220.5   264.5   283.8   296.3   311.5   329.8   358.3   421.8   662.3  3066.4  55076.7    55000  1744879126138  1744879131339
read      218.6    93.8    80.4   113.2   123.2   209.1   256.2   276.6   290.2   305.5   323.3   351.6   415.3   603.8  3016.3  60065.4    60000  1744879132842  1744879138045
read      218.3    95.0    80.4   114.2   124.2   207.3   255.3   276.0   290.0   305.6   324.1   354.1   415.3   548.4  2332.7  64934.4    65000  1744879139549  1744879144748
read      218.2    88.0    74.4   112.3   122.2   203.6   255.8   279.8   294.9   311.6   331.7   361.5   423.7   590.4  2173.3  70222.8    70000  1744879146251  1744879151451
read      217.5    90.7    80.4   111.8   121.4   202.5   255.1   279.2   294.5   311.6   332.2   362.7   426.3   541.6  1225.5  74988.6    75000  1744879152954  1744879158160
read      220.9   101.2    74.4   113.7   123.5   201.8   255.9   282.2   298.8   316.7   338.9   371.3   446.5   678.5  2833.7  79824.4    80000  1744879159664  1744879164864
read      215.5    86.4    74.4   113.3   122.7   196.6   248.3   275.6   293.0   311.7   333.6   365.4   430.6   542.0   850.4  84858.0    85000  1744879166368  1744879171567
read      214.7   100.1    74.4   112.4   122.0   194.4   245.0   273.1   291.0   310.1   332.6   364.9   432.6   608.5  2876.4  89939.4    90000  1744879173070  1744879178272
read      212.0    89.2    80.4   112.6   122.2   190.7   238.6   267.8   287.0   307.5   331.2   365.0   432.6   570.1  1698.3  94964.4    95000  1744879179775  1744879184980
read      220.4   119.7    74.4   115.8   126.2   198.6   247.6   276.4   295.5   316.1   340.5   374.4   451.9   673.8  4536.1 100107.9   100000  1744879186484  1744879191687
read      217.6    95.6    80.4   115.4   125.8   194.9   242.5   272.1   292.4   314.3   340.1   376.1   461.1   646.6  2156.8 105272.6   105000  1744879193190  1744879198390
read      218.1   100.5    74.4   116.1   126.8   196.9   242.2   270.7   290.8   312.7   338.3   373.5   451.6   701.1  2916.2 110072.4   110000  1744879199893  1744879205092
read      219.3    97.8    74.4   115.8   126.9   198.1   244.5   273.3   293.7   315.9   342.0   377.8   454.2   625.4  2415.8 115050.0   115000  1744879206596  1744879211794
read      220.5   114.2    80.4   119.0   130.2   200.3   243.2   270.3   290.2   312.4   339.0   376.3   456.4   622.0  2170.3 119806.9   120000  1744879213297  1744879218502
read      220.5    93.8    74.4   119.2   130.2   199.3   241.5   268.6   288.5   311.5   339.5   380.8   477.7   709.9  2043.1 124996.0   125000  1744879220004  1744879225205
read      223.6    91.7    74.4   121.1   132.9   204.0   246.0   272.3   292.1   314.7   342.5   383.4   467.7   640.3  1258.8 129798.6   130000  1744879226709  1744879231911
read      243.8   143.1    74.4   119.9   131.8   207.3   257.3   290.4   315.6   346.8   394.4   492.0   705.6  1004.6  2982.2 134954.6   135000  1744879233414  1744879238615
read      223.9   103.9    74.4   121.0   132.9   203.0   244.1   270.1   289.6   312.7   341.7   386.7   493.3   751.5  1736.8 139756.9   140000  1744879240119  1744879245324
read      244.9   133.1    74.4   123.0   135.7   211.6   259.1   291.2   316.3   347.8   394.7   480.4   664.3   933.4  3015.0 144801.9   145000  1744879246828  1744879252034
read      221.4    86.4    80.4   123.4   136.0   205.1   242.1   265.3   282.3   302.9   329.3   368.9   455.7   656.4  2033.5 150130.0   150000  1744879253537  1744879258739
read      255.5   130.9    80.4   128.3   141.9   223.1   270.3   300.6   324.9   357.3   403.8   499.2   710.5   996.7  2758.7 152416.6   155000  1744879260242  1744879265442
read      250.3   111.1    74.4   133.8   148.9   229.8   272.5   298.7   318.7   343.4   375.8   429.1   553.7   806.7  3600.8 160115.3   160000  1744879266946  1744879272154
read      262.5   134.3    80.4   133.9   148.2   230.6   280.8   314.4   341.0   374.3   419.8   490.6   638.8  1048.0  4482.8 164422.2   165000  1744879273658  1744879278860
read      254.0   109.3    74.4   139.4   155.0   236.4   275.3   298.5   316.0   337.8   367.3   418.1   577.3   925.1  2894.2 169997.2   170000  1744879280364  1744879285568
read      274.6   139.7    80.4   138.2   153.6   245.4   296.9   330.4   356.4   389.0   432.8   504.2   657.5   982.3  4601.1 171252.7   175000  1744879287072  1744879292275
read      257.3   127.7    74.4   135.5   150.5   231.2   272.1   297.4   318.4   346.0   391.2   479.0   656.7   906.6  4452.3 174608.9   180000  1744879293779  1744879298981
read      276.2   138.2    80.4   146.4   163.4   251.4   296.5   326.3   349.9   380.8   421.9   484.1   615.7   888.7  4357.4 178937.2   185000  1744879300485  1744879305690
read      285.9   110.4    80.4   159.8   178.7   271.6   314.9   340.0   358.6   380.1   407.4   451.6   549.0   859.8  3653.2 186363.1   190000  1744879307194  1744879312394
read      292.2    99.8    80.4   165.4   187.2   283.6   319.4   340.2   355.8   374.0   401.0   448.5   562.4   848.0  2537.2 190821.6   195000  1744879313899  1744879319102
read      300.6   126.7    80.4   155.1   175.3   284.0   331.6   359.7   381.0   407.3   444.9   503.9   634.4   963.3  2979.4 187320.5   200000  1744879320606  1744879325806
read      305.1   135.4    80.4   160.9   181.8   287.9   329.8   355.9   376.4   405.1   449.5   518.0   646.4  1018.7  3329.2 189743.8   205000  1744879327310  1744879332511
read      305.9   108.0    80.4   167.0   189.5   292.9   334.5   358.9   376.8   400.2   432.8   489.2   620.1  1032.2  1643.4 193402.3   210000  1744879334015  1744879339216
read      309.5   130.4    80.4   156.8   179.2   295.3   339.3   366.4   387.9   414.4   450.0   503.8   639.2  1278.4  3678.1 192951.2   215000  1744879340719  1744879345921
read      310.9   117.3    86.8   188.1   207.9   291.2   331.2   355.9   374.1   398.5   432.6   495.9   638.6  1066.1  4066.4 196587.7   220000  1744879347424  1744879352625
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 81.83%,45.50%,100.00%
