#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      185.0    48.8    86.8   132.5   143.8   180.6   194.3   201.7   208.7   216.0   227.4   245.8   293.6   465.4  1923.1   5014.6     5000  1744878415683  1744878420944
read      193.0    62.7    86.8   131.9   145.0   189.3   204.6   213.8   220.2   229.1   239.9   258.6   303.2   640.5  2181.6  10006.8    10000  1744878422447  1744878427682
read      201.2    63.0    86.8   130.1   143.0   199.0   216.5   226.6   233.3   242.4   253.5   272.7   318.7   497.3  2668.7  14993.0    15000  1744878429185  1744878434383
read      209.7    64.2    86.8   127.0   139.3   209.7   230.6   242.0   250.3   260.3   272.7   293.0   338.6   463.5  1500.1  19950.8    20000  1744878435888  1744878441087
read      216.5    84.3    80.4   124.7   136.8   217.3   240.9   253.4   262.8   272.7   286.8   307.8   361.2   545.8  2472.7  24859.8    25000  1744878442590  1744878447789
read      212.0    96.6    80.4   121.5   132.2   212.3   237.1   250.0   259.1   269.7   283.5   304.5   350.4   546.1  4936.0  30096.6    30000  1744878449293  1744878454492
read      216.3    76.8    80.4   120.1   130.8   217.7   245.8   260.1   269.8   281.4   295.3   317.5   370.0   561.6  2111.7  35135.4    35000  1744878455996  1744878461200
read      217.8    75.2    80.4   116.7   127.0   220.9   251.7   266.5   276.0   288.4   302.9   325.1   378.4   522.8  1554.9  40071.2    40000  1744878462704  1744878467904
read      219.2    87.7    80.4   117.3   127.4   219.0   254.1   270.2   281.4   293.8   310.3   334.9   392.7   537.3  2784.5  44912.0    45000  1744878469408  1744878474609
read      220.2    90.4    80.4   116.7   126.9   217.2   257.0   274.1   286.3   299.3   316.2   341.6   397.9   613.1  3238.3  49858.6    50000  1744878476113  1744878481312
read      218.8    79.7    80.4   114.1   124.2   215.6   257.8   275.4   287.6   300.7   317.2   342.5   398.2   524.2  1599.4  54917.4    55000  1744878482815  1744878488016
read      218.5    87.5    80.4   114.3   124.1   211.3   257.5   276.9   289.8   304.0   320.1   345.9   403.6   561.4  2339.2  60075.8    60000  1744878489520  1744878494729
read      223.4   110.0    80.4   113.3   123.3   211.3   262.8   284.9   298.9   314.8   335.1   365.9   434.6   678.0  2759.0  65062.4    65000  1744878496232  1744878501433
read      217.2    89.6    74.4   112.9   122.5   204.1   256.7   279.5   293.7   309.3   327.5   354.8   409.1   506.0  1798.2  69769.2    70000  1744878502936  1744878508136
read      217.5   110.0    80.4   114.3   123.8   200.2   252.4   276.9   292.5   309.5   329.6   360.4   429.6   593.7  3527.7  74941.0    75000  1744878509639  1744878514839
read      216.2    90.0    74.4   112.8   122.3   198.7   252.3   277.9   293.6   310.5   330.6   360.8   425.9   567.7  1832.0  79909.0    80000  1744878516343  1744878521542
read      220.6    95.2    80.4   114.0   123.5   198.1   254.6   282.4   300.0   318.9   342.5   378.3   479.1   690.1  1150.7  85148.7    85000  1744878523046  1744878528245
read      215.3    97.3    80.4   113.0   122.5   194.1   246.6   275.7   293.7   312.8   335.1   366.6   433.7   583.7  1868.2  89819.2    90000  1744878529749  1744878534950
read      209.8    91.4    80.4   112.2   121.3   188.2   236.3   265.7   284.7   304.7   327.4   359.8   423.3   534.6  2427.5  94923.2    95000  1744878536453  1744878541654
read      218.5    97.5    74.4   113.3   123.3   195.4   247.6   278.0   297.8   318.4   342.9   378.8   460.3   644.4  2046.2  99920.4   100000  1744878543157  1744878548356
read      218.8    94.4    74.4   114.8   125.3   196.4   247.2   277.9   297.8   318.8   342.7   375.0   444.6   601.5  2006.4 104857.8   105000  1744878549859  1744878555061
read      218.4   103.8    80.4   116.8   127.4   196.0   243.3   272.7   293.2   315.1   340.6   374.6   447.7   603.4  2858.7 110091.1   110000  1744878556565  1744878561767
read      223.0   104.0    74.4   118.4   129.1   200.0   248.4   277.8   298.4   320.7   347.2   387.5   470.5   636.3  2667.0 115151.2   115000  1744878563270  1744878568473
read      221.9   103.0    80.4   117.0   127.8   195.6   242.2   272.4   294.5   318.9   348.5   394.7   528.1   799.2  2528.4 119898.9   120000  1744878569976  1744878575181
read      214.0    96.1    74.4   117.1   128.0   193.7   234.6   261.7   281.4   303.9   330.6   367.4   436.2   560.3  3067.7 124991.9   125000  1744878576684  1744878581885
read      217.0    90.5    80.4   118.6   129.7   196.2   237.0   264.3   284.2   307.5   335.4   374.2   459.6   621.9  1071.2 129879.7   130000  1744878583388  1744878588590
read      217.9    98.4    74.4   119.6   131.0   198.0   237.6   263.5   282.4   304.7   332.2   371.1   454.9   686.0  2926.6 134773.8   135000  1744878590093  1744878595293
read      222.9   105.2    74.4   120.6   132.7   203.1   244.3   269.8   288.7   310.7   337.9   377.8   469.0   732.7  3974.4 140172.0   140000  1744878596797  1744878602003
read      230.5    96.8    80.4   125.5   138.4   211.4   252.0   277.3   296.1   318.5   346.5   390.9   500.3   769.7  1608.8 144675.5   145000  1744878603507  1744878608715
read      242.1   118.6    80.4   126.8   139.9   216.5   260.7   288.8   310.4   337.1   372.6   435.5   605.9   911.9  2550.6 150080.2   150000  1744878610218  1744878615416
read      241.6   127.0    74.4   125.7   139.1   215.6   259.9   288.4   310.3   337.2   373.9   437.9   597.0   897.3  2985.5 154851.7   155000  1744878616920  1744878622122
read      238.2    91.7    80.4   134.4   149.2   223.7   260.9   283.1   299.4   319.1   345.0   386.3   471.1   695.8  2412.3 160072.3   160000  1744878623626  1744878628826
read      251.8   119.3    80.4   137.3   152.1   231.3   272.0   296.6   316.2   340.4   372.8   428.8   567.4   864.3  3869.4 164796.6   165000  1744878630330  1744878635531
read      266.7   122.5    80.4   139.6   155.7   243.7   289.2   317.0   339.3   367.0   404.0   468.4   617.5   902.9  2686.5 168007.7   170000  1744878637035  1744878642235
read      282.9   141.2    74.4   139.1   155.1   246.3   299.7   335.4   363.6   399.1   451.7   554.0   799.5  1095.2  1942.0 167079.5   175000  1744878643738  1744878648946
read      269.9   129.9    80.4   146.3   163.3   248.7   290.4   316.0   336.4   362.3   398.0   459.9   603.7  1013.7  3892.4 177500.0   180000  1744878650450  1744878655651
read      261.4   106.1    80.4   144.1   161.2   245.9   286.9   311.2   329.2   351.0   379.7   424.7   525.3   814.1  2535.5 184384.3   185000  1744878657154  1744878662354
read      287.0   114.9    80.4   155.1   175.1   271.1   310.7   333.9   351.6   374.6   410.8   479.1   635.3   951.4  2263.2 184536.0   190000  1744878663858  1744878669058
read      286.9   105.9    86.8   168.9   189.1   273.0   307.7   328.4   344.4   366.7   397.4   451.5   578.0   961.8  2421.9 190654.6   195000  1744878670562  1744878675764
read      303.2   128.0    80.4   161.0   182.0   287.8   331.5   357.2   376.1   400.7   434.8   495.4   638.4  1187.2  3439.3 188349.0   200000  1744878677268  1744878682467
read      306.3   104.5    80.4   178.3   201.4   294.0   330.8   352.6   369.9   392.8   424.3   475.2   590.2   927.8  2302.3 193365.5   205000  1744878683971  1744878689178
read      308.2   117.3    80.4   169.1   194.7   301.3   334.6   353.7   368.5   387.8   414.6   464.9   604.5  1287.4  3441.7 196603.3   210000  1744878690681  1744878695882
read      325.6   122.3    86.8   208.6   231.0   306.5   337.8   358.7   374.7   400.4   440.3   514.2   659.5  1071.9  4728.4 193646.0   215000  1744878697385  1744878702586
read      328.2   100.3    86.8   214.2   237.1   314.0   345.0   365.7   381.4   401.8   433.7   492.1   623.9   924.2  2177.2 194162.0   220000  1744878704089  1744878709291
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 82.58%,47.74%,100.00%
