#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      195.9    67.9    93.8   133.9   143.8   189.8   207.0   216.6   224.2   232.7   245.9   269.1   351.6   785.6  2477.3   4931.8     5000  1744876802456  1744876807715
read      204.2    88.9    93.8   135.1   147.2   199.0   217.2   227.9   234.8   245.3   257.6   277.0   340.4   933.5  3974.0   9941.6    10000  1744876809219  1744876814460
read      207.7    58.1    86.8   130.4   143.5   206.6   226.8   236.8   245.6   254.3   267.9   288.6   339.0   504.1  1942.3  15014.2    15000  1744876815963  1744876821163
read      217.6    93.4    80.4   125.8   138.9   216.7   239.9   252.4   261.7   271.9   286.4   308.9   367.7   611.6  3914.0  20090.4    20000  1744876822667  1744876827868
read      222.5   102.2    86.8   124.5   136.8   222.2   248.4   262.3   271.5   283.0   296.3   318.9   374.0   847.7  3619.3  25079.4    25000  1744876829372  1744876834576
read      226.4    78.3    80.4   120.4   131.8   229.4   258.7   272.8   283.4   294.8   310.9   335.8   395.2   592.6  2218.3  30100.0    30000  1744876836080  1744876841286
read      227.1    74.8    80.4   119.9   131.0   229.5   263.0   278.6   289.7   302.1   317.7   342.8   398.5   530.0  1266.1  34934.6    35000  1744876842790  1744876847989
read      229.8   101.5    80.4   119.2   129.9   229.6   266.7   284.3   295.9   310.2   327.3   354.6   413.7   580.9  3179.7  39945.4    40000  1744876849493  1744876854692
read      231.3   104.5    80.4   118.6   129.1   228.4   270.2   289.4   302.4   316.8   336.3   365.5   424.0   591.0  3363.3  44986.0    45000  1744876856195  1744876861398
read      229.1    95.5    74.4   117.0   127.7   223.9   269.1   289.5   303.2   318.3   338.2   367.6   427.0   549.7  2884.6  49951.8    50000  1744876862903  1744876868105
read      235.6    96.4    74.4   117.6   128.1   226.7   277.8   301.0   316.1   333.6   354.9   388.0   459.5   661.9  2161.7  55005.0    55000  1744876869608  1744876874811
read      235.1    93.8    74.4   117.1   127.9   223.2   277.3   301.9   317.8   336.3   359.3   393.7   468.4   641.8  1295.8  60084.9    60000  1744876876314  1744876881513
read      229.7   112.9    80.4   115.2   125.6   214.7   267.4   293.1   310.3   329.4   352.8   387.6   457.8   632.9  2669.5  64908.6    65000  1744876883016  1744876888216
