#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      217.8    83.1   101.3   152.1   163.7   209.7   231.1   243.8   252.5   263.2   274.8   294.9   341.0  1074.0  3329.5   4989.0     5000  1744894323987  1744894329251
read      223.4    93.6    93.8   143.2   157.3   218.5   243.3   256.4   265.9   275.6   290.4   311.8   355.0   466.8  5627.8  10004.6    10000  1744894330755  1744894335996
read      241.5    69.3    86.8   139.9   155.2   242.3   271.1   285.8   295.4   308.0   321.4   344.7   394.2   471.6  1557.8  14959.8    15000  1744894337500  1744894342702
read      258.0    99.6    80.4   138.6   154.4   260.9   293.2   309.7   320.3   334.6   350.7   375.5   428.8   516.6  3627.9  20035.0    20000  1744894344205  1744894349406
read      256.4    99.6    86.8   132.2   145.7   259.0   296.0   314.3   326.9   341.1   359.6   386.3   436.4   580.2  2673.4  24951.2    25000  1744894350909  1744894356108
read      256.5    90.9    80.4   127.8   141.1   258.3   300.2   320.7   335.4   351.1   370.3   398.7   455.7   536.0  1165.8  30061.2    30000  1744894357611  1744894362813
read      264.8   107.1    86.8   130.0   143.4   262.6   310.4   334.1   350.0   368.1   390.4   423.2   489.7   590.3  2120.1  34977.8    35000  1744894364316  1744894369519
read      274.2   106.9    86.8   129.3   143.0   270.5   323.8   350.6   368.9   389.5   413.8   449.0   518.4   631.0  1452.4  40030.6    40000  1744894371023  1744894376224
read      272.1   140.1    86.8   128.6   141.4   260.9   318.3   348.6   368.7   390.8   417.2   456.0   538.6   728.9  3938.4  45065.0    45000  1744894377728  1744894382929
read      270.5   145.8    80.4   123.2   135.8   259.9   318.4   349.3   370.0   392.9   420.2   459.3   540.5   727.2  5399.1  50102.0    50000  1744894384432  1744894389636
read      268.5   124.7    80.4   123.8   136.2   254.3   315.7   349.5   372.0   396.0   424.1   463.8   546.7   744.9  2244.9  54974.2    55000  1744894391139  1744894396339
read      271.1   145.5    80.4   123.0   135.8   251.1   316.2   352.8   377.6   403.7   434.8   481.6   584.8   780.3  3240.0  59879.4    60000  1744894397842  1744894403043
read      280.1   173.3    80.4   124.1   137.3   260.9   327.1   364.0   389.0   416.7   450.2   498.9   607.9   873.7  5344.7  64949.0    65000  1744894404547  1744894409748
read      302.3   223.0    80.4   127.4   141.0   268.1   340.7   383.3   413.0   448.3   495.5   582.1   842.9  1320.5 11618.8  69841.8    70000  1744894411251  1744894416452
read      343.9   296.1    80.4   129.5   144.5   277.9   358.2   407.8   445.3   492.2   569.3   792.7  1462.7  2275.4  8371.7  75142.4    75000  1744894417955  1744894423155
read      372.7   402.9    80.4   129.9   145.4   281.1   363.0   412.6   449.7   496.9   580.6   985.8  1885.0  3510.4  9242.5  79995.4    80000  1744894424658  1744894429865
read      386.3   422.2    74.4   131.7   147.6   282.5   368.4   423.8   464.0   514.7   593.6  1147.5  1983.2  3969.6  8103.1  84363.4    85000  1744894431368  1744894436569
read      469.8   486.5    74.4   140.9   159.9   309.8   421.3   503.6   576.7   705.8  1058.7  1531.8  2064.9  3729.9  9037.4  89675.6    90000  1744894438072  1744894443272
read      433.5   461.3    80.4   141.7   159.9   294.3   394.2   472.6   537.6   631.4   821.0  1374.7  1989.6  3741.4  8112.2  94790.2    95000  1744894444775  1744894449975
read      630.2   666.0    86.8   177.3   203.7   340.9   430.7   676.7  1257.1  1424.8  1551.5  1717.7  3221.5  6453.2  9158.2  98978.2   100000  1744894451478  1744894456683
read      711.2   716.9    86.8   192.6   219.7   382.5   519.6  1203.6  1412.1  1531.6  1659.7  1846.4  3279.0  7301.1 10040.5  91988.4   105000  1744894458187  1744894463387
read      663.8   718.7    86.8   184.1   210.1   351.9   445.7   738.9  1333.6  1474.3  1603.9  1799.0  3319.5  7211.3 11560.7  98497.0   110000  1744894464891  1744894470091
read      711.6   745.7    86.8   194.6   222.2   376.9   504.9  1049.8  1402.7  1529.8  1659.8  1867.6  3433.0  7386.1  9736.6  92398.2   115000  1744894471595  1744894476796
read      714.5   760.5    93.8   194.4   223.2   378.8   511.4  1065.0  1403.6  1532.7  1659.9  1857.9  3456.7  7357.3  9927.2  92019.4   120000  1744894478299  1744894483502
read      698.4   751.5    93.8   190.5   216.0   371.6   473.7   838.1  1372.6  1510.4  1648.5  1869.1  3441.1  7406.0 10654.3  94128.0   125000  1744894485005  1744894490209
read      712.9   746.1    86.8   194.4   222.0   379.1   510.3  1154.5  1408.9  1534.6  1660.1  1852.9  3413.6  7303.4 10154.6  92221.6   130000  1744894491712  1744894496916
read      676.0   710.2    86.8   188.0   215.4   361.6   471.0   897.0  1359.2  1498.0  1613.2  1785.8  3285.2  7050.9 10460.7  96884.6   135000  1744894498419  1744894503619
read      742.4   766.7    86.8   201.6   228.5   399.9   546.4  1221.5  1433.3  1561.0  1693.5  1909.1  3465.5  7446.2 10630.1  88643.6   140000  1744894505122  1744894510322
read      736.6   759.2    86.8   198.5   227.5   392.2   548.6  1213.0  1432.3  1560.7  1692.0  1907.2  3416.1  7412.4 10762.8  89298.8   145000  1744894511826  1744894517028
read      747.4   791.9    93.8   198.8   225.5   395.8   545.9  1241.2  1442.6  1574.4  1709.9  1965.0  3447.7  7614.3 10930.6  88172.2   150000  1744894518531  1744894523733
read      681.4   725.9    93.8   188.1   215.0   364.8   463.8   825.8  1356.4  1492.3  1625.2  1821.6  3366.3  7068.4 10780.1  96287.7   155000  1744894525236  1744894530440
read      717.9   741.6    86.8   194.2   220.6   385.3   509.4  1119.3  1407.8  1537.4  1667.9  1867.7  3412.1  7411.2 11380.0  91611.8   160000  1744894531944  1744894537146
read      676.2   728.4    86.8   185.0   211.2   353.8   455.2   808.2  1367.2  1501.0  1630.8  1826.2  3360.9  7292.2  9922.3  97161.0   165000  1744894538649  1744894543853
read      697.4   716.7    93.8   192.8   220.3   373.8   497.5  1105.5  1395.0  1513.3  1635.6  1817.4  3281.5  7208.8  9870.0  94202.8   170000  1744894545356  1744894550558
read      672.5   736.5    86.8   184.3   211.2   354.8   460.5   779.2  1341.7  1480.0  1609.1  1804.7  3372.8  7206.1 12744.5  97581.8   175000  1744894552061  1744894557264
read      715.5   751.2    93.8   196.2   221.8   387.0   507.3  1060.1  1400.4  1531.3  1660.8  1861.3  3420.5  7325.8 10003.4  91886.4   180000  1744894558767  1744894563970
read      699.6   758.8    80.4   191.3   219.4   366.5   491.5   938.5  1385.5  1511.8  1643.0  1849.8  3434.2  7455.0 10541.4  94155.0   185000  1744894565473  1744894570679
read      684.9   743.6    86.8   188.8   215.5   360.7   479.6   862.3  1366.6  1496.4  1624.1  1831.1  3398.3  7295.9 10585.6  95944.4   190000  1744894572182  1744894577383
read      711.0   745.1    86.8   193.1   220.3   377.4   499.4   984.9  1396.4  1528.1  1665.5  1883.4  3403.0  7332.3  9633.7  92461.8   195000  1744894578886  1744894584089
read      724.6   755.0    86.8   195.7   224.7   380.2   526.3  1165.2  1419.9  1549.4  1681.2  1879.4  3413.9  7422.5 12269.5  90808.3   200000  1744894585593  1744894590796
read      692.1   733.4    86.8   188.5   215.2   367.9   473.3   916.9  1378.5  1505.9  1635.4  1828.2  3403.7  7398.5  9824.2  95102.4   205000  1744894592300  1744894597502
read      698.0   738.7    86.8   189.4   218.9   363.4   500.2   995.6  1387.6  1509.4  1644.0  1846.3  3379.4  7299.7 10094.7  94170.6   210000  1744894599005  1744894604207
read      697.2   759.4    86.8   192.5   219.3   368.2   491.1   957.5  1391.8  1519.4  1648.3  1851.7  3376.5  7386.5 15026.4  94276.6   215000  1744894605710  1744894610910
read      682.4   731.2    86.8   187.6   216.0   357.8   465.9   855.9  1360.4  1491.6  1624.0  1824.4  3342.8  7367.4 10644.6  96271.0   220000  1744894612414  1744894617616
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 82.59%,47.76%,100.00%
