#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      227.9    85.2   101.3   157.9   170.6   223.7   245.3   256.0   264.7   273.3   286.5   305.5   350.5   843.9  3923.3   4983.4     5000  1744892356666  1744892361930
read      245.2   177.6    93.8   156.3   173.1   242.9   266.1   277.8   286.9   295.9   310.4   330.9   373.4   797.9  5986.6   9983.0    10000  1744892363433  1744892368677
read      258.2   111.6    86.8   149.0   167.4   260.3   287.2   300.9   311.1   321.4   337.9   361.7   407.3   481.9  3817.5  15055.4    15000  1744892370180  1744892375379
read      263.3   106.3    86.8   142.3   159.5   265.8   296.7   313.3   324.5   338.5   356.0   382.3   433.3   521.8  3483.4  20057.0    20000  1744892376882  1744892382082
read      255.4    84.9    80.4   136.7   151.1   258.3   292.7   310.0   321.1   335.9   353.0   378.7   432.3   512.3  2421.7  25032.6    25000  1744892383585  1744892388787
read      266.3   110.6    86.8   133.8   148.4   267.2   307.5   327.5   341.4   357.9   376.9   406.0   469.0   728.8  4238.4  29853.4    30000  1744892390290  1744892395494
read      266.7   117.1    80.4   132.4   146.3   266.1   311.3   332.9   347.0   365.0   386.6   418.3   479.9   623.5  3018.9  35125.8    35000  1744892396997  1744892402197
read      266.4   105.3    80.4   130.9   145.2   262.2   312.2   336.9   353.4   371.3   394.4   427.6   494.7   593.8  3213.9  39833.0    40000  1744892403700  1744892408899
read      274.2   135.5    86.8   132.5   146.7   265.5   320.6   347.3   365.6   385.7   409.2   445.3   524.5  1113.4  4815.7  44949.2    45000  1744892410402  1744892415601
read      275.8   138.6    80.4   131.5   146.1   262.9   321.3   351.0   370.8   393.2   420.6   460.7   543.1   736.4  5399.0  50104.0    50000  1744892417104  1744892422305
read      274.5   149.2    80.4   128.5   142.9   260.6   321.8   353.3   374.0   397.4   425.7   466.5   544.6   645.0  3856.9  55118.2    55000  1744892423808  1744892429017
read      274.2   164.1    80.4   128.2   142.7   256.8   319.1   352.0   374.1   399.0   428.5   469.5   548.9   682.4  6985.6  59891.0    60000  1744892430520  1744892435719
read      282.7   126.9    80.4   131.4   147.4   264.8   327.5   361.6   384.9   410.6   442.2   489.3   586.6   746.6  3033.2  64959.0    65000  1744892437222  1744892442423
read      283.7   168.0    80.4   132.4   148.5   261.5   325.1   360.3   384.8   412.5   446.3   495.6   605.1   890.4  3969.9  70022.8    70000  1744892443926  1744892449128
read      307.4   200.0    80.4   134.9   151.7   274.1   343.2   382.8   410.5   443.8   489.6   573.6   874.1  1290.9  4202.4  75137.9    75000  1744892450631  1744892455831
read      357.5   261.7    80.4   141.0   160.4   299.5   382.0   431.2   469.8   527.1   618.3   746.8  1258.3  1571.6  7813.9  79869.0    80000  1744892457334  1744892462533
read      544.5   381.1    80.4   161.6   193.6   482.2   636.3   721.2   768.5   820.7   917.7  1184.0  1563.9  3062.9  9458.2  84703.2    85000  1744892464036  1744892469235
read      411.5   282.1    80.4   154.6   179.1   351.9   446.9   503.2   549.0   618.8   726.0   865.6  1317.9  1709.7  7206.6  89422.6    90000  1744892470738  1744892475939
read      605.6   334.6    86.8   243.2   315.3   542.4   640.8   734.6   801.7   885.5   978.8  1087.5  1425.3  1971.8  9847.7  94673.0    95000  1744892477443  1744892482643
read      738.9   361.6   127.6   472.4   509.8   632.9   716.5   826.0   954.5  1076.6  1158.2  1253.3  1551.7  4640.3 13899.2  88579.0   100000  1744892484147  1744892489349
read      587.5   319.5    86.8   273.8   338.4   521.1   603.2   699.4   777.9   867.1   950.4  1041.9  1297.9  2967.7  7986.4 101629.6   105000  1744892490852  1744892496051
read      704.7   380.5   109.4   426.0   464.6   603.6   720.2   831.1   928.2  1015.1  1086.6  1181.3  1513.8  3920.0  9004.2  92615.0   110000  1744892497554  1744892502758
read      709.3   349.8   109.4   433.9   471.8   607.5   724.9   832.2   925.9  1018.2  1092.5  1189.1  1537.7  4560.0  9490.4  92147.6   115000  1744892504261  1744892509461
read      666.4   328.0   109.4   406.7   443.5   573.9   662.7   797.6   897.1   974.2  1042.8  1122.8  1310.1  2603.7  9614.0  97778.0   120000  1744892510965  1744892516166
read      658.6   358.6   101.3   393.9   434.4   568.5   659.7   783.9   882.9   961.5  1030.7  1110.3  1322.6  2581.8 10210.1  98903.9   125000  1744892517670  1744892522874
read      675.2   325.8   118.1   413.5   448.9   576.6   683.2   808.3   902.9   980.7  1048.8  1131.8  1429.8  3263.5  9429.0  96569.8   130000  1744892524377  1744892529580
read      666.5   322.1   118.1   406.6   443.4   575.2   656.3   795.5   900.4   978.0  1046.7  1125.0  1280.3  3021.3 12786.3  97894.1   135000  1744892531083  1744892536287
read      660.2   319.1    93.8   394.6   432.9   568.5   673.9   783.5   878.9   958.4  1029.5  1118.9  1376.6  2289.9 11127.5  98652.8   140000  1744892537790  1744892542993
read      710.2   362.1   118.1   434.4   473.1   610.9   715.8   834.1   928.6  1023.0  1098.7  1193.8  1523.6  4120.8 11956.2  92032.8   145000  1744892544496  1744892549700
read      722.5   354.3   109.4   448.3   487.2   621.7   706.4   835.6   949.4  1048.2  1130.0  1223.9  1497.4  4447.2  8052.6  90606.5   150000  1744892551203  1744892556408
read      693.1   334.2   118.1   425.3   461.5   591.9   693.2   820.4   923.7  1005.1  1076.1  1167.0  1458.3  3327.7 10943.3  94216.9   155000  1744892557910  1744892563114
read      691.2   332.8   127.6   417.9   455.7   592.2   708.7   826.5   912.8   995.6  1068.1  1158.8  1492.1  3114.9  9130.1  94467.7   160000  1744892564616  1744892569819
read      662.9   321.7   127.6   400.0   436.8   569.3   678.5   796.9   885.6   961.1  1028.9  1111.4  1379.2  3099.7  8834.8  98355.8   165000  1744892571322  1744892576524
read      679.5   339.6   109.4   408.3   445.8   585.6   690.7   810.2   901.3   982.7  1056.4  1146.3  1419.3  2773.9  8991.8  95974.6   170000  1744892578028  1744892583230
read      668.5   341.4   109.4   397.9   433.3   574.5   702.4   799.5   880.2   953.7  1022.6  1127.7  1451.0  3213.4 10178.0  97580.0   175000  1744892584733  1744892589942
read      705.8   351.6   118.1   426.8   464.7   602.4   735.8   832.1   916.7  1005.2  1081.3  1179.2  1554.5  4381.6 11223.7  92641.6   180000  1744892591445  1744892596648
read      738.7   365.9   118.1   450.3   491.1   635.1   745.1   848.6   942.9  1053.2  1144.8  1255.1  1591.0  4994.0  9286.9  88692.5   185000  1744892598151  1744892603352
read      705.0   329.9   109.4   430.6   469.7   606.3   719.3   823.3   922.9  1017.4  1091.6  1184.0  1500.7  3280.1  9057.9  92672.8   190000  1744892604856  1744892610061
read      708.7   354.2   109.4   440.3   477.4   607.6   698.7   827.2   939.8  1031.3  1105.0  1187.9  1494.0  3166.5  9287.6  92197.6   195000  1744892611564  1744892616768
read      660.8   329.7   137.8   397.2   435.1   565.4   684.4   796.9   885.4   960.0  1025.0  1101.6  1406.0  1986.0  8520.9  98619.0   200000  1744892618271  1744892623482
read      713.6   382.9   109.4   428.7   466.4   614.5   741.8   831.0   918.2  1010.3  1087.3  1210.3  1559.0  4520.8 10893.0  91757.8   205000  1744892624986  1744892630191
read      677.0   348.4   118.1   406.3   444.0   579.0   695.1   806.7   896.6   977.2  1049.2  1141.5  1472.1  2963.0  9211.1  96456.0   210000  1744892631693  1744892636901
read      691.7   339.3   109.4   418.6   456.7   591.1   694.0   823.9   917.5  1002.1  1074.9  1166.3  1460.8  4085.5 12397.8  94497.8   215000  1744892638404  1744892643604
read      698.5   351.4   101.3   407.0   445.1   606.8   740.5   818.0   893.0   977.0  1059.3  1194.8  1530.3  4205.5 10511.1  93594.5   220000  1744892645107  1744892650310
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 82.41%,47.24%,100.00%
