#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      382.7   290.1    80.4   142.9   164.0   318.7   408.6   464.8   512.8   584.7   678.1   807.3  1331.2  1695.3  8542.8  80082.2    80000  1744892135115  1744892140315
read      396.1   298.4    80.4   144.1   165.2   326.4   426.3   490.5   548.2   624.8   706.2   853.5  1337.9  1577.2  7464.0  84799.6    85000  1744892141817  1744892147024
read      493.9   344.1    80.4   163.9   195.2   428.7   566.6   647.5   691.9   740.0   814.2  1066.1  1437.7  1761.5  8642.5  88995.0    90000  1744892148527  1744892153728
read      547.7   346.1    80.4   198.6   243.7   497.6   606.7   682.8   730.6   788.4   887.9  1066.2  1446.4  1735.2  8913.5  94847.1    95000  1744892155231  1744892160430
read      704.0   369.4   109.4   424.4   465.9   606.4   716.3   822.6   922.8  1018.0  1094.0  1185.5  1495.6  2627.4  9102.5  92239.6   100000  1744892161933  1744892167136
read      682.3   326.1   109.4   420.6   457.8   584.4   672.4   789.2   906.8   999.4  1071.8  1159.6  1392.3  3662.1  9074.9  95331.7   105000  1744892168638  1744892173836
read      682.5   330.0   118.1   422.8   458.9   581.9   673.5   805.1   919.4  1002.6  1069.0  1150.8  1404.3  3001.7  9154.8  95560.6   110000  1744892175339  1744892180546
read      678.7   327.5   109.4   406.7   443.0   580.3   711.1   817.8   903.6   977.0  1044.9  1136.8  1467.1  2968.7  8955.5  96012.0   115000  1744892182048  1744892187248
read      673.8   330.2   101.3   394.8   433.4   584.2   710.7   795.0   876.5   955.0  1029.4  1151.8  1456.8  2823.9  9802.9  96665.4   120000  1744892188751  1744892193952
read      692.3   333.9   127.6   417.7   457.3   594.7   705.3   804.8   905.8   998.1  1074.7  1171.9  1461.4  3168.7  9485.0  94291.0   125000  1744892195455  1744892200656
read      656.2   329.4    93.8   395.3   432.3   560.6   669.7   808.2   893.9   961.1  1020.6  1092.7  1327.7  1968.8  7721.9  99227.6   130000  1744892202159  1744892207356
read      646.0   325.9   101.3   379.6   415.5   558.9   671.1   777.7   859.8   930.4   999.4  1092.2  1347.8  2305.6  9042.4 100831.0   135000  1744892208860  1744892214067
read      697.2   343.9   109.4   429.0   465.6   594.3   701.1   825.6   927.1  1015.4  1083.5  1171.0  1475.0  2665.3  9203.6  93665.9   140000  1744892215570  1744892220770
read      681.7   328.0   101.3   403.7   441.8   586.7   724.2   823.8   893.0   967.5  1041.1  1138.9  1502.7  3055.5  7904.2  95692.8   145000  1744892222273  1744892227473
read      632.6   303.6   118.1   365.9   402.5   546.1   678.6   777.6   844.6   905.9   969.5  1061.2  1336.8  2469.5  8329.4 102831.4   150000  1744892228976  1744892234177
read      735.4   364.3   127.6   443.6   481.1   638.3   771.8   843.9   929.5  1029.3  1113.3  1263.3  1587.4  3902.6  9239.1  89026.4   155000  1744892235680  1744892240888
read      702.5   352.5   109.4   426.1   464.9   603.4   715.5   829.4   926.5  1014.7  1086.1  1175.2  1495.5  3802.7 11352.9  92948.6   160000  1744892242391  1744892247593
read      720.9   335.3   127.6   445.4   484.0   621.2   719.2   836.2   945.1  1043.0  1122.8  1218.3  1517.9  3990.4  9055.0  90683.4   165000  1744892249096  1744892254300
read      673.6   335.7   127.6   403.0   441.1   575.1   697.2   808.5   899.7   976.4  1044.9  1130.8  1444.5  3393.6 10103.2  96733.2   170000  1744892255803  1744892261007
read      687.3   341.3   118.1   408.4   447.7   590.4   706.3   825.5   911.1   990.6  1064.3  1156.9  1445.4  3415.8 10519.5  94952.9   175000  1744892262509  1744892267710
read      651.4   333.8   101.3   375.7   411.8   568.6   701.1   793.7   858.7   923.9   994.6  1093.3  1376.4  1708.5  8751.1  99924.0   180000  1744892269212  1744892274414
read      701.3   332.4   109.4   421.2   462.7   608.7   707.7   817.8   915.7  1008.4  1089.1  1186.1  1463.8  4125.5  8697.2  93143.4   185000  1744892275916  1744892281118
read      686.4   306.8   118.1   409.8   448.0   591.3   712.6   819.8   907.5   986.7  1060.7  1159.0  1451.8  2767.9  7534.7  95036.8   190000  1744892282621  1744892287822
read      718.7   368.3   109.4   420.3   460.9   622.9   762.4   845.4   920.4  1007.2  1091.1  1215.8  1585.1  4476.6 10751.0  90997.1   195000  1744892289325  1744892294528
read      673.8   343.5   118.1   406.1   443.2   580.8   686.0   801.7   895.5   975.0  1047.3  1137.6  1399.9  2208.9 11299.5  96803.2   200000  1744892296031  1744892301233
read      675.5   334.0   118.1   400.6   439.1   582.1   704.8   807.4   897.2   973.5  1044.5  1144.9  1423.5  1842.6  9378.6  96535.8   205000  1744892302736  1744892307937
read      733.0   359.1   137.8   440.2   479.0   634.3   767.4   847.5   931.3  1030.3  1120.3  1256.3  1588.6  3820.7  8921.9  89262.4   210000  1744892309440  1744892314638
read      665.6   337.1   101.3   388.9   428.7   577.4   695.0   801.9   879.4   953.7  1024.8  1118.8  1396.5  2826.0  9874.9  97955.8   215000  1744892316141  1744892321344
read      666.5   317.2   109.4   386.9   426.5   581.3   698.2   795.1   872.7   948.1  1024.2  1135.1  1418.6  2906.9  9300.7  97838.5   220000  1744892322847  1744892328049
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 82.58%,47.74%,100.00%
