#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      223.1   115.2   101.3   151.9   165.5   217.2   234.4   245.2   252.5   262.6   274.2   295.6   348.8  1336.1  7638.7   4980.6     5000  1744892034433  1744892039688
read      247.2    70.9    93.8   158.7   178.1   245.3   267.5   279.3   288.3   297.3   312.2   334.4   385.2   532.4  3114.1   9973.2    10000  1744892041191  1744892046433
read      248.2   109.7    80.4   145.6   162.9   245.5   271.0   285.1   294.5   307.0   320.8   344.9   399.9  1269.6  4193.6  15004.6    15000  1744892047937  1744892053136
read      261.6    90.7    86.8   140.9   158.8   263.4   292.8   309.0   319.7   334.1   350.5   376.0   432.8   539.2  2093.9  19898.4    20000  1744892054639  1744892059838
read      261.9    90.4    86.8   137.5   153.1   263.6   297.9   315.4   327.7   341.8   360.5   387.9   442.4   543.8  2431.6  24824.8    25000  1744892061341  1744892066542
read      263.1   111.3    80.4   135.4   150.0   262.5   301.0   319.8   334.0   349.1   369.4   398.2   458.2   620.6  3115.5  29950.0    30000  1744892068045  1744892073250
read      265.7   107.3    86.8   133.4   147.5   264.3   308.5   330.6   345.4   363.1   383.8   413.7   475.0   598.9  3357.1  35033.4    35000  1744892074753  1744892079960
read      269.1   112.8    80.4   131.6   146.0   265.1   314.2   338.3   354.8   372.8   396.1   429.3   495.3   617.9  3210.0  39848.7    40000  1744892081463  1744892086663
read      270.3   138.7    80.4   129.0   143.7   262.3   315.2   341.5   359.6   379.3   402.8   438.3   509.2   682.7  6089.8  44861.2    45000  1744892088166  1744892093374
read      272.1   138.1    80.4   128.2   142.5   261.1   318.4   347.4   367.2   389.1   415.3   454.1   532.3   724.5  4321.5  49862.8    50000  1744892094876  1744892100074
read      271.5   129.3    74.4   128.4   143.0   257.3   316.9   348.1   369.3   392.7   420.7   460.0   536.8   658.0  2636.6  55174.0    55000  1744892101577  1744892106782
read      275.9   155.4    80.4   129.2   144.3   260.1   321.0   353.2   374.5   398.3   427.6   468.3   548.5   707.7  7100.0  59879.4    60000  1744892108285  1744892113500
read      272.9   162.9    80.4   125.8   141.2   253.7   315.6   349.1   372.1   398.0   429.3   471.6   558.5   718.1  6763.3  64984.2    65000  1744892115003  1744892120204
read      283.5   169.9    80.4   131.3   147.6   263.9   324.8   359.2   383.2   410.1   443.1   492.3   591.5   767.1  4658.2  70068.2    70000  1744892121707  1744892126909
read      307.6   194.2    80.4   137.2   155.1   279.9   345.7   383.6   409.9   441.0   481.6   549.0   760.5  1433.6  5762.6  74930.8    75000  1744892128411  1744892133612
