#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      238.2   147.0    93.8   162.0   175.2   228.0   252.5   265.8   274.3   285.5   297.1   318.3   372.9  1977.2  7637.2   4992.1     5000  1744893035761  1744893041021
read      250.4    94.5    93.8   160.6   177.8   248.3   273.8   287.2   295.8   307.4   319.7   342.0   389.2   509.5  4070.2  10028.2    10000  1744893042525  1744893047769
read      259.3   104.8    86.8   148.3   166.8   260.0   288.2   302.7   313.1   324.7   340.7   365.3   417.4  1109.1  4224.3  15062.4    15000  1744893049272  1744893054469
read      261.3    94.9    86.8   142.6   159.6   264.0   296.2   312.6   323.7   338.1   355.6   381.0   432.7   514.2  3134.2  20093.8    20000  1744893055972  1744893061172
read      274.7   106.3    80.4   140.4   156.9   278.1   314.9   333.7   346.1   362.4   381.3   409.1   467.9   588.9  3864.3  24998.4    25000  1744893062675  1744893067879
read      271.4   106.2    86.8   135.1   150.0   273.4   315.4   336.6   351.0   368.0   389.0   419.0   481.6   622.6  3439.0  30002.4    30000  1744893069382  1744893074585
read      272.8   107.3    86.8   133.9   148.7   272.2   319.9   343.1   359.4   376.8   398.6   431.0   498.1   619.9  3399.6  34821.0    35000  1744893076088  1744893081290
read      273.9   114.4    80.4   131.8   146.5   270.1   322.4   347.9   365.5   385.0   407.8   442.6   510.8   621.6  3220.8  40190.6    40000  1744893082792  1744893087989
read      277.9   162.3    80.4   129.5   143.9   269.6   327.1   355.6   374.2   395.8   421.9   459.5   537.6   719.5  6914.9  44975.9    45000  1744893089492  1744893094694
read      277.4   187.3    80.4   131.1   145.3   263.1   323.8   354.4   374.8   397.7   425.1   463.2   541.4   715.6 10059.2  50082.6    50000  1744893096197  1744893101395
read      276.7   127.3    80.4   130.3   145.1   261.0   323.7   356.2   377.9   401.7   431.0   471.0   556.0   693.1  3092.6  54994.6    55000  1744893102898  1744893108103
read      283.8   193.3    80.4   130.1   145.6   264.6   329.3   363.5   386.7   412.4   443.3   489.2   581.9   883.5  8801.2  59813.4    60000  1744893109607  1744893114811
read      283.4   143.7    80.4   131.8   147.9   264.4   328.2   363.0   387.2   413.8   445.9   492.6   583.1   748.8  2938.7  64879.0    65000  1744893116314  1744893121515
read      288.0   179.5    80.4   131.3   147.1   265.4   330.7   366.4   391.7   420.2   455.4   506.0   624.1   908.1  8046.7  69839.8    70000  1744893123019  1744893128217
read      337.5   193.7    80.4   138.2   157.3   301.0   376.6   419.9   452.1   491.6   547.4   655.2  1006.0  1422.6  4892.1  74989.6    75000  1744893129720  1744893134920
read      327.9   230.7    80.4   139.0   157.3   287.8   361.9   403.9   434.8   471.7   525.1   633.9  1026.6  1434.0  6221.2  80020.0    80000  1744893136424  1744893141632
read      401.9   300.9    80.4   146.4   168.3   334.4   433.4   496.8   550.9   624.6   710.3   856.3  1348.9  1709.2  8579.8  85172.2    85000  1744893143135  1744893148333
read      591.9   371.4    80.4   201.6   254.5   530.6   649.4   737.0   793.7   865.5   976.9  1150.5  1571.2  3067.5  9013.6  89839.8    90000  1744893149837  1744893155040
read      453.2   293.0    86.8   173.4   203.5   401.1   494.5   554.5   610.2   676.2   756.3   914.9  1326.1  1602.8  7854.1  94836.8    95000  1744893156543  1744893161744
read      717.2   335.7    86.8   419.3   465.4   627.6   743.6   833.5   913.9  1009.3  1102.0  1229.5  1560.9  4052.8  9003.6  90474.0   100000  1744893163247  1744893168449
read      636.0   326.2    86.8   373.8   411.0   549.8   659.2   771.5   848.0   917.3   985.5  1072.5  1290.4  2087.6 10496.0 100667.4   105000  1744893169952  1744893175163
read      658.0   310.6   118.1   407.7   444.3   563.5   641.0   771.4   887.9   972.8  1040.0  1110.2  1322.3  2194.1 11729.7  98588.6   110000  1744893176666  1744893181866
read      689.3   346.3   127.6   413.9   450.3   589.1   720.2   818.9   903.7   983.9  1057.1  1160.1  1513.4  3139.8  8691.5  94732.0   115000  1744893183370  1744893188570
read      685.1   351.1   109.4   385.1   426.2   605.4   728.1   811.2   877.1   955.6  1046.7  1187.1  1495.8  3504.5  9246.0  95261.7   120000  1744893190073  1744893195273
read      661.7   335.5   109.4   399.8   436.7   565.7   677.8   805.1   892.4   962.4  1024.3  1104.6  1373.6  2018.3  7926.1  98479.9   125000  1744893196776  1744893201975
read      687.7   341.9   127.6   405.7   444.1   596.0   721.8   814.8   895.9   976.9  1055.4  1165.3  1468.9  2286.6  8771.6  94919.6   130000  1744893203479  1744893208681
read      662.5   321.8   118.1   392.3   429.2   568.6   698.6   806.1   885.2   953.5  1016.3  1101.1  1414.2  2360.4  7783.8  98400.3   135000  1744893210184  1744893215388
read      667.3   319.9   118.1   400.4   438.3   574.0   690.8   805.5   891.2   964.2  1030.8  1117.4  1409.6  2274.8  8293.1  97634.2   140000  1744893216891  1744893222089
read      672.7   329.2   118.1   399.0   438.4   579.7   697.0   801.6   889.4   967.7  1041.4  1140.6  1432.8  3340.6  9540.0  96898.2   145000  1744893223593  1744893228795
read      677.9   347.6   127.6   416.1   450.3   576.0   686.9   812.5   912.3   986.3  1052.9  1138.8  1436.1  3312.7  8843.7  96177.3   150000  1744893230298  1744893235502
read      676.2   325.3   118.1   405.3   442.4   581.0   701.5   815.6   900.1   975.5  1045.8  1138.1  1435.1  2117.0  8864.0  96434.4   155000  1744893237006  1744893242205
read      674.9   322.8   127.6   410.8   446.6   575.7   689.6   807.5   905.0   980.5  1046.9  1131.6  1440.5  3412.1  7843.6  96626.0   160000  1744893243708  1744893248908
read      720.2   374.7   137.8   423.2   463.5   627.6   751.0   832.6   913.9  1005.2  1090.9  1255.1  1574.4  4684.8  9352.2  90842.2   165000  1744893250411  1744893255611
read      686.0   346.2   118.1   410.7   447.0   587.9   716.0   813.5   903.7   980.4  1053.7  1161.6  1471.9  2663.2  9628.5  95155.8   170000  1744893257115  1744893262314
read      714.4   359.0   109.4   438.9   474.4   610.7   732.9   833.7   932.9  1025.2  1097.4  1210.8  1546.6  3466.8  9805.4  91536.4   175000  1744893263817  1744893269016
read      703.9   360.0   118.1   439.8   477.2   605.2   684.2   803.5   923.3  1026.2  1102.4  1185.8  1443.6  4425.8 12143.8  92979.2   180000  1744893270520  1744893275717
read      663.0   309.0   109.4   394.0   433.4   570.0   682.6   802.4   891.4   964.0  1029.5  1113.0  1373.7  3137.5  8837.7  98246.4   185000  1744893277219  1744893282419
read      675.9   332.8   127.6   409.1   445.1   579.0   683.8   804.8   899.5   977.7  1049.9  1143.3  1431.6  4048.4  9223.9  96569.8   190000  1744893283922  1744893289127
read      686.8   328.2   118.1   408.0   445.9   589.7   721.6   811.0   900.3   978.7  1053.1  1164.4  1478.9  3305.1  8050.6  94994.2   195000  1744893290630  1744893295829
read      681.2   328.7   109.4   418.3   454.1   580.4   682.7   811.0   920.7   996.2  1062.3  1147.2  1415.3  3052.8  9385.5  95836.8   200000  1744893297332  1744893302531
read      668.3   341.3   109.4   402.6   438.9   571.2   689.4   802.9   891.1   965.1  1032.2  1120.5  1413.3  4080.3  9289.6  97597.5   205000  1744893304034  1744893309237
read      655.6   324.1   109.4   387.4   425.5   564.0   678.8   791.2   878.3   947.0  1012.8  1104.8  1377.1  2953.8  9241.6  99464.7   210000  1744893310740  1744893315941
read      674.7   322.0   109.4   408.0   443.7   578.7   692.7   813.4   901.2   975.8  1045.4  1137.5  1417.0  2364.0  9482.6  96680.2   215000  1744893317448  1744893322648
read      687.1   349.9   109.4   412.5   449.3   584.9   721.5   831.9   912.4   986.3  1055.8  1148.4  1489.0  3255.5  9278.2  94984.7   220000  1744893324151  1744893329352
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.37%,51.01%,100.00%
