#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      221.1   100.5    93.8   153.8   165.6   219.0   237.6   247.5   253.6   262.8   272.7   291.5   334.5   723.3  3998.5   4970.2     5000  1744895289938  1744895295189
read      234.3   102.7    86.8   153.5   169.1   234.2   252.7   262.9   269.7   277.4   289.7   307.9   346.4   878.3  4078.3   9959.0    10000  1744895296692  1744895301934
read      236.0    73.3    86.8   145.3   161.4   238.2   259.8   270.7   278.5   288.6   299.9   318.8   362.5   615.1  3167.7  15077.8    15000  1744895303437  1744895308639
read      243.2    72.1    86.8   141.6   156.4   248.1   271.6   283.8   291.8   301.4   314.4   334.5   375.7   633.6  2361.1  19991.4    20000  1744895310143  1744895315340
read      244.4    90.0    86.8   137.7   151.4   249.7   276.5   289.9   298.5   310.0   321.6   343.2   389.2   502.8  2511.3  25146.2    25000  1744895316843  1744895322042
read      256.0   110.8    80.4   136.6   150.9   260.4   290.6   305.7   315.8   328.0   342.7   367.5   424.3  1148.0  4964.7  30057.0    30000  1744895323544  1744895328746
read      249.9    92.7    80.4   133.6   146.5   256.1   288.9   304.9   315.5   328.1   342.9   366.9   415.3   559.5  2441.5  35076.1    35000  1744895330249  1744895335449
read      251.1   103.2    80.4   130.8   143.7   256.1   293.0   310.4   321.7   335.8   351.8   375.0   427.8   538.6  3784.3  39905.0    40000  1744895336952  1744895342152
read      255.5   116.9    80.4   131.5   144.9   256.8   298.9   317.7   330.9   344.7   363.8   391.0   445.0   574.5  2968.8  45080.2    45000  1744895343655  1744895348855
read      255.7    96.4    80.4   128.5   141.6   256.6   302.8   323.0   336.9   352.1   370.7   398.8   457.6   575.7  2141.9  50130.4    50000  1744895350359  1744895355559
read      251.8   112.2    80.4   126.3   139.2   248.0   297.9   319.5   334.3   349.8   369.1   397.3   454.6   585.8  4030.2  55099.0    55000  1744895357063  1744895362263
read      245.3   108.8    80.4   124.2   136.4   236.3   290.7   314.3   329.8   346.1   366.7   395.6   455.2   582.0  2670.8  59954.3    60000  1744895363767  1744895368970
read      250.1   110.1    80.4   122.4   135.2   238.2   296.9   322.1   339.0   357.6   379.0   410.4   474.4   686.2  2610.1  64932.3    65000  1744895370473  1744895375673
read      248.4   200.9    74.4   121.9   134.1   230.4   290.5   317.2   334.9   354.2   376.3   409.3   476.6   710.8 11417.9  69988.0    70000  1744895377176  1744895382377
read      244.5   128.1    80.4   121.9   134.2   225.9   285.7   314.0   332.7   353.1   376.7   411.6   484.3   641.9  3836.6  75117.2    75000  1744895383880  1744895389080
read      242.9   136.2    74.4   121.5   133.5   222.2   282.9   312.2   331.2   351.6   375.3   409.4   480.0   687.6  4397.1  80040.1    80000  1744895390583  1744895395784
read      245.3   145.7    80.4   122.9   135.0   223.5   283.7   313.8   333.8   355.8   381.6   419.1   498.9   678.0  4355.7  84809.2    85000  1744895397288  1744895402489
