#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      227.9    90.6    93.8   158.8   170.6   221.6   245.4   257.6   266.1   274.5   287.8   307.0   348.1   581.4  3923.9   4979.2     5000  1744892713197  1744892718452
read      245.6    90.1    93.8   156.9   174.0   243.9   269.0   281.9   290.9   301.3   315.3   337.1   384.1   617.1  2550.9  10041.2    10000  1744892719955  1744892725199
read      252.4    76.8    93.8   148.3   166.7   253.4   281.1   295.3   306.0   317.3   333.2   356.1   402.4   505.3  3021.8  15030.2    15000  1744892726702  1744892731902
read      260.6    85.1    86.8   142.6   160.5   262.6   294.3   310.8   321.4   335.8   352.1   375.9   431.5   537.3  2489.5  20040.6    20000  1744892733405  1744892738606
read      267.8    99.4    86.8   138.5   154.9   270.1   306.2   324.1   337.5   352.6   371.7   400.8   460.8   583.9  3023.2  24982.0    25000  1744892740109  1744892745309
read      269.9   113.7    80.4   134.2   150.3   271.8   312.8   333.2   346.8   364.1   384.6   414.6   472.8   578.3  3969.6  30028.6    30000  1744892746813  1744892752013
read      267.4   101.1    80.4   130.7   145.4   267.1   313.3   336.0   351.4   368.8   390.7   422.4   486.4   589.3  2452.7  35035.6    35000  1744892753517  1744892758718
read      273.7   151.0    80.4   130.0   144.4   269.8   322.2   347.3   365.1   384.7   407.3   442.3   508.5   616.6  4021.6  39987.6    40000  1744892760221  1744892765420
read      275.1   148.2    80.4   129.2   144.0   266.7   323.0   350.6   369.4   390.6   416.1   453.9   529.5   686.6  4124.6  45024.0    45000  1744892766923  1744892772125
read      274.4   134.8    80.4   126.1   140.8   264.0   324.4   354.7   374.6   397.3   425.1   463.8   539.8   641.2  1999.0  50006.4    50000  1744892773628  1744892778831
read      276.4   122.5    80.4   129.0   143.8   261.2   323.2   355.1   376.8   400.7   430.4   471.1   554.7   734.6  2696.2  54757.5    55000  1744892780334  1744892785534
read      283.0   155.8    80.4   130.3   145.9   265.2   329.7   363.2   385.9   411.2   441.8   487.3   578.9   827.1  4396.7  60039.4    60000  1744892787037  1744892792237
read      283.5   135.1    74.4   129.4   145.1   265.2   329.1   363.5   387.4   414.2   447.2   495.6   590.4   743.7  4322.9  65027.0    65000  1744892793740  1744892798940
read      285.6   150.7    80.4   131.1   147.4   264.2   329.4   365.3   390.1   418.1   452.3   502.2   609.4   806.1  3856.2  70000.3    70000  1744892800443  1744892805652
read      335.8   223.9    80.4   141.4   161.0   299.5   373.6   415.7   446.9   485.7   540.2   636.8  1011.9  1416.7  5072.8  74963.4    75000  1744892807155  1744892812354
read      354.9   254.1    74.4   141.2   160.7   302.7   385.7   433.2   469.3   519.9   606.5   737.5  1223.8  1585.2  7366.4  79819.8    80000  1744892813856  1744892819058
read      390.0   284.2    80.4   145.2   166.3   326.4   423.3   482.0   531.2   598.1   680.1   835.0  1298.6  1567.0  7296.1  84976.0    85000  1744892820561  1744892825763
read      509.4   343.2    80.4   168.7   202.5   451.7   568.4   659.6   717.0   776.3   863.9  1041.1  1469.6  1921.5  7481.7  89800.0    90000  1744892827266  1744892832464
read      482.6   318.8    74.4   175.3   210.9   434.2   528.8   591.0   650.9   722.9   810.8   969.8  1340.3  1669.1 11191.6  95059.2    95000  1744892833967  1744892839167
read      664.0   329.1   118.1   390.8   428.2   571.2   708.7   801.8   876.3   945.3  1011.2  1106.3  1448.8  2241.9  8000.7  97050.5   100000  1744892840670  1744892845871
read      649.4   335.0   101.3   383.0   420.4   554.9   685.2   792.7   870.4   938.6  1000.9  1085.6  1395.8  1878.5  9016.5  99271.7   105000  1744892847375  1744892852576
read      681.1   343.5   101.3   400.3   439.1   587.0   725.6   806.4   884.6   963.0  1036.1  1153.9  1487.5  3001.3  9227.8  95601.0   110000  1744892854079  1744892859277
read      659.6   305.4   127.6   400.3   436.8   566.4   670.4   800.6   889.8   961.1  1024.8  1100.2  1343.9  2774.9  8694.2  98721.2   115000  1744892860780  1744892865981
read      675.8   342.9    93.8   406.2   442.5   581.5   699.2   794.4   885.9   969.4  1044.8  1150.7  1446.9  2647.3  9365.0  96406.2   120000  1744892867483  1744892872685
read      692.1   347.1   109.4   430.0   465.3   586.8   699.5   805.1   916.1  1006.7  1075.1  1164.5  1495.4  3372.5  8937.9  94344.0   125000  1744892874187  1744892879387
read      663.8   320.2   118.1   407.7   442.3   566.7   666.4   799.2   894.9   970.1  1034.8  1110.5  1373.2  2335.6  9672.9  98221.8   130000  1744892880889  1744892886090
read      658.4   332.5   109.4   399.4   437.5   562.1   665.2   790.9   890.6   963.9  1025.9  1099.0  1359.9  3106.4 10645.1  98966.3   135000  1744892887593  1744892892795
read      667.2   317.6   109.4   405.9   440.7   573.1   683.6   806.6   894.7   967.8  1035.2  1123.5  1381.9  1798.9  7752.4  97660.7   140000  1744892894298  1744892899500
read      687.3   355.7   127.6   420.0   455.4   585.5   702.3   809.3   908.5   991.8  1063.3  1158.5  1476.9  3204.6  9122.1  95012.3   145000  1744892901003  1744892906204
read      710.2   346.9   118.1   437.4   476.0   609.9   704.1   825.5   937.6  1031.2  1105.8  1197.1  1490.9  4437.8 10242.8  92026.8   150000  1744892907706  1744892912908
read      672.2   323.4   127.6   409.4   446.0   577.0   664.9   806.1   908.0   984.4  1053.2  1136.5  1332.5  3601.6  9290.3  96982.3   155000  1744892914411  1744892919614
read      699.7   319.0   118.1   436.1   473.7   601.1   682.3   817.2   938.5  1027.6  1098.5  1180.4  1382.9  3288.6  8021.2  93301.8   160000  1744892921117  1744892926317
read      707.3   342.4   127.6   437.4   474.6   606.4   710.7   821.2   931.2  1025.0  1099.0  1187.4  1503.8  3749.8  8654.5  92415.4   165000  1744892927820  1744892933026
read      673.9   320.7   118.1   414.2   450.3   575.9   667.0   812.7   916.7   992.0  1057.2  1136.4  1347.8  1988.4 10557.3  96805.4   170000  1744892934528  1744892939731
read      661.7   336.0   127.6   406.6   441.8   563.8   655.6   804.8   903.5   974.8  1036.6  1102.1  1288.1  2006.3 13398.1  98530.6   175000  1744892941234  1744892946437
read      678.8   321.2   118.1   414.1   450.7   582.7   673.0   818.3   920.1   994.3  1060.9  1142.8  1332.8  3219.9  8997.9  96061.1   180000  1744892947939  1744892953143
read      681.7   335.3   137.8   416.8   452.3   580.6   698.0   809.8   912.0   989.0  1056.6  1144.1  1452.3  2883.6  9058.9  95775.4   185000  1744892954645  1744892959847
read      674.4   347.5   109.4   409.7   446.7   582.1   669.7   795.6   897.6   979.2  1053.0  1141.5  1341.0  3157.6 14623.8  96790.8   190000  1744892961350  1744892966553
read      682.2   339.1   101.3   404.4   441.0   586.3   722.8   803.6   887.2   966.8  1040.2  1159.4  1475.8  3763.6  9085.7  95718.3   195000  1744892968056  1744892973266
read      644.3   310.9   127.6   391.2   426.7   547.9   649.4   791.9   880.2   946.5  1004.6  1079.9  1293.4  1818.7  8816.1 101045.1   200000  1744892974768  1744892979971
read      639.7   294.5   127.6   378.8   413.7   546.9   672.3   792.0   866.5   928.8   990.4  1074.3  1331.5  1833.1  8799.5 101738.8   205000  1744892981474  1744892986677
read      671.1   344.9   109.4   406.9   443.6   576.5   676.4   806.6   899.4   976.6  1045.7  1130.8  1368.7  3043.8  9433.4  97197.6   210000  1744892988181  1744892993384
read      695.7   347.2   127.6   405.4   444.0   606.6   732.7   830.2   898.8   977.0  1063.3  1185.4  1535.3  3352.9 10874.4  93878.8   215000  1744892994887  1744893000090
read      682.5   356.3   127.6   406.7   445.6   589.4   687.1   806.2   902.5   985.8  1063.3  1161.9  1392.1  4028.1  9380.4  95721.2   220000  1744893001593  1744893006801
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 83.08%,49.25%,100.00%
