#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      277.5   147.4    80.4   128.7   144.1   261.2   321.6   353.8   375.7   400.0   430.0   472.4   566.1   801.4  4401.0  59748.6    60000  1744891786393  1744891791591
read      276.9   128.1    80.4   131.0   146.8   258.2   317.1   349.7   372.8   399.1   431.4   478.7   580.4   765.7  2546.0  64923.8    65000  1744891793095  1744891798293
read      280.6   178.7    80.4   131.7   147.7   258.6   318.7   352.9   376.4   403.3   436.1   486.8   591.0   802.7  7375.7  70026.4    70000  1744891799796  1744891804996
read      281.8   151.8    80.4   132.9   149.2   259.5   319.7   354.4   378.6   406.1   440.0   490.7   595.7   861.1  5502.0  74910.6    75000  1744891806500  1744891811697
read      385.6   273.4    80.4   144.9   166.7   321.4   412.8   468.5   515.9   587.1   687.2   829.2  1324.4  1709.3  7141.5  79944.0    80000  1744891813200  1744891818404
read      329.0   227.8    80.4   138.7   158.1   288.3   359.5   401.4   432.7   470.7   527.5   639.6  1030.2  1448.6  6956.7  85074.3    85000  1744891819907  1744891825111
read      479.6   320.3    80.4   167.2   199.6   421.8   530.5   601.4   664.7   737.9   825.8   994.2  1415.2  1722.2  7459.5  89924.2    90000  1744891826615  1744891831815
read      407.2   256.0    74.4   163.0   189.7   359.0   446.4   497.9   540.0   598.5   680.7   816.3  1202.7  1501.0  7300.1  95151.2    95000  1744891833318  1744891838517
read      577.6   312.3    80.4   232.8   291.5   519.8   617.2   703.3   769.2   851.2   943.6  1060.7  1371.7  1737.5  7512.4  98202.8   100000  1744891840020  1744891845229
read      690.9   325.3   109.4   399.8   441.0   602.4   729.8   809.2   887.2   973.3  1057.3  1182.0  1503.5  3388.0  8794.8  93793.7   105000  1744891846733  1744891851932
read      687.5   319.6   118.1   409.8   448.2   591.0   715.1   820.3   909.7   988.6  1061.3  1159.9  1463.8  3248.2  7684.3  94776.3   110000  1744891853435  1744891858634
read      666.1   305.0   127.6   401.0   438.1   570.8   695.7   807.1   890.8   964.0  1029.6  1109.7  1420.7  2176.8  8484.0  97763.6   115000  1744891860138  1744891865337
read      693.7   351.0   101.3   409.1   449.7   597.7   717.0   820.3   905.5   990.7  1070.2  1169.7  1495.5  4125.2 13118.4  94117.6   120000  1744891866840  1744891872041
read      709.5   337.0   118.1   434.2   473.8   613.2   708.1   823.2   933.9  1027.9  1104.5  1202.4  1470.4  4166.0  9179.5  92075.0   125000  1744891873544  1744891878753
read      697.6   347.6   118.1   413.8   454.0   602.7   726.4   827.1   911.1   995.5  1073.6  1174.0  1513.7  2902.6  8965.8  93507.1   130000  1744891880256  1744891885456
read      645.0   315.7   101.3   380.3   417.5   557.1   668.6   788.2   869.1   936.7  1001.3  1084.2  1309.9  1904.6  7495.6 100882.2   135000  1744891886959  1744891892159
read      668.1   336.4   109.4   392.1   431.0   576.6   708.7   800.2   878.8   953.6  1021.2  1117.9  1447.9  2439.1  9453.3  97600.0   140000  1744891893662  1744891898864
read      652.3   319.9   109.4   394.0   431.4   561.3   656.0   785.2   879.3   953.0  1017.8  1095.1  1323.7  1949.7  7995.7  99803.4   145000  1744891900367  1744891905565
read      665.7   337.5   101.3   391.0   430.4   576.1   698.7   805.9   882.3   955.2  1024.9  1112.1  1418.8  1977.0  7538.5  97932.8   150000  1744891907069  1744891912270
read      680.1   327.8   101.3   414.8   451.7   582.4   678.3   807.9   910.4   993.1  1064.9  1152.9  1416.7  2026.3  9303.4  95947.8   155000  1744891913774  1744891918974
read      687.2   331.5   109.4   412.1   450.5   587.1   706.1   827.1   917.0   996.3  1066.3  1155.8  1469.2  3086.5  9015.5  94952.1   160000  1744891920477  1744891925678
read      706.6   355.4   127.6   417.3   458.6   608.8   734.5   828.0   914.0  1006.6  1086.4  1196.5  1540.5  4348.2 11713.5  92436.6   165000  1744891927181  1744891932383
read      688.4   327.4   109.4   402.7   442.8   594.3   726.4   820.9   898.1   977.7  1056.8  1163.4  1491.6  3431.5  8325.3  94854.2   170000  1744891933886  1744891939088
read      694.9   332.1   109.4   415.5   453.4   592.4   729.7   835.4   919.8   997.5  1068.9  1165.9  1509.6  2825.0 10665.1  93961.7   175000  1744891940590  1744891945790
read      685.5   362.4   118.1   415.8   453.1   582.9   689.7   824.0   919.2   995.2  1063.6  1150.9  1447.7  4245.0 11989.9  95228.2   180000  1744891947293  1744891952492
read      635.5   299.4   127.6   379.2   413.4   541.9   665.7   790.6   867.0   926.8   985.1  1062.9  1319.3  1727.0  7504.7 102324.8   185000  1744891953996  1744891959202
read      699.2   342.9   118.1   431.3   470.4   599.4   688.8   820.3   932.3  1023.8  1093.6  1175.2  1455.6  3160.2  9301.3  93465.6   190000  1744891960705  1744891965910
read      650.7   322.6   118.1   384.4   422.1   562.3   672.8   790.4   873.8   942.4  1007.9  1090.6  1338.4  1792.5  8781.0 100084.7   195000  1744891967413  1744891972613
read      736.3   361.1   118.1   441.9   483.0   638.4   758.0   844.5   931.6  1038.8  1131.7  1255.0  1581.1  4895.3  9392.4  88875.0   200000  1744891974116  1744891979316
read      700.6   349.4   118.1   423.9   465.9   606.5   700.3   820.0   920.0  1014.8  1090.5  1179.2  1443.0  3165.9 10695.2  93217.0   205000  1744891980819  1744891986022
read      680.2   360.4   127.6   414.1   451.2   584.6   672.3   806.1   910.7   993.5  1064.9  1150.6  1356.5  3163.8  9355.9  95913.2   210000  1744891987525  1744891992727
read      709.2   349.6   137.8   419.7   458.4   612.9   754.3   842.5   916.2   998.3  1076.9  1184.2  1561.9  3329.8  9270.0  92169.2   215000  1744891994230  1744891999428
read      672.1   345.1    93.8   392.3   432.8   581.3   703.3   796.0   879.9   959.0  1033.3  1143.8  1446.6  3479.6  9535.1  97014.8   220000  1744892000931  1744892006132
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 82.91%,48.74%,100.00%
