#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      235.5    67.9   101.3   165.3   181.0   231.3   250.5   261.6   269.5   278.7   292.0   312.4   358.3   499.7  1962.1   4970.0     5000  1744891712547  1744891717812
read      241.0    74.4    86.8   154.2   174.6   239.4   261.0   272.4   281.5   291.9   305.7   325.8   373.5   460.9  1887.3   9963.0    10000  1744891719316  1744891724552
read      256.6    94.5    93.8   148.5   169.4   256.5   282.0   295.2   305.5   316.5   331.9   354.3   401.4   706.4  3065.4  14967.0    15000  1744891726055  1744891731255
read      260.6    74.1    86.8   142.7   161.1   261.9   292.0   308.0   318.6   332.8   349.1   374.5   431.4   581.3  1384.3  20038.4    20000  1744891732758  1744891737956
read      268.8    95.1    86.8   137.8   154.2   271.3   306.2   323.6   336.8   351.3   370.6   399.4   459.0   575.7  2473.8  24905.2    25000  1744891739459  1744891744659
read      264.0   100.2    80.4   133.2   148.4   264.9   304.0   323.4   337.5   353.2   372.3   401.7   465.7   598.4  3107.9  30077.0    30000  1744891746163  1744891751369
read      269.3   107.9    86.8   134.0   148.9   267.0   312.0   334.6   349.9   367.7   389.7   421.7   491.2   637.3  3046.3  35104.8    35000  1744891752871  1744891758070
read      272.7   136.9    80.4   130.1   144.5   269.4   318.9   342.8   359.8   378.3   400.9   435.7   509.7   705.9  4329.0  40099.0    40000  1744891759573  1744891764775
read      266.1   165.6    80.4   129.9   143.9   256.2   308.7   335.0   352.8   372.4   396.9   431.8   502.1   679.0  7682.6  45087.2    45000  1744891766278  1744891771477
read      272.0   119.0    80.4   129.9   144.4   260.8   317.8   346.2   365.9   387.7   413.7   453.2   532.4   678.8  3181.4  50119.2    50000  1744891772980  1744891778180
read      280.8   180.3    80.4   128.6   143.9   267.4   328.0   359.5   380.4   403.0   431.6   471.3   556.4   742.6  7482.7  54958.3    55000  1744891779683  1744891784889
