#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      235.1    94.9   101.3   163.0   175.7   228.2   253.0   265.3   272.9   283.5   295.4   316.6   367.1   947.4  3203.2   4968.8     5000  1744893358029  1744893363304
read      248.2   105.9    86.8   157.8   175.5   245.4   271.6   285.2   294.2   305.7   318.4   340.5   384.7   578.5  5535.5  10037.6    10000  1744893364807  1744893370049
read      250.0    87.4    93.8   145.9   163.0   250.5   278.9   292.7   302.8   314.7   330.0   352.1   401.5   506.8  3358.9  15019.6    15000  1744893371551  1744893376764
read      263.3    87.4    86.8   142.8   159.9   266.3   298.9   315.3   327.0   340.6   358.5   384.5   434.8   540.4  2567.3  19970.8    20000  1744893378267  1744893383468
read      267.2    88.6    86.8   137.2   152.5   271.6   308.2   326.3   339.2   354.1   372.1   400.4   457.6   544.7  1912.1  24961.6    25000  1744893384972  1744893390180
read      265.7   114.1    80.4   136.4   150.6   266.2   308.7   328.9   342.6   359.0   377.6   405.5   466.0   591.9  3822.2  29922.8    30000  1744893391683  1744893396889
read      274.2   113.6    80.4   134.0   148.6   273.5   320.1   342.9   358.9   376.0   397.7   429.7   502.0  1089.9  2640.7  34889.0    35000  1744893398392  1744893403591
read      275.3   106.6    80.4   133.6   148.6   272.3   324.6   349.8   367.0   386.4   409.0   443.0   509.1   608.7  2042.3  39933.2    40000  1744893405094  1744893410296
read      278.7   126.8    80.4   132.7   147.4   270.1   327.0   355.3   374.1   395.9   422.4   460.4   538.7   691.9  3476.1  44792.8    45000  1744893411799  1744893417002
read      277.8   133.6    80.4   130.9   145.7   267.0   326.6   356.6   376.6   398.5   425.6   464.6   543.5   691.4  3084.0  49902.9    50000  1744893418505  1744893423711
read      280.6   122.5    80.4   132.0   147.4   265.8   328.6   361.0   383.1   407.0   435.4   476.8   556.2   689.4  3562.7  54908.3    55000  1744893425214  1744893430419
read      280.8   180.4    80.4   130.7   146.0   262.6   326.4   360.4   383.3   408.3   437.9   482.5   567.4   701.7  5974.3  60037.0    60000  1744893431921  1744893437122
read      287.9   176.6    80.4   131.9   147.5   267.1   332.3   367.4   391.7   419.1   452.5   501.9   610.3   916.7  4700.8  65099.2    65000  1744893438626  1744893443826
read      288.8   131.1    80.4   133.6   149.7   267.4   333.0   369.2   394.2   422.4   456.9   506.7   623.5   834.3  2584.4  69818.6    70000  1744893445329  1744893450541
read      312.7   219.6    74.4   134.7   152.1   277.9   347.8   387.8   416.1   450.2   495.8   581.9   865.7  1495.7  9119.4  75063.4    75000  1744893452045  1744893457246
read      342.6   243.5    74.4   142.6   162.5   304.0   381.8   425.0   457.0   497.0   554.0   665.1   988.0  1329.4  5350.1  79993.4    80000  1744893458749  1744893463955
read      432.7   315.5    80.4   152.4   176.2   364.6   476.1   551.3   610.9   674.4   745.7   934.4  1376.5  1611.1  7515.9  85134.4    85000  1744893465458  1744893470661
read      501.1   340.5    80.4   167.7   199.7   443.8   568.5   646.0   694.8   746.7   840.7  1052.2  1420.4  1757.3  8875.8  89810.2    90000  1744893472164  1744893477366
read      460.3   269.9    80.4   175.7   208.3   415.6   505.9   560.2   608.1   676.0   770.9   930.4  1262.1  1665.2  7335.2  95209.2    95000  1744893478869  1744893484071
read      513.8   301.0    86.8   209.0   252.8   466.1   553.1   627.3   688.4   753.6   834.5   954.1  1296.3  1662.2  7859.2  99429.6   100000  1744893485573  1744893490781
read      670.8   338.8   101.3   383.8   425.0   584.7   706.9   805.8   878.1   952.8  1031.0  1143.1  1445.1  2721.4  8914.8  96105.4   105000  1744893492284  1744893497486
read      664.8   310.8   118.1   406.9   443.2   569.3   664.8   798.5   897.6   974.3  1040.1  1115.8  1351.9  2778.0 10668.8  97805.6   110000  1744893498989  1744893504191
read      661.8   321.8   118.1   385.2   424.8   573.7   697.9   795.2   870.9   946.1  1018.0  1111.0  1424.1  2192.6  9651.8  98332.2   115000  1744893505694  1744893510897
read      680.4   327.6    93.8   397.6   438.1   594.8   693.4   798.3   881.5   966.3  1056.2  1168.8  1425.5  4120.8  8959.1  95837.6   120000  1744893512400  1744893517604
read      658.7   303.8   118.1   393.3   431.4   562.8   685.8   806.6   888.0   957.5  1017.1  1095.8  1379.2  2383.1  8211.8  98884.4   125000  1744893519107  1744893524306
read      669.0   321.3   109.4   402.1   438.2   572.5   697.4   810.8   893.7   964.2  1030.6  1118.2  1440.1  3009.7 11632.3  97475.5   130000  1744893525809  1744893531011
read      642.2   300.5   109.4   380.7   417.4   550.5   657.1   796.3   874.8   938.9   999.8  1077.4  1260.4  3144.6  8594.1 101230.7   135000  1744893532514  1744893537714
read      639.2   291.4   118.1   383.4   419.0   547.9   645.1   782.3   871.1   937.7   998.8  1076.5  1263.1  2011.4  8631.1 101778.5   140000  1744893539216  1744893544418
read      652.4   321.0   118.1   379.2   416.2   564.9   692.7   787.4   860.1   930.7   999.1  1093.0  1400.6  3441.1  9312.3  99789.8   145000  1744893545921  1744893551124
read      659.0   313.4   109.4   397.0   434.9   562.7   678.7   799.2   888.1   961.0  1023.3  1098.2  1378.5  2304.7  8883.7  98810.6   150000  1744893552627  1744893557829
read      650.7   329.2   118.1   386.4   423.2   559.5   678.9   797.0   875.4   940.4  1002.6  1085.2  1341.6  1998.2  9227.4 100110.3   155000  1744893559332  1744893564533
read      660.4   331.1   109.4   388.2   424.5   570.2   695.8   793.9   872.7   943.5  1010.4  1106.0  1412.3  3567.1  8125.8  98755.6   160000  1744893566036  1744893571238
read      684.4   338.5   118.1   417.4   454.2   581.8   695.8   819.7   918.1   995.7  1062.6  1149.1  1448.9  3047.3 10802.2  95286.9   165000  1744893572741  1744893577944
read      665.2   323.8   109.4   400.4   438.6   569.9   678.2   806.6   897.2   970.6  1035.9  1113.9  1375.1  2184.5 11513.4  98012.3   170000  1744893579447  1744893584648
read      685.6   322.3   109.4   410.6   448.6   590.2   708.5   813.6   899.3   982.1  1059.2  1157.8  1475.6  3288.6  9050.7  95185.3   175000  1744893586151  1744893591354
read      659.8   350.2   118.1   394.3   429.7   565.3   689.6   802.2   880.1   949.8  1012.8  1095.6  1410.6  2943.7 10224.0  98841.2   180000  1744893592857  1744893598058
read      664.0   327.2   109.4   401.6   438.6   570.1   666.6   800.1   893.5   968.6  1035.3  1117.9  1353.8  3329.1  9313.8  98224.3   185000  1744893599561  1744893604765
read      687.4   345.0   109.4   403.1   444.6   592.3   713.6   814.1   897.8   983.1  1060.6  1160.2  1468.2  4193.3 10886.2  94944.0   190000  1744893606268  1744893611472
read      667.2   319.1   118.1   401.8   440.8   573.4   677.8   804.9   895.6   971.0  1038.0  1119.8  1364.3  3008.1  9302.1  97623.2   195000  1744893612975  1744893618177
read      697.9   347.6   109.4   425.6   465.2   596.1   700.9   822.0   920.7  1010.5  1083.6  1173.0  1494.6  3920.1  9174.4  93613.3   200000  1744893619680  1744893624882
read      671.7   332.7   118.1   401.1   439.3   573.0   708.0   804.9   887.9   963.3  1029.1  1119.5  1463.2  4157.3  8403.1  97189.0   205000  1744893626385  1744893631586
