#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      219.3    58.2   101.3   155.3   166.9   218.0   235.6   245.5   251.7   259.9   270.5   288.7   330.0   618.4  2118.3   4999.6     5000  1744894967849  1744894973101
read      235.9    75.0    86.8   155.1   171.9   236.8   255.7   265.9   272.2   281.0   292.0   309.9   344.8   504.3  2991.7  10029.0    10000  1744894974603  1744894979840
read      235.8    81.0    86.8   144.9   161.0   239.0   260.4   271.0   278.8   288.5   299.1   317.5   358.6   434.3  3637.2  14951.0    15000  1744894981342  1744894986544
read      245.9    75.8    86.8   144.4   161.0   249.9   273.0   285.4   293.4   303.7   316.2   336.8   376.5   578.3  2366.3  20033.8    20000  1744894988046  1744894993243
read      250.3    74.8    80.4   140.1   155.0   256.9   283.5   296.3   306.1   316.3   330.2   348.9   395.1   485.1  1377.3  25038.4    25000  1744894994746  1744894999948
read      251.5   101.3    86.8   137.0   150.8   257.3   287.3   301.9   312.1   323.0   338.7   361.6   404.5   550.4  2375.6  30016.4    30000  1744895001450  1744895006648
read      250.3    81.3    86.8   133.3   146.7   257.0   290.1   305.8   316.1   328.6   343.4   367.5   413.4   494.2  2105.7  35154.2    35000  1744895008151  1744895013349
read      248.9   114.2    86.8   130.4   143.4   252.4   289.6   306.7   317.8   331.3   345.8   370.4   421.2   530.8  4805.4  39926.6    40000  1744895014852  1744895020053
read      248.3    93.8    80.4   127.8   140.1   251.4   292.9   311.6   323.8   338.1   355.3   379.2   428.2   508.8  3008.4  45084.2    45000  1744895021556  1744895026756
read      248.1   104.0    86.8   126.9   139.3   246.4   292.5   313.1   326.7   341.8   361.0   388.2   439.7   559.9  3230.3  50093.3    50000  1744895028259  1744895033457
read      248.9   110.3    80.4   123.0   135.9   246.3   296.2   317.5   332.1   347.3   367.2   395.2   450.9   607.8  2736.6  55007.6    55000  1744895034960  1744895040160
read      247.8   147.1    80.4   123.1   135.5   239.2   293.5   316.9   332.7   349.5   370.3   400.0   459.7   568.1  4655.2  60136.6    60000  1744895041662  1744895046861
read      247.1   107.9    80.4   121.4   133.6   235.8   293.9   318.8   335.3   353.2   373.8   403.4   467.0   770.0  3159.5  65034.7    65000  1744895048364  1744895053563
read      242.8   135.8    80.4   121.9   133.6   227.3   286.7   313.2   330.4   348.6   370.5   401.0   465.1   594.9  3181.4  69813.5    70000  1744895055066  1744895060268
read      237.3   110.1    80.4   120.4   131.5   216.5   276.7   305.9   324.6   344.7   369.0   402.5   471.3   646.6  2730.7  75118.2    75000  1744895061772  1744895066974
read      243.3   141.8    80.4   121.4   133.1   222.9   284.1   313.3   332.5   353.3   377.7   413.8   488.6   636.2  4311.8  79877.4    80000  1744895068476  1744895073677
read      243.9   133.9    80.4   121.6   133.6   222.3   282.5   312.5   332.3   354.1   379.5   417.2   497.1   719.8  3450.8  84791.0    85000  1744895075180  1744895080378
read      239.0   146.0    80.4   121.1   132.9   215.2   273.7   305.1   325.6   347.8   374.0   412.0   491.1   665.0  2867.3  90185.8    90000  1744895081881  1744895087080
read      241.1   145.2    80.4   122.6   134.6   217.0   274.6   306.2   326.9   349.2   375.7   415.1   498.4   717.8  4345.5  95095.5    95000  1744895088583  1744895093782
read      245.2   127.8    80.4   123.5   136.1   222.3   279.5   310.6   331.3   354.3   382.5   424.9   523.8   772.3  2740.4  99791.0   100000  1744895095285  1744895100484
read      243.0   145.8    80.4   124.8   137.3   220.1   274.7   305.2   325.7   348.5   376.0   417.2   505.6   761.4  4135.1 105031.5   105000  1744895101986  1744895107187
read      243.2   161.4    80.4   126.6   138.8   219.6   271.3   301.6   322.5   346.3   375.3   419.0   510.4   804.8  4220.4 110299.9   110000  1744895108690  1744895113890
read      253.2   177.9    80.4   129.0   142.1   228.5   282.9   313.4   335.0   360.0   391.0   437.8   562.5   783.7  5878.0 114716.6   115000  1744895115393  1744895120595
read      283.3   181.8    80.4   132.8   147.3   247.1   309.1   343.3   368.8   400.2   447.0   551.5   827.8  1064.9  4295.3 120386.2   120000  1744895122098  1744895127299
read      258.5   161.3    80.4   131.4   145.3   233.1   285.8   316.0   338.2   364.6   398.8   458.0   612.1   846.3  2929.6 124847.1   125000  1744895128802  1744895134004
read      290.3   205.2    74.4   137.5   152.7   257.7   316.0   349.5   375.6   409.5   462.1   567.5   750.7   984.9  7131.3 130111.2   130000  1744895135507  1744895140716
read      332.6   202.4    80.4   150.1   169.8   295.9   360.7   399.9   430.9   469.3   527.6   646.4   927.9  1193.1  4458.9 135200.5   135000  1744895142219  1744895147418
read      325.4   208.6    80.4   150.5   169.9   290.0   352.6   390.8   420.2   457.6   508.9   623.1   898.1  1131.1  5547.2 139963.9   140000  1744895148921  1744895154123
read      379.9   252.3    80.4   163.3   189.0   338.7   420.2   475.1   516.2   562.8   620.6   708.9   936.5  1224.6  4474.3 141811.4   145000  1744895155626  1744895160827
read      388.6   216.0    80.4   173.8   201.8   345.5   424.9   481.0   522.6   570.4   629.8   722.0   955.4  1158.5  4649.3 143075.2   150000  1744895162331  1744895167532
read      407.5   248.9    80.4   189.6   220.7   366.1   444.4   496.4   535.4   581.1   637.8   729.6   991.3  1377.0  7007.1 144663.4   155000  1744895169035  1744895174236
read      450.5   218.0    93.8   235.0   262.7   424.1   510.1   550.2   579.6   613.8   659.2   745.5   984.3  1194.3  7642.0 142737.0   160000  1744895175739  1744895180940
read      445.7   207.3    93.8   225.6   255.4   418.8   496.2   538.7   570.6   609.7   663.7   748.8   995.3  1358.9  6738.7 143891.6   165000  1744895182443  1744895187646
read      452.2   218.2    86.8   237.3   264.7   425.8   516.0   557.0   585.2   618.7   661.5   736.4   988.4  1190.9  4394.0 142716.7   170000  1744895189149  1744895194349
read      432.7   210.6    93.8   224.8   251.1   418.0   488.4   523.0   546.7   578.1   621.3   717.8   923.4  1098.0  7105.7 149020.1   175000  1744895195852  1744895201058
read      447.3   245.4    86.8   237.2   265.0   417.4   510.9   554.1   583.6   617.0   657.6   721.5   904.9  1184.6  9633.0 144287.7   180000  1744895202561  1744895207760
read      409.8   215.7    86.8   212.8   241.2   390.1   457.6   495.6   523.5   556.0   597.8   665.6   806.7  1061.9  4456.0 156667.2   185000  1744895209263  1744895214463
read      457.6   217.4    93.8   240.7   269.3   424.4   519.7   565.3   595.7   631.6   676.8   746.7   970.7  1274.3  7053.8 141113.0   190000  1744895215966  1744895221171
read      445.5   220.8   101.3   236.5   264.1   414.4   509.1   553.5   583.6   617.5   658.5   721.6   886.9  1163.7  9542.2 144973.5   195000  1744895222674  1744895227876
read      466.7   240.1    93.8   241.2   270.5   433.9   527.5   572.8   603.9   639.2   688.1   783.9  1038.3  1316.1  7095.3 138550.6   200000  1744895229379  1744895234581
read      450.9   241.4    93.8   238.1   265.9   423.1   510.7   552.6   581.8   615.6   659.2   738.5   961.9  1206.5  7295.5 143287.3   205000  1744895236084  1744895241287
read      429.5   204.8    86.8   218.4   246.5   406.4   475.4   513.9   542.9   579.6   629.6   713.7   984.4  1283.5  6012.0 150275.7   210000  1744895242789  1744895247991
read      450.7   207.4    93.8   236.4   265.2   419.6   510.0   555.8   587.0   623.5   669.1   738.0   941.3  1260.8  5265.6 143333.7   215000  1744895249494  1744895254696
read      438.0   240.3    86.8   220.4   248.2   414.5   489.3   527.8   554.6   588.0   633.4   724.3  1041.6  1348.8  7286.3 147399.3   220000  1744895256198  1744895261399
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.56%,57.29%,100.00%
