#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      238.4   120.4    80.4   138.7   151.1   218.1   254.3   275.0   291.2   310.9   338.2   389.9   547.9  1409.5  4559.8  30228.9    30230  1744293996354  1744294006458
read      228.9    93.5    80.4   135.6   147.5   211.6   247.7   268.3   283.3   301.4   326.4   369.2   488.6   880.5  2865.7  30306.7    30235  1744294007974  1744294018078
read      230.1   101.0    80.4   138.6   150.7   213.3   247.5   267.5   282.0   299.3   323.2   366.1   480.0   997.4  3228.6  30226.8    30240  1744294019594  1744294029696
read      238.1   118.1    86.8   137.9   149.8   219.0   257.1   278.1   294.0   313.5   339.6   385.8   521.5  1288.9  3981.7  30192.9    30245  1744294031211  1744294041317
read      232.7   111.5    80.4   139.1   151.0   214.8   249.6   269.9   285.3   304.1   329.3   372.1   494.4  1007.6  4585.5  30255.4    30250  1744294042832  1744294052934
read      230.5    99.1    80.4   137.7   150.0   214.4   248.6   268.5   283.2   300.5   323.7   365.6   480.8   997.7  3323.4  30236.0    30255  1744294054448  1744294064549
read      227.4    95.9    86.8   139.2   150.7   211.6   244.9   264.8   278.8   296.0   319.4   360.2   459.5   755.7  3559.9  30267.5    30260  1744294066062  1744294076168
read      236.4   137.3    80.4   137.3   149.6   213.5   248.6   270.4   287.0   307.3   335.5   390.4   582.3  1635.9  4589.3  30271.4    30265  1744294077684  1744294087787
read      231.5   112.1    80.4   135.1   148.8   213.4   248.3   269.0   284.2   302.3   327.7   372.1   500.8  1175.0  4110.8  30195.7    30270  1744294089301  1744294099412
read      236.8   138.8    80.4   135.3   147.8   211.1   246.1   267.6   283.9   304.5   334.9   396.8   669.2  1820.9  3463.5  30265.8    30275  1744294100925  1744294111028
read      235.7   112.6    80.4   138.1   151.4   217.3   252.1   272.6   288.4   307.6   333.7   380.4   517.8  1128.0  3456.3  30333.4    30280  1744294112542  1744294122729
read      241.5   165.2    86.8   136.5   149.1   216.6   253.7   275.3   291.9   311.9   339.5   392.8   618.2  2427.6  5709.1  30318.8    30285  1744294124249  1744294134487
read      253.1   205.9    86.8   137.4   149.5   214.3   251.8   275.5   295.5   321.0   366.2   468.1   831.7  2865.7  6884.4  30267.4    30290  1744294136003  1744294146271
read      237.6   115.7    86.8   139.8   152.3   217.6   252.6   273.5   289.5   309.0   336.0   385.6   542.0  1492.7  3593.4  30323.2    30295  1744294147788  1744294157961
read      238.4   145.9    86.8   137.1   149.5   211.0   244.4   265.9   282.3   303.4   335.3   404.6   695.3  1864.8  3937.1  30230.1    30300  1744294159475  1744294169579
read      235.9   109.9    80.4   137.2   150.4   215.6   249.8   270.5   286.3   305.8   334.1   388.3   573.0  1363.3  2818.1  30302.3    30305  1744294171095  1744294181198
read      246.3   147.1    80.4   135.4   149.3   219.2   257.4   280.1   297.1   319.3   352.9   419.9   684.2  1997.8  4280.5  30151.7    30310  1744294182712  1744294192817
read      264.6   210.1    80.4   138.0   151.6   224.0   263.3   287.5   307.1   334.0   378.9   486.4  1015.5  2679.5  5708.6  30326.2    30315  1744294194333  1744294204437
read      267.5   242.8    80.4   136.0   149.6   217.3   255.5   281.7   303.0   334.2   391.3   528.1  1187.7  2988.1  6578.9  30353.4    30320  1744294205953  1744294216056
read      230.9   113.2    74.4   137.0   149.6   211.3   244.3   265.0   280.1   298.6   325.4   374.1   531.8  1233.2  4353.7  30401.9    30325  1744294217569  1744294227675
read      233.8   130.3    80.4   134.5   147.4   211.9   248.2   270.2   287.0   307.4   335.3   387.2   547.4  1429.0  4385.7  30249.8    30330  1744294229188  1744294239294
read      230.7   103.6    80.4   138.6   151.0   212.9   246.0   266.6   281.8   300.1   325.2   370.2   495.6   973.9  3369.5  30344.4    30335  1744294240807  1744294250912
read      236.2   147.8    80.4   133.8   147.0   212.7   247.5   268.6   284.7   305.0   334.8   393.6   608.7  1780.8  5833.3  30356.5    30340  1744294252426  1744294262530
read      242.8   142.9    80.4   133.3   146.8   214.7   253.4   277.2   295.2   318.0   352.4   424.2   678.5  1766.7  4250.1  30231.8    30345  1744294264043  1744294274146
read      249.9   167.8    80.4   138.0   151.0   220.9   259.0   281.8   298.6   320.7   355.7   421.9   709.4  2376.3  5964.8  30280.4    30350  1744294275664  1744294285767
read      233.6   165.4    80.4   135.8   148.1   208.1   241.5   262.4   277.9   297.4   325.4   375.1   589.3  2732.7  6011.8  30407.1    30355  1744294287281  1744294297384
read      233.4   151.7    86.8   135.9   147.7   207.8   241.6   262.9   278.3   297.7   325.8   378.7   588.1  2325.6  4830.4  30364.8    30360  1744294298896  1744294309001
read      233.3   112.8    86.8   135.6   148.3   211.5   246.3   268.2   284.6   304.5   332.4   385.7   573.2  1419.6  2920.7  30325.2    30365  1744294310516  1744294320619
read      239.7   118.1    80.4   137.6   150.0   217.0   254.2   277.0   294.6   315.9   345.2   401.8   583.7  1236.0  3527.2  30347.7    30370  1744294322133  1744294332239
read      233.0   127.0    80.4   134.5   147.3   210.6   245.5   267.3   283.7   303.8   332.1   388.3   576.0  1403.0  3971.1  30332.3    30375  1744294333752  1744294343859
read      242.1   149.5    80.4   136.0   148.6   212.8   249.3   272.0   289.8   312.2   345.0   419.7   721.2  1981.8  4029.0  30389.4    30380  1744294345374  1744294355477
read      238.0   125.5    80.4   137.1   150.0   214.0   248.8   270.3   286.9   307.6   337.2   395.5   639.8  1651.3  3783.2  30257.5    30385  1744294356989  1744294367091
read      227.6   108.8    80.4   137.1   149.6   211.5   244.7   264.9   279.4   296.9   320.2   360.1   456.8   834.9  4190.5  30348.8    30390  1744294368604  1744294378708
read      235.3   119.3    80.4   138.8   151.2   217.0   252.3   273.4   289.6   309.2   335.2   378.1   505.6  1068.3  3984.0  30451.8    30395  1744294380222  1744294390325
read      235.5   117.8    80.4   136.3   149.0   213.0   247.5   269.4   286.2   307.2   337.0   394.2   589.0  1427.6  3540.8  30386.3    30400  1744294391839  1744294401943
read      262.2   229.0    80.4   134.3   148.6   216.0   254.5   279.8   299.9   327.4   374.6   493.2  1133.6  2959.0  6196.0  30432.3    30405  1744294403462  1744294413563
read      256.7   182.7    80.4   133.5   147.9   217.1   256.7   283.2   303.9   332.0   378.4   480.9   917.7  2354.5  4651.9  30381.1    30410  1744294415078  1744294425182
read      233.4   119.5    80.4   136.3   149.5   214.1   248.9   269.7   285.3   304.3   330.7   379.3   532.6  1139.6  4049.6  30509.6    30415  1744294426699  1744294436800
read      240.5   149.4    80.4   133.0   147.7   214.7   251.0   273.3   291.0   312.5   343.5   405.3   648.2  1865.0  5200.8  30475.2    30420  1744294438313  1744294448416
read      234.4   109.7    86.8   138.1   150.4   216.1   250.8   271.4   287.5   307.0   333.2   376.7   508.5  1137.9  4134.6  30452.1    30425  1744294449933  1744294460046
read      247.2   150.1    80.4   136.5   149.7   217.2   254.5   277.4   295.7   318.6   353.5   426.5   775.5  2038.0  3513.0  30442.5    30430  1744294461563  1744294471670
read      248.4   158.1    74.4   135.4   149.4   218.4   255.8   279.8   298.0   321.7   360.9   439.3   732.4  1817.6  4577.5  30463.3    30435  1744294473186  1744294483293
read      240.6   137.2    80.4   137.2   150.4   217.9   254.2   276.2   293.2   313.9   342.8   399.0   589.2  1665.0  4063.8  30284.2    30440  1744294484806  1744294494910
read      244.4   132.7    80.4   139.2   152.3   220.0   256.5   279.4   296.4   318.1   349.4   414.6   632.5  1480.1  4430.7  30430.9    30445  1744294496423  1744294506524
read      247.5   177.0    86.8   136.6   149.9   213.3   247.9   270.7   289.1   313.3   351.6   437.7   823.0  2287.1  5483.0  30470.7    30450  1744294508039  1744294518141
read      228.5   112.5    80.4   137.3   149.9   209.7   240.7   260.7   275.1   294.1   319.3   367.8   521.5  1169.9  3943.8  30507.7    30455  1744294519656  1744294529761
read      235.7   211.6    80.4   134.1   149.1   216.0   251.4   272.6   288.6   307.7   333.7   379.8   515.2  1182.8  6342.0  30497.8    30460  1744294531274  1744294541382
read      234.9   126.5    86.8   136.5   149.3   213.2   247.6   269.3   285.8   306.2   335.0   391.0   563.4  1316.3  4298.1  30436.3    30465  1744294542898  1744294553004
read      237.2   114.4    80.4   138.9   151.9   216.1   250.4   272.2   288.9   309.3   338.0   392.3   559.6  1255.9  3206.7  30426.3    30470  1744294554517  1744294564622
read      259.4   194.8    80.4   134.7   148.6   217.1   256.6   282.9   304.4   333.2   383.1   495.8   980.3  2366.1  5400.7  30423.3    30475  1744294566138  1744294576249
read      234.1   125.1    80.4   133.8   147.3   209.9   243.4   265.4   282.4   303.8   334.3   398.3   622.3  1629.1  4022.1  30476.2    30480  1744294577766  1744294587871
read      235.4   122.5    80.4   132.3   146.0   211.8   248.2   271.2   288.7   310.3   340.5   400.0   592.0  1504.5  3783.1  30479.0    30485  1744294589386  1744294599489
read      236.7   120.9    86.8   138.1   150.7   215.3   250.2   271.8   288.5   309.2   337.6   391.6   557.2  1327.7  4234.6  30497.1    30490  1744294601003  1744294611107
read      228.8   118.7    80.4   133.8   147.2   210.1   243.2   264.3   279.9   299.1   325.0   370.9   503.5  1147.2  4381.4  30539.0    30495  1744294612619  1744294622722
read      237.9   115.1    74.4   139.7   152.3   219.2   255.2   276.9   293.5   313.3   339.8   383.9   502.7  1104.4  4320.1  30422.1    30500  1744294624235  1744294634339
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 79.28%,8.00%,100.00%
