1745062236, [0.0, 1.0, 1.0, 0.0], 2.6
1745062237, [0.0, 0.0, 0.0, 1.0], 2.5
1745062238, [1.0, 1.0, 0.0, 0.0], 2.5
1745062239, [0.0, 1.0, 1.0, 0.0], 2.5
1745062240, [1.0, 1.0, 0.0, 0.0], 2.5
1745062241, [0.0, 1.0, 1.0, 1.0], 2.5
1745062242, [1.0, 0.0, 0.0, 0.0], 2.5
1745062243, [0.0, 1.0, 1.0, 0.0], 2.5
1745062244, [0.0, 0.0, 0.0, 1.0], 2.5
1745062245, [2.0, 2.0, 1.0, 0.0], 2.5
1745062246, [0.0, 1.0, 0.0, 1.0], 2.5
1745062247, [2.0, 0.0, 0.0, 0.0], 2.5
1745062248, [0.0, 1.0, 1.0, 1.0], 2.5
1745062249, [1.0, 1.0, 0.0, 0.0], 2.5
1745062250, [1.0, 0.0, 0.0, 0.0], 2.5
1745062251, [3.2, 2.0, 0.0, 3.0], 2.5
1745062252, [2.2, 0.0, 1.0, 0.0], 2.5
1745062253, [3.2, 2.0, 1.0, 0.0], 2.5
1745062254, [2.2, 1.0, 1.0, 0.0], 2.5
1745062255, [1.1, 2.0, 2.0, 3.0], 2.5
1745062256, [2.0, 0.0, 0.0, 0.0], 2.5
1745062257, [0.0, 1.0, 0.0, 0.0], 2.5
1745062258, [2.3, 0.0, 2.1, 0.0], 2.6
1745062259, [2.3, 0.0, 1.0, 2.0], 2.5
1745062260, [3.4, 0.0, 2.0, 1.0], 2.5
1745062261, [3.4, 1.0, 0.0, 1.0], 2.6
1745062262, [2.2, 1.0, 1.0, 1.0], 2.6
1745062263, [1.0, 0.0, 1.0, 0.0], 2.6
1745062264, [2.2, 0.0, 0.0, 0.0], 2.6
1745062265, [3.6, 2.1, 1.0, 1.0], 2.6
1745062266, [1.2, 0.0, 2.1, 1.0], 2.6
1745062267, [3.5, 1.0, 2.1, 1.0], 2.6
1745062268, [1.2, 0.0, 0.0, 0.0], 2.6
1745062269, [3.3, 1.0, 2.1, 0.0], 2.5
1745062270, [0.0, 0.0, 0.0, 0.0], 2.5
1745062271, [3.6, 1.0, 1.0, 1.0], 2.5
1745062272, [2.5, 0.0, 1.1, 1.0], 2.5
1745062273, [3.8, 0.0, 1.1, 0.0], 2.5
1745062274, [3.8, 1.0, 1.1, 1.0], 2.6
1745062275, [5.1, 1.1, 1.1, 1.1], 2.6
1745062276, [1.1, 1.0, 2.0, 0.0], 2.6
1745062277, [0.0, 1.0, 0.0, 2.0], 2.6
1745062278, [5.2, 1.1, 0.0, 0.0], 2.6
1745062279, [5.3, 0.0, 3.2, 0.0], 2.6
1745062280, [5.3, 1.1, 0.0, 1.0], 2.6
1745062281, [7.7, 2.1, 2.1, 0.0], 2.6
1745062282, [7.7, 0.0, 1.1, 1.0], 2.6
1745062283, [0.0, 0.0, 0.0, 0.0], 2.6
1745062284, [3.3, 1.0, 2.0, 1.0], 2.6
1745062285, [11.1, 2.2, 2.2, 1.1], 2.6
1745062286, [16.7, 1.1, 1.1, 0.0], 2.6
1745062287, [14.7, 2.1, 2.1, 1.1], 2.6
1745062288, [14.7, 0.0, 0.0, 0.0], 2.6
1745062289, [22.2, 1.1, 1.1, 1.1], 2.6
1745062290, [0.0, 0.0, 1.0, 1.0], 2.6
1745062291, [8.8, 1.0, 2.1, 0.0], 2.6
1745062292, [15.1, 2.1, 0.0, 0.0], 2.6
1745062293, [13.9, 2.1, 2.2, 1.1], 2.6
1745062294, [16.4, 0.0, 3.3, 2.2], 2.6
1745062295, [14.1, 2.1, 0.0, 0.0], 2.6
1745062296, [3.3, 0.0, 1.0, 1.0], 2.6
1745062297, [0.0, 0.0, 1.0, 0.0], 2.6
1745062298, [24.7, 1.1, 0.0, 0.0], 2.6
1745062299, [25.3, 1.1, 3.2, 3.2], 2.6
1745062300, [18.8, 2.1, 3.3, 0.0], 2.6
1745062301, [24.7, 2.1, 1.1, 2.2], 2.6
1745062302, [23.3, 0.0, 3.3, 0.0], 2.6
1745062303, [0.0, 0.0, 0.0, 0.0], 2.6
1745062304, [8.5, 0.0, 2.0, 2.0], 2.6
1745062305, [31.6, 4.3, 2.2, 0.0], 2.6
1745062306, [27.8, 0.0, 2.2, 2.2], 2.6
1745062307, [28.4, 1.1, 3.2, 1.1], 2.6
1745062308, [25.7, 1.1, 2.2, 0.0], 2.6
1745062309, [22.9, 1.1, 0.0, 1.1], 2.6
1745062310, [0.0, 0.0, 2.0, 0.0], 2.6
1745062311, [21.6, 3.2, 0.0, 0.0], 2.6
1745062312, [39.0, 1.1, 1.1, 1.1], 2.6
1745062313, [43.2, 1.1, 1.1, 2.2], 2.6
1745062314, [41.8, 3.3, 1.1, 1.1], 2.6
1745062315, [44.4, 3.3, 1.1, 1.1], 2.6
1745062316, [18.5, 2.1, 2.1, 1.0], 2.6
1745062317, [0.0, 1.0, 1.0, 0.0], 2.6
1745062318, [43.7, 1.1, 1.1, 0.0], 2.6
1745062319, [54.5, 2.2, 1.1, 2.2], 2.6
1745062320, [52.9, 1.1, 1.1, 2.3], 2.6
1745062321, [51.8, 2.2, 2.2, 3.3], 2.6
1745062322, [53.5, 2.2, 1.1, 2.2], 2.6
1745062323, [6.2, 0.0, 0.0, 1.0], 2.6
1745062324, [11.0, 0.0, 1.0, 1.0], 2.6
1745062325, [63.8, 4.5, 2.2, 1.2], 2.6
1745062326, [61.3, 2.3, 0.0, 2.3], 2.6
1745062327, [64.1, 3.3, 1.1, 1.2], 2.6
1745062328, [65.3, 3.4, 1.1, 1.1], 2.6
1745062329, [51.6, 4.3, 0.0, 1.1], 2.6
1745062330, [0.0, 0.0, 0.0, 0.0], 2.6
1745062331, [32.3, 1.1, 1.0, 2.1], 2.6
1745062332, [68.8, 5.6, 1.1, 1.1], 2.6
1745062333, [70.8, 1.1, 1.1, 0.0], 2.6
1745062334, [72.4, 5.5, 1.1, 3.3], 2.6
1745062335, [73.5, 3.4, 5.4, 3.3], 2.6
1745062336, [38.1, 1.1, 0.0, 0.0], 2.6
1745062337, [0.0, 2.0, 0.0, 0.0], 2.6
1745062338, [59.8, 3.4, 2.2, 2.2], 2.6
1745062339, [78.0, 2.4, 1.1, 2.2], 2.6
1745062340, [82.4, 4.7, 2.3, 0.0], 2.6
1745062341, [80.4, 4.7, 1.1, 2.2], 2.6
1745062342, [78.4, 3.5, 1.1, 1.1], 2.6
1745062343, [20.0, 2.1, 1.0, 1.0], 2.6
1745062344, [4.0, 0.0, 1.0, 0.0], 2.6
1745062345, [81.6, 4.5, 3.4, 4.7], 2.6
1745062346, [83.0, 3.4, 2.3, 1.2], 2.6
1745062347, [80.8, 3.4, 2.3, 1.2], 2.6
1745062348, [82.7, 2.3, 1.2, 1.2], 2.6
1745062349, [80.0, 6.5, 3.4, 1.2], 2.6
1745062350, [0.0, 0.0, 0.0, 0.0], 2.6
1745062351, [33.3, 0.0, 0.0, 1.0], 2.6
1745062352, [88.3, 2.4, 3.5, 0.0], 2.6
1745062353, [89.3, 4.7, 3.6, 2.2], 2.6
1745062354, [89.4, 2.4, 3.5, 1.1], 2.6
1745062355, [91.3, 4.7, 2.4, 3.2], 2.6
1745062356, [59.8, 2.2, 1.1, 1.1], 2.6
1745062357, [0.0, 0.0, 1.0, 0.0], 2.6
1745062358, [60.2, 1.1, 1.1, 0.0], 2.6
1745062359, [93.2, 5.9, 4.8, 5.6], 2.6
1745062360, [94.1, 2.4, 2.4, 1.1], 2.6
1745062361, [97.1, 4.6, 7.1, 3.4], 2.6
1745062362, [94.1, 4.7, 3.6, 0.0], 2.6
1745062363, [33.7, 1.1, 1.1, 1.1], 2.6
1745062364, [1.0, 1.0, 1.0, 0.0], 2.6
1745062365, [90.3, 4.5, 7.3, 4.5], 2.6
1745062366, [99.0, 0.0, 3.8, 2.3], 2.6
1745062367, [96.1, 5.6, 3.8, 4.5], 2.6
1745062368, [96.2, 3.4, 5.0, 1.1], 2.6
