1745062882, [0.0, 0.0, 0.0, 2.0], 2.4
1745062883, [1.0, 0.0, 0.0, 0.0], 2.4
1745062884, [0.0, 1.0, 2.0, 2.0], 2.4
1745062885, [1.0, 1.0, 0.0, 1.0], 2.4
1745062886, [1.0, 1.0, 0.0, 1.0], 2.4
1745062887, [1.0, 0.0, 0.0, 2.0], 2.4
1745062888, [0.0, 1.0, 1.0, 1.0], 2.4
1745062889, [2.0, 0.0, 0.0, 0.0], 2.4
1745062890, [0.0, 0.0, 0.0, 1.0], 2.4
1745062891, [1.0, 0.0, 0.0, 2.0], 2.4
1745062892, [2.0, 1.0, 0.0, 0.0], 2.4
1745062893, [1.0, 0.0, 0.0, 1.0], 2.4
1745062894, [0.0, 0.0, 0.0, 1.0], 2.4
1745062895, [1.0, 1.0, 1.0, 0.0], 2.4
1745062896, [1.0, 0.0, 0.0, 2.0], 2.4
1745062897, [2.1, 1.0, 0.0, 1.0], 2.4
1745062898, [4.3, 0.0, 1.0, 0.0], 2.5
1745062899, [1.1, 1.0, 0.0, 2.0], 2.5
1745062900, [2.2, 0.0, 1.0, 1.0], 2.5
1745062901, [3.2, 0.0, 1.0, 1.0], 2.5
1745062902, [0.0, 0.0, 0.0, 1.0], 2.5
1745062903, [2.1, 1.0, 1.0, 2.0], 2.5
1745062904, [2.3, 0.0, 0.0, 0.0], 2.5
1745062905, [3.4, 1.0, 0.0, 1.0], 2.5
1745062906, [1.1, 0.0, 2.0, 2.0], 2.5
1745062907, [3.4, 1.0, 1.0, 0.0], 2.5
1745062908, [0.0, 0.0, 1.0, 1.0], 2.5
1745062909, [0.0, 0.0, 0.0, 0.0], 2.5
1745062910, [2.4, 2.0, 1.0, 2.1], 2.5
1745062911, [1.2, 0.0, 2.1, 1.0], 2.5
1745062912, [0.0, 0.0, 1.1, 0.0], 2.6
1745062913, [4.7, 1.0, 1.1, 2.1], 2.6
1745062914, [0.0, 0.0, 1.0, 0.0], 2.6
1745062915, [0.0, 0.0, 1.0, 1.0], 2.6
1745062916, [3.1, 0.0, 1.0, 2.0], 2.6
1745062917, [2.5, 2.1, 2.1, 2.1], 2.6
1745062918, [2.5, 0.0, 1.0, 0.0], 2.6
1745062919, [3.7, 1.0, 1.0, 2.1], 2.6
1745062920, [2.5, 0.0, 0.0, 0.0], 2.6
1745062921, [3.7, 1.0, 1.0, 1.0], 2.6
1745062922, [0.0, 1.0, 1.0, 0.0], 2.6
1745062923, [2.2, 1.0, 2.1, 0.0], 2.6
1745062924, [6.5, 0.0, 1.1, 1.0], 2.6
1745062925, [5.3, 3.1, 1.1, 0.0], 2.6
1745062926, [5.3, 1.1, 3.2, 1.0], 2.6
1745062927, [5.3, 0.0, 0.0, 0.0], 2.6
1745062928, [3.4, 3.0, 2.1, 0.0], 2.6
1745062929, [1.0, 0.0, 0.0, 0.0], 2.6
1745062930, [4.9, 0.0, 1.0, 1.1], 2.6
1745062931, [5.4, 1.1, 2.1, 0.0], 2.6
1745062932, [6.8, 1.1, 2.1, 1.1], 2.6
1745062933, [9.2, 1.1, 1.0, 0.0], 2.6
1745062934, [6.8, 1.1, 1.1, 1.1], 2.6
1745062935, [3.2, 2.0, 1.0, 1.0], 2.6
1745062936, [1.0, 1.0, 0.0, 1.0], 2.6
1745062937, [19.7, 2.2, 3.2, 1.1], 2.6
1745062938, [17.6, 2.2, 1.1, 0.0], 2.6
1745062939, [22.1, 0.0, 2.1, 1.1], 2.6
1745062940, [17.3, 3.2, 2.1, 1.1], 2.6
1745062941, [14.9, 2.2, 0.0, 0.0], 2.6
1745062942, [0.0, 0.0, 0.0, 0.0], 2.6
1745062943, [8.5, 1.0, 3.0, 0.0], 2.6
1745062944, [21.3, 1.1, 0.0, 3.3], 2.6
1745062945, [21.3, 0.0, 2.1, 0.0], 2.6
1745062946, [20.0, 4.2, 2.1, 1.1], 2.6
1745062947, [19.2, 2.2, 0.0, 0.0], 2.6
1745062948, [12.0, 1.1, 2.1, 0.0], 2.6
1745062949, [0.0, 1.0, 1.0, 0.0], 2.6
1745062950, [21.6, 1.1, 1.1, 2.1], 2.6
1745062951, [31.2, 1.1, 3.3, 0.0], 2.6
1745062952, [33.7, 2.2, 2.2, 1.1], 2.6
1745062953, [31.2, 1.1, 1.1, 2.2], 2.6
1745062954, [34.6, 2.1, 2.2, 1.1], 2.6
1745062955, [10.9, 1.0, 1.0, 1.0], 2.6
1745062956, [0.0, 2.0, 0.0, 2.0], 2.6
1745062957, [40.7, 2.1, 1.1, 1.1], 2.6
1745062958, [41.7, 1.1, 1.1, 3.3], 2.6
1745062959, [42.4, 2.1, 1.1, 3.3], 2.6
1745062960, [44.2, 2.2, 0.0, 0.0], 2.6
1745062961, [42.4, 5.3, 2.2, 3.3], 2.6
1745062962, [2.0, 0.0, 0.0, 0.0], 2.6
1745062963, [11.3, 0.0, 1.0, 1.0], 2.6
1745062964, [55.3, 5.4, 3.3, 4.3], 2.6
1745062965, [51.1, 4.3, 2.2, 0.0], 2.6
1745062966, [51.2, 3.3, 3.3, 3.2], 2.6
1745062967, [51.7, 2.2, 2.2, 3.2], 2.6
1745062968, [40.7, 2.2, 0.0, 0.0], 2.6
1745062969, [1.0, 2.0, 0.0, 2.0], 2.6
1745062970, [33.7, 1.1, 1.1, 1.1], 2.6
1745062971, [63.2, 5.3, 3.4, 2.2], 2.6
1745062972, [63.3, 1.1, 2.3, 2.2], 2.6
1745062973, [67.4, 2.2, 1.1, 1.1], 2.6
1745062974, [66.0, 4.3, 2.3, 4.3], 2.6
1745062975, [32.0, 1.0, 0.0, 1.1], 2.6
1745062976, [0.0, 1.0, 0.0, 1.0], 2.6
1745062977, [61.5, 3.2, 3.3, 2.2], 2.6
1745062978, [70.7, 3.2, 1.1, 2.2], 2.6
1745062979, [73.3, 4.3, 1.1, 1.1], 2.6
1745062980, [74.0, 3.2, 1.1, 3.3], 2.6
1745062981, [75.0, 2.2, 2.3, 2.3], 2.6
1745062982, [15.7, 1.0, 1.0, 1.0], 2.6
1745062983, [9.1, 1.0, 1.0, 1.0], 2.6
1745062984, [72.8, 4.4, 0.0, 3.5], 2.6
1745062985, [77.5, 2.3, 3.2, 2.4], 2.6
