#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      190.9    89.2    80.4   130.4   142.1   183.9   198.9   208.1   214.8   223.2   233.9   253.9   314.5  1227.5  3209.6   4943.8     5000  1745063542144  1745063547426
read      196.3    64.6    86.8   131.7   145.9   193.9   209.8   218.1   225.4   232.9   244.2   262.1   304.3   756.0  1187.3  10052.8    10000  1745063548928  1745063554165
read      204.2    77.7    86.8   129.8   144.2   202.4   220.1   230.2   236.8   246.9   258.2   275.3   319.3   752.9  2518.9  14987.2    15000  1745063555668  1745063560868
read      211.6    72.2    80.4   127.5   141.7   211.0   231.3   242.6   250.6   260.4   272.3   292.4   339.5   753.2  2771.2  19994.0    20000  1745063562372  1745063567570
read      214.7    59.8    80.4   123.7   137.0   216.5   238.9   250.9   259.6   269.7   282.6   302.0   344.9   503.2  1421.2  24947.8    25000  1745063569074  1745063574272
read      217.5    92.9    74.4   123.0   135.4   218.1   242.8   255.4   265.1   274.7   289.4   310.7   358.3   755.0  2960.4  29875.0    30000  1745063575776  1745063580983
read      223.4    72.0    63.8   122.4   134.8   225.6   254.3   268.6   278.1   289.9   304.1   324.9   371.2   465.1  2023.9  35029.0    35000  1745063582486  1745063587685
read      221.7    85.0    80.4   119.8   131.8   223.3   254.1   269.1   279.3   290.9   305.7   327.6   372.1   463.5  1963.7  39874.8    40000  1745063589188  1745063594388
read      222.7    82.8    74.4   118.9   130.6   222.7   256.9   272.8   284.3   296.3   312.7   336.2   384.4   498.7  2789.2  44852.4    45000  1745063595892  1745063601093
read      223.4    95.7    74.4   117.1   128.8   222.1   259.3   276.2   288.2   301.1   317.2   341.7   396.0   519.0  2957.0  49936.2    50000  1745063602596  1745063607795
read      217.2    93.3    74.4   117.3   128.0   210.5   250.1   268.8   281.2   294.7   312.3   337.7   390.6   543.2  3045.6  54910.6    55000  1745063609298  1745063614506
read      220.5   101.1    74.4   117.4   128.4   213.5   255.9   275.5   288.8   303.3   320.3   346.0   400.5   529.4  1961.2  60002.9    60000  1745063616009  1745063621209
read      223.0   100.6    74.4   116.2   127.4   213.2   258.6   280.2   294.4   310.6   330.0   359.2   420.5   545.0  4344.2  64933.2    65000  1745063622711  1745063627913
read      222.7   103.0    63.8   116.1   127.5   211.7   257.7   280.2   294.9   311.4   331.2   360.4   420.7   530.3  2132.6  70247.0    70000  1745063629417  1745063634616
read      222.9   139.4    74.4   114.2   125.3   209.5   257.9   281.5   296.7   314.2   335.1   365.1   427.4   593.9  4030.4  75004.4    75000  1745063636118  1745063641316
read      220.9    89.9    74.4   114.5   125.4   206.9   255.6   280.1   296.1   313.7   334.8   364.9   424.6   548.3  2561.6  80044.6    80000  1745063642819  1745063648028
read      217.7    96.8    74.4   115.1   126.0   200.7   247.4   273.3   290.6   309.4   331.8   363.9   428.9   576.4  2647.5  85246.8    85000  1745063649531  1745063654731
read      220.9   121.2    74.4   114.8   125.7   202.3   250.6   276.8   294.6   314.4   337.9   371.1   443.6   690.6  3405.8  89857.4    90000  1745063656234  1745063661433
read      224.7   129.4    74.4   118.1   129.7   206.7   253.1   279.3   297.2   317.1   341.4   376.0   454.5   723.9  2479.9  95421.4    95000  1745063662936  1745063668136
read      227.1   140.3    74.4   117.2   129.4   208.9   255.4   282.1   300.3   320.3   345.2   382.1   462.6   681.4  4397.7  99995.6   100000  1745063669639  1745063674840
read      220.0   121.1    80.4   117.1   128.6   200.3   243.2   269.4   288.2   309.7   335.6   372.2   452.5   812.1  3182.4 104993.6   105000  1745063676344  1745063681551
read      231.4   110.2    74.4   119.8   132.3   212.5   259.2   286.1   305.1   326.6   353.2   393.5   489.5   777.1  3196.6 110158.2   110000  1745063683054  1745063688262
read      230.1   165.8    74.4   120.3   133.0   211.3   255.1   281.3   300.1   321.0   347.0   387.3   476.1   719.9  4266.5 114848.3   115000  1745063689765  1745063694966
read      230.9   162.8    80.4   122.2   134.9   211.2   253.5   279.1   297.9   319.9   347.9   391.8   499.0   809.0  3963.8 120143.8   120000  1745063696469  1745063701670
read      250.1   171.8    74.4   128.0   142.2   227.5   273.7   301.1   320.8   345.0   377.4   435.1   604.0   802.7  4277.0 124864.8   125000  1745063703173  1745063708372
read      262.3   179.3    74.4   130.6   145.7   235.1   284.3   313.4   335.6   363.3   401.7   479.8   667.1   901.9  4023.2 129603.6   130000  1745063709876  1745063715084
read      261.7   171.3    80.4   131.8   147.1   233.7   280.9   309.4   331.0   358.3   396.8   481.6   702.7   882.9  4122.4 134819.5   135000  1745063716587  1745063721788
read      300.9   221.2    74.4   141.6   160.2   266.5   321.4   357.1   385.3   422.0   472.4   564.7   853.8  1114.8  7458.6 139839.0   140000  1745063723292  1745063728494
read      296.8   162.5    80.4   144.5   163.0   266.7   319.4   351.7   376.2   406.8   452.5   555.9   801.7   989.3  4229.4 144769.1   145000  1745063729997  1745063735198
read      378.1   202.2    80.4   177.1   204.8   351.0   418.2   453.7   479.2   510.8   562.5   704.2   924.0  1119.6  6168.0 148696.8   150000  1745063736701  1745063741904
read      381.5   196.5    74.4   188.7   217.0   356.0   427.2   466.0   494.0   526.4   568.3   636.8   854.8  1089.9  5568.4 152949.1   155000  1745063743406  1745063748614
read      424.2   214.9    86.8   207.6   238.2   394.2   470.8   514.7   546.6   586.6   639.8   736.6   960.5  1195.4  5967.4 148067.6   160000  1745063750117  1745063755317
read      392.3   245.7    80.4   187.7   217.4   355.4   426.4   473.6   510.8   554.6   608.5   688.7   936.3  1293.4  7075.9 152987.3   165000  1745063756820  1745063762024
read      407.5   208.6    86.8   212.0   238.8   392.2   460.6   495.3   519.6   547.1   585.5   651.9   846.0  1066.7  4522.2 157028.7   170000  1745063763527  1745063768731
read      435.3   200.8    86.8   225.1   253.6   414.8   493.3   531.6   557.8   588.4   630.7   708.4   939.5  1170.1  5534.0 148183.3   175000  1745063770234  1745063775441
read      434.4   222.9    93.8   219.8   247.5   417.2   491.7   527.7   551.8   583.0   625.0   709.9   980.7  1220.4  7333.0 148563.2   180000  1745063776944  1745063782151
read      402.6   189.0    86.8   208.9   236.0   390.7   454.6   486.9   508.8   537.1   573.8   636.1   831.3  1028.5  4952.2 159963.6   185000  1745063783654  1745063788859
read      421.3   212.8    86.8   211.3   238.4   403.7   470.6   505.7   532.6   565.0   612.8   722.4   930.8  1117.8  5492.1 152921.1   190000  1745063790362  1745063795563
read      421.4   189.7    86.8   217.3   244.0   394.6   473.8   516.4   546.1   581.6   626.0   693.0   883.1  1226.7  6391.9 153179.6   195000  1745063797066  1745063802268
read      420.0   209.0    86.8   204.6   233.8   388.8   461.4   505.6   539.8   580.9   633.3   722.9   991.7  1263.3  6370.7 153512.0   200000  1745063803771  1745063808972
read      436.5   226.8    93.8   222.4   248.1   418.3   500.5   536.1   560.4   588.1   627.1   697.5  1018.7  1311.1  7198.6 147967.0   205000  1745063810475  1745063815681
read      426.9   211.1    86.8   222.2   247.6   404.2   484.9   524.8   550.9   584.0   627.9   711.6   895.7  1098.7  5818.8 151172.1   210000  1745063817184  1745063822384
read      433.2   212.7    93.8   226.2   252.7   408.9   496.0   535.5   562.2   591.8   632.7   709.2   936.4  1151.8  5064.4 149105.3   215000  1745063823888  1745063829088
read      425.6   218.5    86.8   220.3   244.4   410.7   487.0   521.1   544.1   573.0   610.9   691.7   934.2  1113.3  6376.1 151683.5   220000  1745063830591  1745063835794
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 81.07%,43.22%,100.00%
