timestamp,memcached_cores_usage
1746540546,2
1746540548,2
1746540550,2
1746540552,2
1746540554,2
1746540556,2
1746540558,2
1746540560,2
1746540563,1
1746540565,1
1746540567,1
1746540569,1
1746540571,1
1746540573,1
1746540575,1
1746540577,1
1746540579,2
1746540582,2
1746540584,2
1746540586,2
1746540588,2
1746540590,2
1746540592,1
1746540594,1
1746540596,1
1746540598,1
1746540600,1
1746540602,1
1746540604,1
1746540606,1
1746540609,1
1746540611,1
1746540613,1
1746540615,1
1746540617,1
1746540619,1
1746540621,1
1746540623,1
1746540625,1
1746540627,1
1746540629,1
1746540631,1
1746540633,1
1746540635,1
1746540637,1
1746540640,1
1746540642,1
1746540644,1
1746540646,1
1746540648,1
1746540650,1
1746540652,1
1746540654,1
1746540656,1
1746540658,1
1746540660,2
1746540662,2
1746540664,2
1746540667,2
1746540669,2
1746540671,2
1746540673,1
1746540675,1
1746540677,1
1746540679,2
1746540681,2
1746540683,1
1746540685,2
1746540688,2
1746540690,2
1746540692,2
1746540694,2
1746540696,2
1746540698,2
1746540700,2
1746540702,1
1746540704,2
1746540706,2
1746540709,1
1746540711,1
1746540713,1
1746540715,1
1746540717,1
1746540719,2
1746540721,2
1746540723,2
1746540725,2
1746540727,2
1746540730,2
1746540732,2
1746540734,2
1746540736,2
1746540738,2
1746540740,2
1746540742,2
1746540744,2
1746540746,2
1746540748,2
1746540750,2
1746540752,1
1746540755,2
1746540757,2
1746540759,1
1746540761,2
1746540763,2
1746540765,1
1746540767,1
1746540770,1
1746540772,1
1746540774,1
1746540776,1
1746540778,1
1746540780,1
1746540782,1
1746540784,1
1746540786,1
1746540789,2
1746540791,2
1746540793,2
1746540795,2
1746540798,2
1746540800,2
1746540802,2
1746540804,2
1746540806,2
1746540808,2
1746540810,2
1746540812,1
1746540814,1
1746540817,1
1746540819,1
1746540821,1
1746540823,1
1746540825,1
1746540827,1
1746540829,1
1746540831,2
1746540833,2
1746540835,2
1746540837,2
1746540839,2
1746540841,2
1746540843,2
1746540845,2
1746540847,2
1746540849,2
1746540851,2
1746540853,2
1746540855,2
1746540857,2
1746540859,2
1746540861,1
1746540863,1
1746540865,1
1746540867,1
1746540869,1
1746540871,2
1746540873,2
1746540875,2
1746540877,2
1746540879,2
1746540881,2
1746540883,2
1746540885,2
1746540887,2
1746540889,2
1746540891,1
1746540893,2
1746540895,2
1746540897,1
1746540899,1
1746540901,1
1746540903,1
1746540905,1
1746540907,1
1746540909,2
1746540912,2
1746540914,2
1746540916,2
1746540918,2
1746540920,2
1746540922,2
1746540924,2
1746540926,2
1746540928,2
1746540930,2
1746540932,2
1746540934,2
1746540936,2
1746540938,2
1746540940,2
1746540942,1
1746540944,2
1746540946,2
1746540948,1
1746540950,1
1746540952,1
1746540954,1
1746540956,1
1746540958,1
1746540960,1
1746540962,1
1746540964,1
1746540966,1
1746540968,1
1746540970,2
1746540972,2
1746540974,2
1746540976,2
1746540978,2
1746540980,2
1746540982,2
1746540984,2
1746540986,2
1746540988,2
1746540990,2
1746540992,1
1746540994,1
1746540996,1
1746540998,1
1746541000,2
1746541002,2
1746541004,2
1746541006,2
1746541008,2
1746541011,2
1746541013,1
1746541015,1
1746541017,1
1746541019,1
1746541021,1
1746541023,1
1746541025,1
1746541027,1
1746541029,1
1746541031,1
1746541033,1
1746541035,1
1746541037,1
1746541039,1
1746541041,2
1746541043,2
1746541045,2
1746541047,2
1746541049,2
1746541051,2
1746541053,1
1746541055,1
1746541057,1
1746541059,1
1746541061,1
1746541063,1
1746541065,1
1746541067,1
1746541069,1
1746541071,1
1746541073,1
1746541075,1
1746541077,1
1746541079,1
1746541081,1
1746541083,1
1746541085,1
1746541087,1
1746541089,1
1746541091,1
1746541093,1
1746541095,1
1746541097,1
1746541099,1
1746541101,1
1746541103,1
1746541105,1
1746541107,1
1746541109,2
1746541111,2
1746541113,2
1746541115,2
1746541117,2
1746541119,2
1746541121,2
1746541123,2
1746541125,2
1746541127,2
1746541129,2
1746541131,1
1746541134,2
1746541136,2
1746541138,1
1746541140,1
1746541142,1
1746541144,1
1746541146,1
1746541148,1
1746541150,1
1746541152,1
1746541154,1
1746541156,1
1746541158,1
1746541160,2
1746541162,2
1746541164,1
1746541166,2
1746541168,2
1746541170,1
1746541172,2
1746541174,2
1746541176,1
1746541179,2
1746541182,2
1746541184,2
1746541186,2
1746541188,2
1746541190,2
1746541192,1
1746541194,1
1746541196,1
1746541198,1
1746541200,2
1746541202,2
1746541206,2
1746541208,2
1746541210,2
1746541212,1
1746541214,1
1746541216,1
1746541218,1
1746541220,2
1746541223,2
1746541225,1
1746541227,2
1746541229,2
1746541232,2
1746541234,2
1746541236,2
1746541238,2
1746541240,2
1746541242,1
1746541244,1
1746541246,1
1746541248,1
1746541250,1
1746541252,1
1746541254,1
1746541256,1
1746541258,1
1746541260,1
1746541262,1
1746541264,1
1746541266,1
1746541268,1
1746541270,1
1746541272,1
1746541274,1
1746541276,1
1746541278,1
1746541280,2
1746541282,2
1746541284,2
1746541286,2
1746541288,2
1746541290,2
1746541292,1
1746541294,1
1746541296,1
1746541298,1
1746541300,1
1746541302,1
1746541304,1
1746541306,1
1746541308,1
1746541310,2
1746541312,2
1746541314,2
1746541316,2
1746541318,2
1746541320,2
1746541322,1
1746541325,1
1746541327,1
1746541329,1
1746541331,2
1746541333,2
1746541335,2
1746541337,2
1746541339,1
1746541341,1
1746541343,1
1746541345,1
1746541347,1
