Random waveform, supplied seed
Total number of intervals = 112 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042, 112238, 160265, 57109, 88551, 8385, 34088, 113600, 131842, 112066, 72585, 133669, 11820, 12639, 118548, 165754, 86823, 16898, 123124, 72278, 47757, 60510, 25237, 97783, 118966, 16631, 11743, 115026, 122371, 7198, 25022, 157513, 171975, 154918, 139185)
Average QPS expected = 93505
Timestamp start: 1747331534171
Timestamp end: 1747332534411

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      233.9   193.8    59.1   112.4   142.2   227.3   249.3   262.3   271.4   283.7   299.1   327.9   412.9  2077.2  9645.2   8223.1     8195
read      317.9   476.0    63.8   162.6   175.1   239.1   272.3   294.1   312.0   335.2   369.4   459.4  2783.5  5313.8 12322.3 158693.8   158594
read      258.1   215.8    63.8   153.9   164.3   223.5   260.0   283.7   302.0   324.6   354.9   402.0   941.5  2790.5  7830.4 149755.7   149766
read      245.2   165.1    59.1   115.7   153.9   236.6   262.0   275.2   287.0   299.6   317.8   345.9   497.7  2255.7  7348.4  10384.6    10382
read      324.5   346.9    63.8   172.5   186.9   256.8   291.6   313.5   331.4   355.9   399.1   679.8  1557.5  3857.6  8078.4 170525.7   170548
read      254.7   217.4    59.1   153.2   163.5   222.4   258.6   282.5   300.7   322.8   352.1   397.7   762.0  2724.7  7286.9 150413.3   150565
read      250.0   212.9    63.8   149.2   158.0   215.1   253.3   279.2   299.3   323.2   352.6   396.9   784.4  2928.9  6231.4 136850.6   137144
read      255.0   245.6    63.8   150.9   160.8   218.6   255.8   280.5   299.4   322.4   352.2   397.2   739.7  3839.6  7847.1 143546.0   143496
read      250.0   227.4    63.8   150.8   160.6   217.5   254.4   278.9   297.6   320.3   349.0   393.0   580.2  3304.7  7725.0 144770.8   144743
read      247.1   218.7    63.8   144.6   153.5   211.4   256.2   287.0   309.2   333.4   361.6   401.2   585.7  3056.1  7447.7 116680.6   116745
read      260.2   251.2    59.1   150.2   159.8   219.5   261.5   290.1   312.0   337.3   368.3   417.8   963.8  2999.6  7334.0 129456.6   129314
read      253.7   243.6    63.8   151.2   161.4   221.0   258.9   283.8   302.9   325.8   355.2   398.8   647.7  3019.3 11846.5 144658.4   144723
read      251.9   209.3    59.1   145.4   154.6   215.1   259.9   289.7   311.5   335.6   363.9   404.3   706.1  3158.3  7092.1 117583.0   117379
read      254.9   219.4    59.1   145.1   154.4   215.6   260.7   290.9   313.1   338.1   368.0   417.5   793.2  3201.4  6592.5 119850.2   119931
read      248.4   197.2    59.1   148.2   157.0   215.2   255.9   284.1   305.4   330.4   361.0   404.6   667.0  2131.2  5452.7 132128.9   132052
read      253.4   255.7    59.1   149.7   159.1   216.5   253.2   277.5   296.7   319.8   349.0   394.7   809.7  3384.3  8270.5 143225.2   143350
read      253.0   246.0    63.8   149.8   159.1   215.8   252.5   277.4   297.2   321.1   351.9   399.6   870.9  3193.1  7902.7 143528.8   143518
read      262.6   253.3    63.8   160.7   171.5   232.7   265.5   285.6   300.8   319.8   346.2   393.3   661.9  3460.8  7623.6 172887.2   172981
read      253.4   206.9    63.8   143.3   152.6   217.0   270.9   302.8   323.2   344.2   369.5   406.6   592.3  3100.2  7686.6  93934.2    94027
read      265.7   238.6    63.8   161.3   172.8   236.1   270.2   291.0   306.9   326.1   352.8   398.1   617.7  3761.5  8028.3 170014.7   170019
read      268.1   251.2    68.9   163.6   176.0   240.1   272.4   292.5   308.2   327.5   355.2   402.6   613.5  3364.5  9271.7 178935.4   179090
read      257.2   162.2    59.1   143.4   154.7   246.1   288.3   308.2   321.0   337.1   356.5   387.5   493.8  2500.1  5278.1  47082.1    47130
read      245.0   123.1    63.8   140.6   162.4   239.5   265.3   279.1   290.0   302.8   319.5   347.3   437.0  1821.8  3445.6  19488.7    19439
read      252.3   318.6    63.8   147.4   156.3   215.4   256.4   283.9   304.8   329.2   358.7   401.4   644.5  3358.2  8070.9 128789.8   128963
read      245.7   128.0    63.8   142.1   159.6   239.9   267.4   282.2   293.0   307.0   324.2   354.0   441.3  1769.5  4799.7  23705.4    23787
read      255.6   173.6    59.1   141.7   151.5   233.5   286.1   309.6   325.0   342.2   364.5   399.0   563.6  2436.0  4839.7  61794.4    61848
read      254.0   240.9    59.1   143.3   152.3   213.4   264.8   296.6   318.2   341.1   367.6   407.5   710.0  3517.2  7787.6 101841.8   101968
read      250.8   207.8    63.8   144.6   153.5   213.8   264.0   296.0   318.2   342.0   369.7   411.9   626.1  2892.5  6387.8 108788.8   108767
read      257.1   214.9    63.8   145.1   154.3   219.6   274.5   307.1   328.3   350.7   377.4   420.7   628.2  3108.0  7743.8  97104.9    97139
read      248.3   188.1    63.8   154.4   164.9   224.8   260.4   283.0   300.1   320.5   347.3   389.1   486.5  2404.2  7058.6 158639.4   158594
read      244.6   206.5    63.8   150.3   159.8   217.6   256.5   282.4   302.0   325.2   353.7   394.3   500.9  1687.2  4815.0 141169.3   141240
read      257.7   135.4    59.1   143.9   156.0   255.9   295.6   315.0   328.3   342.8   362.3   391.1   458.2   707.3  4504.6  41339.6    41405
read      251.7   122.9    59.1   142.8   153.1   239.5   291.7   314.3   329.2   344.9   365.7   396.2   464.7   654.5  4191.0  58113.0    57997
read      254.5   269.5    63.8   150.9   160.9   220.8   262.5   290.0   310.9   335.3   365.2   409.0   607.4  2862.3 13583.1 133866.2   133577
read      252.1   123.7    59.1   142.5   153.1   242.6   292.0   313.9   328.5   344.0   364.5   394.6   463.2   656.6  3220.3  53830.1    53832
read      252.8   231.3    63.8   151.7   161.9   221.9   261.2   286.9   306.6   330.1   359.7   402.3   540.9  3223.6  8790.7 139996.8   139832
read      258.7   212.5    68.9   161.7   173.2   235.3   268.9   289.3   304.9   323.5   349.1   392.3   509.9  3077.7  7200.2 170519.0   170515
read      249.5   186.9    63.8   149.5   158.6   217.6   260.1   288.9   310.4   334.9   364.1   403.8   583.7  2273.3  6316.7 128733.8   128494
read      251.3   153.0    63.8   143.2   164.4   249.4   276.5   291.8   302.8   315.9   333.2   359.9   423.9   617.3  9339.0  20732.6    20789
read      253.6   121.9    63.8   143.5   153.6   236.8   293.5   318.4   334.6   352.0   372.6   403.6   479.2   710.3  4854.3  63709.6    63647
read      254.9   184.5    63.8   143.9   153.8   235.3   292.7   317.9   334.3   351.8   372.4   403.5   482.9  1080.7  6362.3  64710.6    64802
read      258.6   206.1    59.1   145.4   156.3   246.4   296.3   319.0   333.9   349.7   370.0   400.2   470.5   839.9 15033.3  55713.2    55719
read      269.6   234.4    63.8   165.0   177.8   245.9   280.5   301.2   317.0   336.9   363.6   406.3   543.0  3344.7  7523.4 174279.0   174179
read      244.6   165.4    59.1   143.8   152.9   215.0   266.5   298.2   319.9   343.3   370.6   410.0   505.4   865.0  6257.0 106176.0   106356
read      274.5   210.8    63.8   168.8   182.6   253.9   287.5   307.3   321.4   340.9   366.9   410.2   548.8  2652.6  5326.0 178799.7   178750
read      241.8   173.2    59.1   143.4   152.4   213.2   263.3   294.1   315.5   338.0   363.6   399.1   492.1   955.2  5252.1 105778.3   105831
read      248.1   157.5    54.7   145.4   154.5   217.3   267.5   298.8   321.0   344.7   372.1   413.9   535.2  1515.8  4698.8 110491.2   110667
read      225.5   136.2    68.9   110.8   141.7   222.9   244.7   256.7   266.5   276.8   292.6   319.2   411.9  1238.0  4759.7   8827.1     8803
read      286.9   309.1    59.1   140.3   150.9   252.9   310.5   338.8   357.2   376.9   401.7   443.9   874.1  5146.7  8090.5  45651.3    45662
read      277.7   244.2    63.8   140.5   153.4   260.0   304.3   326.5   341.1   358.6   380.5   420.9   862.1  2699.2 11168.5  30788.6    30867
read      288.2   286.2    63.8   140.5   151.2   254.5   313.6   341.9   360.5   380.8   404.5   448.3   897.9  4489.2  7764.3  45596.9    45656
