job_name,average_execution_time_seconds,std_dev_execution_time_seconds
blackscholes,125.33333333333333,2.0816659994661326
canneal,302.6666666666667,32.86842456421259
dedup,22.666666666666668,1.5275252316519468
ferret,289,17.435595774162696
freqmine,304.3333333333333,3.2145502536643185
radix,49,1.0
vips,63,1.0
Total,951.0247677167257,80.70772154665951
