job_name,average_execution_time_seconds,std_dev_execution_time_seconds
blackscholes,115.66666666666667,4.163331998932265
canneal,257,16.822603841260722
dedup,24.666666666666668,1.5275252316519468
ferret,260,8.717797887081348
freqmine,278,2.0
radix,49,1.7320508075688772
vips,59,5.0
Total,925.3296932379404,40.40875608459922
