Random waveform, supplied seed
Total number of intervals = 240 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042, 112238, 160265, 57109, 88551, 8385, 34088, 113600, 131842, 112066, 72585, 133669, 11820, 12639, 118548, 165754, 86823, 16898, 123124, 72278, 47757, 60510, 25237, 97783, 118966, 16631, 11743, 115026, 122371, 7198, 25022, 157513, 171975, 154918, 139185, 152724, 20845, 140348, 88725, 134088, 66126, 78214, 55191, 54081, 112478, 179666, 100584, 127920, 6594, 25020, 129587, 10277, 148458, 66114, 49261, 133049, 106628, 23498, 103564, 161774, 39037, 163622, 132405, 131596, 174543, 90567, 116582, 13888, 119224, 156471, 164013, 41909, 128280, 107066, 46119, 10227, 10870, 146664, 19865, 113409, 70623, 52633, 104630, 42594, 95196, 52243, 37031, 39878, 110750, 8231, 63638, 90167, 50555, 15997, 43089, 12188, 76615, 143480, 63793, 71996, 41778, 21860, 45582, 81972, 42852, 51852, 109368, 55794, 35534, 90576, 95085, 100029, 72551, 84629, 74136, 130756, 69916, 72019, 78070, 99548, 36393, 172591, 8325, 73684, 48420, 6828, 118747, 7123, 175577, 147498, 35814, 59488, 167483, 88988, 9869, 111786, 92736, 178657, 108877, 19091, 65772, 79060, 99953, 24354, 144236, 168093, 22028, 77499, 128271, 126673, 43605, 103217, 93706, 23247, 77378, 10495, 134841, 120602, 36975, 151323, 105217, 110653, 127593)
Average QPS expected = 87982
Timestamp start: 1747078381374
Timestamp end: 1747079581716

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      198.3    61.2    86.8   137.5   152.6   196.8   210.9   217.9   224.1   230.6   238.5   253.4   292.4   544.6  2970.2   8203.6     8195
read      207.9   172.2    68.9   109.6   120.2   184.0   219.4   241.8   259.2   279.8   306.7   346.4   499.4  1904.6  3605.3 158416.6   158594
read      205.1   178.0    68.9   106.0   116.3   179.6   216.0   238.9   257.2   278.7   306.1   345.6   471.0  2302.1  7160.2 149886.2   149766
read      215.0   182.4    80.4   130.4   147.3   199.5   216.9   227.1   233.8   243.7   255.6   280.9   625.0  2962.6  7369.5  10390.2    10382
read      354.1   388.1    74.4   147.8   171.3   265.2   300.5   322.0   341.3   368.8   428.8  1309.7  1658.2  3657.1  8081.3 169841.2   170548
read      218.1   176.7    68.9   110.0   121.3   189.1   227.5   251.2   269.2   290.7   318.4   364.9   744.9  2191.7  5003.5 150591.2   150565
read      219.8   216.0    68.9   107.2   117.9   185.4   225.7   251.0   270.3   293.3   322.2   370.0   795.3  3185.9  7628.7 136944.6   137144
read      211.5   185.7    68.9   107.7   118.3   183.6   222.1   246.5   265.4   287.7   315.1   357.0   525.7  2217.0  8180.2 143708.8   143496
read      219.9   238.0    68.9   109.1   119.9   187.8   227.4   251.8   270.3   292.4   319.9   364.9   641.5  3264.4  8908.1 144893.6   144743
read      238.4   248.3    68.9   105.0   115.4   190.0   239.0   270.0   292.7   320.1   361.0   454.4  1128.2  3366.0  7397.8 116929.4   116745
read      279.3   336.5    68.9   108.7   120.3   202.5   247.3   273.1   293.8   320.2   366.2   907.1  1577.3  3347.5  7543.0 129324.4   129314
read      218.2   219.0    68.9   109.1   120.0   188.3   228.3   253.1   271.7   293.5   320.5   364.5   529.5  3239.9  7693.9 144833.4   144723
read      234.1   249.5    68.9   104.7   115.1   189.2   237.9   269.6   293.5   322.4   365.1   453.4   862.7  3204.2  9063.0 117387.2   117379
read      235.9   289.3    68.9   104.5   114.9   187.7   235.0   265.3   287.6   314.1   349.8   427.8  1160.7  3679.0 11438.5 119733.2   119931
read      321.6   405.8    68.9   111.2   124.7   212.8   253.1   279.8   303.2   340.0   481.4  1326.0  1712.3  3458.4  7971.0 131791.8   132052
read      210.9   190.6    68.9   106.0   116.5   182.3   221.5   246.4   265.4   287.5   314.9   356.6   562.5  2220.3  4758.5 143257.6   143350
read      219.7   221.1    68.9   105.9   116.3   183.7   224.0   249.0   267.6   289.7   317.8   364.6  1111.9  2948.2  7611.8 143473.4   143518
read      243.6   233.8    68.9   122.3   137.5   215.4   252.7   274.5   291.7   312.5   341.5   396.9   732.8  3074.1  7586.3 173031.2   172981
read      231.9   217.8    68.9   102.6   112.2   193.7   251.7   284.4   307.6   335.2   371.5   433.1   670.1  2645.2  6444.4  93821.2    94027
read      230.8   227.4    68.9   115.8   129.2   200.9   237.9   260.3   276.0   295.7   321.0   367.1   901.7  3062.5  7419.6 170180.6   170019
read      227.7   183.8    68.9   119.7   133.5   204.5   238.7   259.2   273.8   292.3   316.1   356.7   678.0  1852.4  5495.2 179130.2   179090
read      222.5   143.1    68.9   106.5   116.7   217.1   255.2   273.2   286.0   299.8   317.9   346.8   447.6  2118.0  3457.2  47114.0    47130
read      224.8   122.5    74.4   115.5   130.0   216.0   242.8   257.4   268.0   280.0   295.7   325.6   597.5  1800.5  2746.5  19438.0    19439
read      254.3   300.5    68.9   106.5   117.4   193.1   238.0   266.3   287.7   314.7   356.5   538.9  1455.8  3426.3  8089.0 128822.8   128963
read      224.3   131.8    74.4   121.0   134.9   220.8   244.1   256.5   266.2   276.2   291.5   315.9   416.1  1803.2  5997.4  23813.2    23787
read      274.7   456.3    68.9   102.0   111.8   220.9   275.2   308.1   330.9   356.6   387.5   433.5  1460.1  7176.4 11692.4  61736.4    61848
read      245.8   301.2    68.9   102.4   112.2   191.9   248.5   284.3   311.4   344.0   389.9   467.7  1189.7  4150.4  9261.5 101812.2   101968
read      241.2   267.2    68.9   103.2   113.2   189.5   243.1   278.1   305.3   338.9   386.4   472.8  1041.6  3623.8  8146.7 109231.4   108767
read      237.3   229.8    68.9   102.6   112.6   194.0   250.1   283.6   308.0   336.7   375.3   448.1   875.9  2980.9  7557.0  97242.8    97139
read      235.3   243.9    68.9   110.6   122.5   195.5   235.4   259.8   276.8   297.8   326.4   377.8  1361.5  2931.5  6419.4 158458.8   158594
read      208.8   197.9    63.8   104.6   114.7   179.4   218.1   242.9   262.1   284.7   312.9   355.7   550.6  2252.0  7990.6 141363.6   141240
read      248.7   285.9    68.9   108.0   119.2   222.5   261.6   282.0   296.3   314.2   338.2   379.8  1091.8  3810.9  7912.4  41575.6    41405
read      262.8   401.2    68.9   101.7   111.5   220.6   273.6   305.0   326.2   349.7   377.8   421.9   880.0  7006.5 10504.0  57921.0    57997
read      267.7   316.6    68.9   106.9   118.3   197.4   241.1   267.6   288.1   314.7   357.4   706.6  1553.8  3020.9  7911.1 133550.2   133577
read      252.2   379.1    74.4   103.5   113.6   217.4   263.3   287.4   304.8   325.0   352.3   397.0   966.9  6252.0 15199.2  53768.8    53832
read      303.3   395.0    68.9   110.3   123.2   211.5   250.9   274.5   294.5   321.9   376.8  1259.3  1672.2  4100.7  7644.5 139732.2   139832
read      224.4   212.2    68.9   114.1   127.2   196.4   232.8   255.3   272.1   292.1   317.6   360.0   671.1  2925.0  7369.3 170579.0   170515
read      209.4   162.0    68.9   103.0   112.7   178.6   220.5   247.6   268.0   291.9   320.3   365.3   677.8  2034.6  4379.9 128358.4   128494
read      214.7   114.6    74.4   118.0   131.8   212.2   234.0   246.4   254.5   265.9   279.3   303.2   371.6  1523.6  4118.6  20846.8    20789
read      282.6   442.1    68.9   102.8   113.0   222.7   279.9   314.1   338.8   366.8   400.9   461.0  1717.1  7443.5  8969.1  63793.4    63647
read      267.0   347.0    68.9   102.5   112.4   222.1   279.3   313.3   337.2   364.6   397.7   450.8  1242.0  5682.6  9384.8  64804.6    64802
read      287.7   528.8    74.4   103.8   114.0   225.6   279.6   311.6   334.2   359.4   389.9   436.7  1640.3  8356.1 12022.0  55737.0    55719
read      362.2   397.7    68.9   159.6   184.2   276.5   313.8   337.0   355.9   382.3   433.1  1296.6  1644.8  3965.1  9647.3 173830.0   174179
read      253.4   315.8    68.9   107.2   117.9   197.9   252.4   286.5   312.2   344.1   392.2   493.5  1261.1  3693.9 10780.9 106396.2   106356
read      327.9   338.9    74.4   155.3   177.7   285.5   329.5   355.0   373.6   397.8   431.0   496.5  1514.4  5098.4  8997.6 178505.4   178750
read      264.6   323.4    68.9   109.5   120.7   204.5   258.5   291.3   315.5   345.4   392.3   526.2  1384.4  3765.1  9573.0 106021.0   105831
read      246.9   250.6    68.9   105.2   115.7   193.3   244.8   277.0   301.7   333.1   381.0   517.4  1274.2  2787.5  7240.3 110725.2   110667
read      230.8   197.8    86.8   138.3   155.5   210.1   229.2   240.0   249.1   260.1   274.7   308.7   932.2  2480.4  7796.1   8828.8     8803
