Random waveform, random seed
Total number of intervals = 130 (22556, 24601, 93167, 76301, 115545, 92398, 94894, 38185, 16402, 19366, 132786, 49303, 136578, 86344, 28791, 165624, 164237, 134639, 51788, 90448, 45054, 133446, 113080, 132056, 38104, 52975, 83776, 88517, 152682, 9209, 60499, 8546, 115757, 160042, 154217, 87033, 60992, 66817, 142493, 87032, 37980, 72701, 155615, 125381, 34068, 119376, 86208, 19310, 58759, 158692, 47987, 69279, 50222, 10633, 11423, 158016, 53582, 126622, 52313, 155140, 21756, 44660, 157915, 109018, 118021, 56842, 140042, 22830, 82111, 108787, 87493, 77211, 174383, 29808, 102938, 136146, 6277, 125610, 29591, 126520, 93724, 155823, 131550, 103527, 65098, 121606, 114942, 109746, 100072, 95701, 136159, 44752, 126627, 146483, 134249, 134446, 130381, 54909, 28315, 39722, 116975, 144309, 164595, 27044, 16500, 91408, 78166, 131457, 123749, 81220, 11682, 136317, 79766, 73023, 136642, 109313, 9028, 167348, 101445, 73159, 156302, 121204, 172629, 119095, 82789, 128385, 118716, 5870, 101720, 145578)
Average QPS expected = 91390
Timestamp start: 1746539169793
Timestamp end: 1746540470037

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      205.6   144.6    54.7   104.7   117.3   197.1   224.2   237.0   247.4   259.2   274.3   302.6   421.2  2185.4  5732.0  22522.8    22556
read      233.4   236.0    59.1   101.3   113.2   207.6   241.0   258.6   271.4   287.2   308.6   351.2  1177.2  3218.9  7618.5  24589.0    24601
read      263.0   383.5    54.7    97.2   107.2   200.2   261.7   300.7   328.9   361.1   400.2   468.1  1401.3  5455.8 10671.5  92937.5    93167
read      270.9   420.2    54.7    96.4   106.2   207.3   268.9   306.4   333.5   364.8   403.4   481.4  1481.6  7114.0 10578.0  76415.2    76301
read      243.9   288.7    50.7   100.1   110.5   187.4   241.4   276.6   304.0   337.8   386.2   478.0  1288.6  3640.9  9232.8 115495.0   115545
read      254.9   351.3    54.7    97.5   107.5   197.4   259.2   295.2   321.2   353.1   393.8   460.4  1334.5  5955.5  9755.8  92267.4    92398
read      254.6   299.6    54.7    97.2   107.5   200.0   264.6   305.5   334.5   367.0   404.5   469.8  1261.0  4220.8  8036.5  94997.1    94894
read      254.5   351.6    50.7    97.8   109.0   214.0   259.8   283.2   299.1   317.4   342.2   389.8  1487.7  4903.1 10783.3  38181.5    38185
read      208.3   187.7    54.7   102.4   115.5   191.7   220.3   233.9   244.8   257.1   274.0   307.1   711.4  2518.3  7447.8  16375.7    16402
read      223.5   334.8    59.1   102.1   114.8   198.4   229.0   244.5   255.0   269.1   287.8   320.1   970.1  3421.3 17343.9  19400.6    19366
read      269.8   336.0    54.7   103.3   114.6   194.6   238.4   266.0   287.6   315.8   364.0   784.5  1551.2  3631.2  8134.1 132920.4   132786
read      244.2   292.8    54.7    96.9   106.9   209.7   257.5   282.5   299.9   319.8   345.6   392.6  1177.1  4371.9  7918.9  49268.3    49303
read      237.6   273.7    50.7   102.6   113.2   184.9   229.6   257.6   278.5   304.0   338.7   418.9  1380.4  3368.8  7554.8 136533.6   136578
read      238.9   260.2    54.7    96.0   105.3   194.4   255.7   289.2   312.8   340.3   375.6   432.5  1013.4  3715.2  7783.5  86397.8    86344
read      228.9   230.5    54.7    98.9   110.5   207.3   244.2   263.2   275.9   292.1   313.4   351.5   969.7  3000.1  7807.9  28735.9    28791
read      301.2   356.2    50.7   120.1   137.1   231.3   273.8   300.7   321.6   351.3   399.8   606.9  1603.9  4013.5  8832.3 165637.0   165624
read      231.0   259.9    50.7   110.4   122.5   196.6   237.9   263.5   282.1   304.7   334.6   385.8   636.3  3608.4  8489.4 164263.2   164237
read      226.2   243.9    50.7   102.6   113.1   183.4   228.5   257.3   278.6   303.7   335.4   392.4  1208.1  2770.2  8194.3 134612.1   134639
read      246.6   309.3    54.7    97.7   108.1   211.4   260.7   285.7   303.3   323.4   350.7   397.1  1106.1  5006.8  7927.7  51958.3    51788
read      270.4   406.7    54.7    97.8   108.3   203.8   267.5   307.2   335.9   368.6   408.2   480.9  1544.7  5812.4 11587.8  90545.0    90448
read      257.3   313.7    54.7    97.9   108.7   215.1   266.3   292.5   310.7   331.6   359.9   413.2  1436.2  4510.8  7832.6  45097.1    45054
read      276.0   326.1    59.1   105.7   117.7   198.0   244.3   275.0   301.0   336.7   408.3   789.6  1519.0  3149.0  9004.0 133233.5   133446
read      234.1   265.0    50.7    99.9   110.1   185.7   239.7   272.6   296.5   325.2   365.8   441.9  1010.9  3665.7  8765.0 113058.3   113080
read      252.2   280.2    54.7   103.4   114.4   190.5   236.4   266.3   289.0   317.5   362.9   548.4  1438.9  3072.8  7736.5 132071.6   132056
