Random waveform, random seed
Total number of intervals = 130 (173066, 129456, 95375, 78418, 160308, 72198, 99581, 67741, 97393, 38271, 55157, 10130, 138817, 92920, 112134, 167724, 112004, 75783, 158584, 157044, 164818, 95689, 98912, 18859, 13649, 130095, 156431, 17685, 58614, 176109, 167371, 129202, 20732, 158949, 157987, 102151, 44035, 164987, 134561, 136266, 96350, 9842, 17546, 172423, 161600, 93548, 173272, 92022, 76372, 77440, 173489, 54952, 51568, 67685, 29908, 34960, 58728, 163114, 165339, 107340, 87447, 5027, 113610, 116851, 163992, 47836, 164752, 34713, 111310, 141023, 62001, 58909, 69687, 84747, 138065, 51162, 58853, 168023, 65264, 126009, 80280, 131384, 122888, 131370, 56626, 18587, 163604, 169434, 161083, 152181, 160517, 86098, 86931, 82072, 146790, 41335, 110451, 50713, 45010, 94735, 166410, 85827, 90509, 16906, 92368, 124214, 19988, 80565, 21721, 157912, 56820, 134628, 36046, 112649, 64934, 163560, 131481, 168982, 79656, 148786, 158581, 110299, 120511, 86231, 51599, 51577, 38488, 27594, 160995, 68956)
Average QPS expected = 99283
Timestamp start: 1746540538666
Timestamp end: 1746541838906

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      220.5   164.5    59.1   114.4   127.6   197.2   235.4   260.4   278.7   301.5   331.1   378.1   518.3  1537.0  4911.9 173145.4   173066
read      212.7   194.4    54.7   100.6   110.5   177.2   222.0   252.6   274.8   300.1   331.1   379.6   685.3  2314.4  7080.3 129307.7   129456
read      246.0   311.3    54.7    98.7   108.8   193.0   253.3   289.2   314.4   343.7   382.1   448.6  1167.0  4362.7  9886.0  95331.2    95375
read      264.8   385.0    54.7    96.8   106.6   203.2   266.2   303.5   329.4   358.4   394.4   457.6  1515.8  5974.1  9388.4  78371.3    78418
read      254.8   328.1    54.7   111.4   124.3   199.4   237.9   263.4   283.2   308.7   344.9   430.9  1492.7  3763.5 10180.2 160149.4   160308
read      248.0   350.2    54.7    96.4   105.8   199.1   255.5   286.0   307.1   331.9   364.5   420.8  1245.8  5536.9  9710.9  72125.7    72198
read      262.9   395.1    54.7    98.6   109.1   197.0   259.3   300.8   331.2   364.5   404.3   473.4  1408.5  5832.2 11632.8  99471.2    99581
read      254.7   363.7    54.7    95.1   104.4   203.8   263.7   297.2   320.1   345.3   376.0   429.5  1242.0  5789.2  9765.0  67696.0    67741
read      257.7   357.9    54.7    98.0   108.4   196.7   259.4   300.5   330.3   362.8   401.3   466.4  1332.2  5001.2 11273.1  97465.9    97393
read      248.1   268.4    59.1    98.3   109.3   208.9   259.6   283.5   299.2   318.3   344.3   401.1  1327.4  3608.3  7627.0  38379.4    38271
read      255.7   350.4    54.7    96.1   105.9   207.6   265.1   295.5   315.8   338.6   366.7   417.6  1315.9  5473.5  8119.2  55293.6    55157
read      193.1   179.3    59.1   104.1   116.6   174.5   196.3   208.8   217.9   230.3   247.6   279.0   664.1  2532.5  7283.0  10175.3    10130
read      264.7   319.3    54.7   105.5   117.2   193.8   235.3   264.4   287.7   318.2   368.3   660.8  1534.8  3368.0  7979.6 138761.1   138817
read      236.3   285.4    54.7    97.4   107.0   189.4   248.9   283.9   308.4   336.5   371.7   430.7   906.7  4441.8  9745.7  92701.0    92920
read      230.6   257.8    54.7    98.8   108.8   182.9   235.7   271.2   296.0   324.9   363.6   433.3   964.3  3394.7  7976.9 112262.3   112134
read      231.9   258.1    54.7   111.0   123.3   196.0   235.6   261.4   280.4   304.0   336.0   392.8   778.5  3365.0  7441.6 167965.2   167724
read      232.0   307.9    59.1    98.7   108.5   182.0   233.5   267.3   291.1   318.4   354.2   419.9  1030.2  4204.2 11739.9 111854.7   112004
read      262.9   395.1    50.7    95.9   105.4   202.7   263.9   300.3   325.3   353.6   388.4   447.3  1460.8  6363.2  9274.8  75811.1    75783
read      243.8   298.0    54.7   108.8   120.5   194.3   234.2   260.2   279.9   304.9   339.8   410.7  1437.9  3437.2  9146.6 158703.0   158584
read      225.6   249.4    59.1   107.3   118.9   188.9   229.5   255.1   274.6   298.6   330.3   383.7   826.0  3287.7  8242.5 156971.5   157044
read      231.5   269.3    54.7   110.6   122.8   195.2   235.2   261.3   280.4   304.2   336.2   391.8   779.8  3347.8  8072.0 164822.4   164818
read      233.4   338.6    54.7    98.3   107.8   185.9   240.6   272.7   294.3   319.0   351.9   407.9   934.8  4688.0 11429.3  95578.8    95689
read      242.2   313.3    54.7    98.7   108.6   189.4   246.7   282.5   308.0   337.4   374.2   437.0  1202.0  4338.8 10888.2  98925.4    98912
read      215.6   243.2    54.7   101.3   113.4   189.0   216.6   232.4   244.4   258.4   276.1   314.4  1035.0  3473.6  7723.1  18872.3    18859
read      202.4   202.0    63.8   104.3   116.9   180.3   202.9   216.3   227.0   239.9   258.6   294.6   874.1  2437.0  7670.7  13655.5    13649
read      233.4   262.1    54.7   103.0   113.4   184.3   229.8   260.3   282.8   309.4   344.2   421.6  1261.6  3419.8  7720.8 129981.6   130095
read      232.1   266.6    54.7   109.2   120.7   192.9   234.2   260.4   279.7   303.3   334.6   388.9   865.4  3483.0  7739.0 156395.0   156431
read      200.1   136.8    59.1   104.8   117.6   188.3   212.4   226.2   236.0   249.6   267.1   295.2   517.7  1968.1  5285.5  17712.7    17685
read      254.7   365.2    54.7    96.7   106.5   208.6   266.5   298.3   319.4   342.9   371.3   420.7  1142.8  6232.2 10503.0  58513.2    58614
read      302.1   318.5    54.7   131.9   150.3   239.1   282.0   310.5   334.0   366.3   418.7   565.1  1530.1  3438.0  7848.6 175951.9   176109
read      224.0   181.0    59.1   112.9   125.7   196.3   234.3   258.8   276.5   298.9   329.2   378.7   598.0  2466.6  4269.3 167407.1   167371
read      206.7   143.5    50.7   101.9   111.7   177.4   220.2   249.4   270.9   295.3   325.5   370.7   584.3  1495.0  2949.6 129117.7   129202
read      204.4   127.1    54.7   102.5   114.9   193.2   221.6   237.9   250.2   264.4   282.3   312.4   473.0  1919.5  3340.6  20710.7    20732
read      292.8   328.1    50.7   118.2   133.7   220.5   260.0   285.9   307.4   337.5   390.7   807.5  1569.9  3355.7  7415.3 158871.9   158949
read      218.0   180.5    59.1   110.1   121.5   189.7   228.5   253.3   272.2   294.7   323.6   370.0   539.8  2821.0  4864.5 157874.3   157987
read      227.5   243.6    54.7    99.1   109.1   185.7   241.6   276.0   300.2   328.3   365.7   428.4   689.0  3031.4  9737.6 102321.8   102151
read      243.1   297.4    54.7    97.2   107.6   206.4   258.1   284.7   302.4   321.5   345.8   389.3  1050.9  4425.2  8025.1  43911.2    44035
read      256.4   270.8    59.1   115.6   129.8   210.1   250.4   275.1   294.9   319.8   357.5   436.9  1434.0  3243.0  7913.7 164941.0   164987
read      211.4   165.6    54.7   103.5   113.8   180.2   222.2   250.5   271.9   296.7   327.9   374.6   658.3  1802.5  3562.8 134520.1   134561
