Random waveform, random seed
Total number of intervals = 100 (176170, 139122, 134712, 46778, 57361, 126110, 35375, 33941, 91990, 69617, 133829, 82146, 164790, 154350, 46150, 9032, 51552, 144679, 84092, 153948, 120312, 65292, 65144, 20285, 6639, 90575, 77850, 75530, 110742, 50571, 107361, 102153, 76495, 44941, 150404, 57423, 105233, 29750, 176864, 70032, 99565, 143764, 106024, 30526, 84726, 134220, 171264, 118808, 151190, 144567, 129225, 51443, 58747, 132753, 17890, 179877, 141547, 124923, 21898, 156312, 123524, 138121, 111088, 92700, 89171, 116787, 132805, 27920, 52435, 114867, 67188, 79365, 159402, 73386, 122813, 87496, 139554, 58362, 142346, 74360, 48489, 108522, 16554, 128326, 163936, 155192, 24143, 95573, 82636, 179433, 28277, 96287, 175839, 171131, 150581, 53026, 66905, 42681, 153279, 65711)
Average QPS expected = 97488
Timestamp start: 1746458978834
Timestamp end: 1746459979073

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      227.0   196.7    63.8   109.1   120.8   196.0   239.9   267.8   287.9   311.3   341.3   393.5   624.3  2853.2  6948.0 144813.7   144567
read      224.6   193.7    63.8   105.0   116.0   190.0   236.5   267.0   288.0   311.7   341.3   393.3   747.2  2372.2  5937.0 129026.9   129225
read      247.9   290.2    59.1    99.2   109.1   215.5   266.1   292.6   312.3   336.3   368.0   421.6   851.8  4551.0  8232.1  51432.7    51443
read      275.3   385.6    59.1    98.5   108.6   223.2   287.4   322.6   346.6   374.2   410.4   474.0  1389.2  6381.4 11159.4  58816.5    58747
read      285.0   330.4    63.8   111.5   125.2   217.2   273.3   304.8   327.2   355.5   398.0   535.2  1629.6  3506.9  7557.9 132870.5   132753
read      205.7   183.1    63.8   103.8   115.5   190.9   215.9   229.6   239.7   253.4   272.5   308.4   584.2  2395.8  7864.6  17919.7    17890
read      378.9   324.3    68.9   174.3   200.5   330.1   382.9   414.3   438.0   469.6   517.2   625.7  1591.1  3729.1  8103.3 179785.0   179877
read      259.7   217.8    59.1   118.6   135.0   232.1   279.7   306.1   325.1   348.6   382.7   444.2   700.8  2926.4  7034.0 141688.3   141547
read      217.7   162.7    63.8   104.8   116.1   189.1   232.5   261.1   281.4   304.2   332.4   375.4   635.7  1919.7  3894.2 124765.7   124923
read      218.2   428.4    59.1   105.8   118.9   201.8   230.4   247.6   261.1   276.8   297.7   336.8   520.7  2147.4  6246.0  21842.9    21898
read      343.7   348.1    68.9   143.1   164.5   275.5   324.8   355.5   380.0   413.7   468.2   669.7  1679.0  3577.4  8799.1 156282.0   156312
read      223.9   184.8    63.8   104.4   115.5   190.2   235.8   266.0   287.0   310.6   339.9   390.6   799.1  2240.8  6011.1 123550.7   123524
read      242.1   256.8    59.1   109.1   121.2   201.2   249.1   278.0   298.7   323.2   356.6   418.1  1087.6  3327.4  7759.1 138020.2   138121
read      231.5   208.0    59.1   105.3   116.1   193.8   245.6   277.3   298.5   322.8   355.9   419.1   829.0  2243.2  7230.1 111065.3   111088
read      215.5   140.4    54.7   100.2   109.9   186.9   242.3   274.0   293.8   315.7   343.1   393.7   576.0  1198.5  3253.3  92592.2    92700
read      218.4   134.4    63.8   101.4   111.2   190.2   245.7   276.6   295.9   317.5   344.7   395.8   587.3  1336.1  4087.8  89114.2    89171
read      218.1   187.5    63.8   101.4   111.6   184.2   231.6   262.2   283.5   306.9   336.1   386.0   769.3  1933.4  5303.4 116601.5   116787
read      221.4   173.4    59.1   105.3   116.5   190.8   235.4   264.4   284.8   307.9   337.1   386.4   645.2  2120.2  4302.5 132821.1   132805
read      214.1   286.7    59.1   102.4   113.7   203.8   237.0   257.1   271.4   288.2   310.0   345.5   461.1   899.3  4784.8  27906.1    27920
read      239.5   121.0    59.1   100.6   111.2   223.2   281.1   312.2   333.5   357.4   386.9   430.9   537.9   896.1  2511.9  52417.1    52435
read      257.3   254.5    63.8   105.9   117.5   200.1   252.6   284.3   306.6   334.1   376.0   533.8  1442.6  2712.4  7049.4 115014.1   114867
read      221.3   120.4    59.1   100.4   110.4   207.7   259.6   284.9   301.5   320.7   345.8   388.3   496.0   746.9  2431.4  66949.4    67188
read      219.1   116.8    59.1   100.2   110.2   199.8   255.4   282.9   300.5   320.8   347.5   393.6   507.3   782.4  3153.0  79307.7    79365
read      233.0   144.5    54.7   116.6   130.9   212.8   255.8   281.3   299.6   321.3   351.2   401.0   547.5  1196.6  3177.3 159203.0   159402
read      224.3   135.6    59.1    99.7   109.7   199.6   256.0   284.1   303.5   328.5   367.3   436.5   576.1   861.5  2927.5  73470.7    73386
read      251.5   254.6    63.8   107.0   118.5   200.6   252.2   283.5   305.2   331.4   368.0   448.7  1521.2  2743.5  7201.9 122928.6   122813
read      209.9   127.0    59.1   100.7   110.4   187.8   241.3   269.5   286.8   305.6   328.9   367.5   496.7   827.5  3429.0  87345.0    87496
read      217.6   144.0    59.1   108.9   120.4   194.5   236.9   264.4   283.8   306.1   334.6   379.8   536.2  1137.7  3630.6 139489.5   139554
read      219.3   112.7    59.1    99.5   109.6   209.7   256.9   280.3   295.5   314.1   337.9   374.0   473.2   866.2  3007.3  58212.0    58362
read      272.3   286.3    59.1   111.9   125.8   214.8   266.2   295.5   317.4   344.9   388.5   497.1  1554.1  3027.4  7297.5 142374.0   142346
read      220.0   116.8    63.8    98.8   108.6   203.2   257.7   284.3   302.2   322.8   349.5   394.4   505.6   796.4  2826.5  74251.6    74360
read      222.4   115.5    59.1    99.7   110.0   214.9   261.5   284.3   299.0   316.0   337.9   371.9   466.3   819.6  3567.9  48618.5    48489
read      219.7   141.8    54.7   101.8   112.0   188.1   240.9   273.3   294.4   318.7   352.1   420.4   637.8  1068.5  2905.4 108304.8   108522
read      190.7    84.3    63.8   104.2   116.8   186.3   207.9   219.0   228.1   238.1   254.1   284.6   384.4   795.8  2970.0  16512.2    16554
read      289.1   345.2    59.1   109.7   122.5   213.0   265.5   294.2   315.5   342.2   387.6   683.5  1671.2  3451.9  7768.5 128243.9   128326
read      240.5   150.3    63.8   120.7   136.3   221.4   264.3   289.0   307.4   329.6   359.5   409.2   547.5  1153.2  4118.7 163921.3   163936
read      234.2   158.0    59.1   116.8   131.2   213.0   255.3   280.4   298.5   320.3   350.4   402.1   577.7  1330.2  4043.0 155087.7   155192
read      209.6    82.3    63.8   104.6   116.8   208.1   234.6   250.1   261.4   274.0   291.9   320.7   416.1   686.7  2283.9  24175.2    24143
read      215.5   127.4    59.1   101.9   111.9   190.4   244.4   274.2   292.8   313.9   340.6   387.6   544.6  1009.1  2845.7  95604.7    95573
read      221.3   130.1    54.7   100.7   111.0   197.7   254.1   282.6   301.0   322.3   352.5   407.9   549.6   849.2  4100.7  82569.0    82636
read      351.1   267.8    68.9   165.7   191.2   311.6   363.2   394.2   418.2   448.7   492.8   579.4  1502.0  3042.7  7264.5 179480.4   179433
read      199.2    78.0    63.8   105.2   117.1   199.5   223.0   234.3   243.6   253.7   269.3   294.4   391.2   620.5  2455.0  28245.3    28277
read      203.2   102.2    59.1    98.3   108.0   183.2   235.0   262.6   279.3   296.1   316.9   348.9   459.4   700.7  2732.2  96305.8    96287
read      263.0   155.1    68.9   135.5   153.4   246.0   288.1   312.5   331.1   354.1   386.5   440.1   579.3   944.0  4346.4 175981.9   175839
read      234.7   133.9    54.7   122.1   137.7   218.4   257.9   280.9   297.5   318.1   345.2   392.4   518.9   886.9  3159.4 171168.2   171131
read      215.2   140.2    63.8   109.7   121.4   193.7   234.4   260.6   279.2   300.9   328.7   372.9   519.1   909.9  4090.0 150573.4   150581
read      201.8    85.5    54.7    99.5   109.7   201.6   236.6   252.6   263.7   275.2   290.9   315.5   400.2   598.0  1838.9  53074.7    53026
read      203.1    90.2    54.7    98.4   108.2   195.8   241.1   260.8   273.0   286.6   302.7   330.0   420.9   594.4  1766.4  66837.2    66905
read      204.9    90.7    59.1   101.6   112.2   205.2   234.8   249.7   260.2   272.1   288.9   317.8   427.7   645.1  2796.7  42653.0    42681
read      222.9   140.0    63.8   112.6   125.7   200.7   242.0   267.7   286.4   308.5   337.4   387.1   553.8  1094.3  3663.3 153373.4   153279
read      208.2    97.9    59.1    99.7   109.7   200.3   246.0   265.9   278.4   292.1   310.3   341.0   457.7   641.5  2052.6  65840.9    65711

Total QPS = 97475.4 (97475440 / 1000.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 24076432939 bytes :   23.0 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.87%,32.66%,100.00%
